AREA,PERIMETER,ELTCODE,LTACODE,NOTES,SUBSECTION,ELT,PLASS1,PLASS2,SOIL,SLOPE,LNDFM,ASPECT,ELTP,ELT_NAME,SUBSECTI_1,LTA_NAME,Shape_Length,Shape_Area
54065.69921875,1083.7900390625,914,Ba10, ,M221Ba,Ba10-22,220.0,888,Ch,F,50.0,Z,210062.0,Allegheny Front sugar maple/basswood,Northern High Allegheny Mountains,Allegheny Front Sideslopes,1083.7875636131714,54065.703125
37895.1015625,827.5869750976562,340,Ba10, ,M221Ba,Ba10-23,230.0,120,Gc,EF,32.0,NW,210040.0,Allegheny Front sugar maple/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,827.5868506698973,37895.140625
154155.0,2187.68994140625,902,Ba10, ,M221Ba,Ba10-23,239.0,888,Ca,CD,42.0,SW,210050.0,Allegheny Front sugar maple/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,2187.6924138558034,154155.0625
41068.3984375,853.7839965820312,346,Ba10, ,M221Ba,Ba10-21,210.0,888,Gc,EF,31.0,SW,210046.0,Allegheny Front hemlock,Northern High Allegheny Mountains,Allegheny Front Sideslopes,853.7840281321753,41068.4375
59146.3984375,1400.22998046875,903,Ba10, ,M221Ba,Ba10-22,220.0,238,Ca,CE,42.0,NE,210051.0,Allegheny Front sugar maple/basswood,Northern High Allegheny Mountains,Allegheny Front Sideslopes,1400.2325703813046,59146.390625
6.4375,19.718700408935547,916,Ba10, ,M221Ba,Ba10-21,210.0,888,Sa,F,50.0,Z,210064.0,Allegheny Front hemlock,Northern High Allegheny Mountains,Allegheny Front Sideslopes,19.718676397016768,6.4375
906.1409912109375,186.37399291992188,915,Ba10, ,M221Ba,Ba10-22,220.0,888,VdE,F,50.0,Z,210063.0,Allegheny Front sugar maple/basswood,Northern High Allegheny Mountains,Allegheny Front Sideslopes,186.37398229895464,906.140625
271.5,132.76300048828125,916,Ba10, ,M221Ba,Ba10-21,210.0,888,Sa,F,50.0,Z,210064.0,Allegheny Front hemlock,Northern High Allegheny Mountains,Allegheny Front Sideslopes,132.7625938009222,271.5
23.296899795532227,45.200801849365234,916,Ba10, ,M221Ba,Ba10-21,210.0,888,Sa,F,50.0,Z,210064.0,Allegheny Front hemlock,Northern High Allegheny Mountains,Allegheny Front Sideslopes,45.20075582870786,23.296875
34.23440170288086,61.986698150634766,916,Ba10, ,M221Ba,Ba10-21,210.0,888,Sa,F,50.0,Z,210064.0,Allegheny Front hemlock,Northern High Allegheny Mountains,Allegheny Front Sideslopes,61.9867027142772,34.234375
373.7659912109375,143.37399291992188,916,Ba10, ,M221Ba,Ba10-21,210.0,888,Sa,F,50.0,Z,210064.0,Allegheny Front hemlock,Northern High Allegheny Mountains,Allegheny Front Sideslopes,143.37445235861392,373.765625
