CN,PLT_CN,INVYR,STATECD,COUNTYCD,PLOT,SUBP,MEASYEAR,LVSHRBCD,DSHRBCD,LVHRBCD,DHRBCD,LITTERCD,LVSHRBHT,DSHRBHT,LVHRBHT,DHRBHT,CREATED_DATE,MODIFIED_DATE,MICR_SAMPLE_METHOD
62035212010538,66737921010538,2005,54,47,2474,4,2005,0,0,90,0,90.0,0.0,0.0,2.0,0.0,2006-05-03 10:42:50,2014-08-04 12:01:12,1
62035277010538,66740054010538,2005,54,55,737,4,2005,90,10,90,1,90.0,15.0,9.0,2.8,1.0,2006-05-03 10:42:51,2014-08-04 12:01:12,1
62035316010538,66741059010538,2005,54,59,1096,1,2005,0,0,70,0,20.0,0.0,0.0,2.8,0.0,2006-05-03 10:42:51,2014-08-04 12:01:12,1
62035327010538,66741059010538,2005,54,59,1096,2,2005,30,1,50,10,99.0,5.5,1.6,2.5,0.3,2006-05-03 10:42:51,2014-08-04 12:01:12,1
62035336010538,66741059010538,2005,54,59,1096,3,2005,10,0,80,0,99.0,2.0,0.0,2.3,0.0,2006-05-03 10:42:51,2014-08-04 12:01:12,1
62035345010538,66741059010538,2005,54,59,1096,4,2005,0,0,70,0,99.0,0.0,0.0,3.3,0.0,2006-05-03 10:42:51,2014-08-04 12:01:12,1
62036371010538,66742166010538,2005,54,65,1431,1,2005,10,0,0,0,90.0,2.8,0.0,0.0,0.0,2006-05-03 10:42:51,2014-08-04 12:01:12,1
62036380010538,66742166010538,2005,54,65,1431,2,2005,30,0,0,0,90.0,2.8,0.0,0.0,0.0,2006-05-03 10:42:51,2014-08-04 12:01:12,1
62036391010538,66742166010538,2005,54,65,1431,3,2005,1,1,10,0,99.0,0.6,13.0,1.8,0.0,2006-05-03 10:42:51,2014-08-04 12:01:12,1
62036403010538,66742166010538,2005,54,65,1431,4,2005,30,0,1,0,99.0,6.2,0.0,1.7,0.0,2006-05-03 10:42:51,2014-08-04 12:01:12,1
62035512010538,66742943010538,2005,54,67,862,1,2005,0,0,70,10,90.0,0.0,0.0,2.1,1.6,2006-05-03 10:42:51,2014-08-04 12:01:12,1
62035522010538,66742943010538,2005,54,67,862,2,2005,0,0,40,0,99.0,0.0,0.0,2.5,0.0,2006-05-03 10:42:51,2014-08-04 12:01:12,1
62035534010538,66742943010538,2005,54,67,862,3,2005,0,0,50,0,99.0,0.0,0.0,1.9,0.0,2006-05-03 10:42:51,2014-08-04 12:01:12,1
62035542010538,66742943010538,2005,54,67,862,4,2005,20,10,30,0,90.0,1.8,1.5,1.8,0.0,2006-05-03 10:42:51,2014-08-04 12:01:12,1
62035432010538,66743702010538,2005,54,71,1818,1,2005,90,10,0,0,99.0,6.5,4.0,0.0,0.0,2006-05-03 10:42:51,2014-08-04 12:01:12,1
62035440010538,66743702010538,2005,54,71,1818,2,2005,90,1,0,0,99.0,7.0,3.5,0.0,0.0,2006-05-03 10:42:51,2014-08-04 12:01:12,1
62035449010538,66743702010538,2005,54,71,1818,3,2005,80,10,0,0,99.0,7.5,3.5,0.0,0.0,2006-05-03 10:42:51,2014-08-04 12:01:12,1
62035457010538,66743702010538,2005,54,71,1818,4,2005,70,10,0,0,99.0,9.0,2.5,0.0,0.0,2006-05-03 10:42:51,2014-08-04 12:01:12,1
62035393010538,66744079010538,2005,54,71,2100,1,2005,0,0,10,0,99.0,0.0,0.0,0.7,0.0,2006-05-03 10:42:57,2014-08-04 12:01:12,1
62035402010538,66744079010538,2005,54,71,2100,2,2005,20,10,80,1,99.0,4.2,3.3,3.7,0.5,2006-05-03 10:42:57,2014-08-04 12:01:12,1
62035414010538,66744079010538,2005,54,71,2100,3,2005,0,0,10,10,90.0,0.0,0.0,1.6,0.4,2006-05-03 10:42:57,2014-08-04 12:01:12,1
62035422010538,66744079010538,2005,54,71,2100,4,2005,0,0,10,10,90.0,0.0,0.0,1.6,0.4,2006-05-03 10:42:57,2014-08-04 12:01:12,1
62036498010538,66746381010538,2005,54,77,1835,1,2005,1,0,80,1,90.0,1.4,0.0,4.7,0.7,2006-05-03 10:42:58,2014-08-04 12:01:12,1
62036506010538,66746381010538,2005,54,77,1835,2,2005,0,0,80,1,90.0,0.0,0.0,1.7,0.4,2006-05-03 10:42:58,2014-08-04 12:01:12,1
62036514010538,66746381010538,2005,54,77,1835,3,2005,0,0,99,1,20.0,0.0,0.0,2.6,0.4,2006-05-03 10:42:58,2014-08-04 12:01:12,1
62036526010538,66746381010538,2005,54,77,1835,4,2005,0,0,70,1,99.0,0.0,0.0,2.3,0.7,2006-05-03 10:42:58,2014-08-04 12:01:12,1
62035688010538,66746758010538,2005,54,79,1640,1,2005,60,0,20,1,99.0,2.3,0.0,0.7,0.6,2006-05-03 10:42:58,2014-08-04 12:01:12,1
62035696010538,66746758010538,2005,54,79,1640,2,2005,40,1,50,1,99.0,1.4,1.1,0.9,1.1,2006-05-03 10:42:58,2014-08-04 12:01:12,1
62035704010538,66746758010538,2005,54,79,1640,3,2005,30,1,10,1,99.0,1.8,1.1,1.4,0.5,2006-05-03 10:42:58,2014-08-04 12:01:12,1
62035713010538,66746758010538,2005,54,79,1640,4,2005,0,0,40,0,90.0,0.0,0.0,1.4,0.0,2006-05-03 10:42:58,2014-08-04 12:01:12,1
62035296010538,66748168010538,2005,54,81,1604,4,2005,30,1,30,0,60.0,3.5,3.1,2.4,0.0,2006-05-03 10:42:58,2014-08-04 12:01:12,1
62035553010538,66749280010538,2005,54,83,1282,1,2005,0,0,80,1,99.0,0.0,0.0,4.5,0.7,2006-05-03 10:42:58,2014-08-04 12:01:12,1
62035565010538,66749280010538,2005,54,83,1282,2,2005,0,0,60,1,99.0,0.0,0.0,2.3,0.6,2006-05-03 10:42:58,2014-08-04 12:01:12,1
62035579010538,66749280010538,2005,54,83,1282,3,2005,1,0,30,0,99.0,7.0,0.0,4.5,0.0,2006-05-03 10:42:58,2014-08-04 12:01:12,1
62035596010538,66749280010538,2005,54,83,1282,4,2005,0,0,1,0,99.0,0.0,0.0,2.1,0.0,2006-05-03 10:42:58,2014-08-04 12:01:12,1
62035141010538,66761066010538,2005,54,89,2113,1,2005,30,1,10,0,99.0,3.4,3.1,1.4,0.0,2006-05-03 11:27:32,2014-08-04 12:01:12,1
62035153010538,66761066010538,2005,54,89,2113,2,2005,1,0,20,1,99.0,0.8,0.0,1.5,0.3,2006-05-03 11:27:32,2014-08-04 12:01:12,1
62035165010538,66761066010538,2005,54,89,2113,3,2005,1,0,10,0,90.0,0.5,0.0,1.2,0.0,2006-05-03 11:27:32,2014-08-04 12:01:12,1
62035174010538,66761066010538,2005,54,89,2113,4,2005,10,1,30,0,99.0,3.6,2.6,1.1,0.0,2006-05-03 11:27:32,2014-08-04 12:01:12,1
62036582010538,66762239010538,2005,54,95,1258,1,2005,10,0,20,1,99.0,0.6,0.0,0.9,0.1,2006-05-03 10:42:58,2014-08-04 12:01:12,1
62036591010538,66762239010538,2005,54,95,1258,2,2005,1,0,1,0,90.0,0.8,0.0,0.1,0.0,2006-05-03 10:42:58,2014-08-04 12:01:12,1
62036606010538,66762239010538,2005,54,95,1258,3,2005,10,0,10,1,99.0,1.2,0.0,0.5,0.5,2006-05-03 10:42:58,2014-08-04 12:01:12,1
62036615010538,66762239010538,2005,54,95,1258,4,2005,30,0,0,0,99.0,3.5,0.0,0.0,0.0,2006-05-03 10:42:58,2014-08-04 12:01:12,1
62035917010538,66763398010538,2005,54,99,1003,1,2005,20,1,30,1,90.0,1.2,0.6,0.8,0.4,2006-05-03 10:42:58,2014-08-04 12:01:12,1
62035925010538,66763398010538,2005,54,99,1003,2,2005,10,0,20,1,99.0,1.3,0.0,0.9,0.5,2006-05-03 10:42:58,2014-08-04 12:01:12,1
62035934010538,66763398010538,2005,54,99,1003,3,2005,10,0,20,1,99.0,2.1,0.0,0.9,0.2,2006-05-03 10:42:58,2014-08-04 12:01:12,1
62035942010538,66763398010538,2005,54,99,1003,4,2005,20,1,10,1,90.0,2.8,2.8,2.3,0.5,2006-05-03 10:42:58,2014-08-04 12:01:12,1
62036686010538,66764829010538,2005,54,107,762,2,2005,80,90,30,1,99.0,7.0,5.5,3.1,0.5,2006-05-03 10:42:58,2014-08-04 12:01:12,1
71354065010538,75121668010538,2006,54,7,1364,1,2006,1,0,10,0,90.0,1.1,0.0,1.3,0.0,2007-10-02 09:58:11,2014-08-04 12:01:14,1
71354074010538,75121668010538,2006,54,7,1364,2,2006,0,0,10,0,99.0,0.0,0.0,0.6,0.0,2007-10-02 09:58:11,2014-08-04 12:01:14,1
71354082010538,75121668010538,2006,54,7,1364,3,2006,10,1,10,0,99.0,1.3,0.6,1.0,0.0,2007-10-02 09:58:11,2014-08-04 12:01:14,1
71354091010538,75121668010538,2006,54,7,1364,4,2006,10,0,1,0,99.0,1.1,0.0,0.7,0.0,2007-10-02 09:58:11,2014-08-04 12:01:14,1
71354914010538,75124707010538,2006,54,17,2157,1,2006,1,0,70,1,30.0,1.4,0.0,0.9,0.1,2007-10-02 09:58:11,2014-08-04 12:01:14,1
71354925010538,75124707010538,2006,54,17,2157,3,2006,1,0,50,0,80.0,0.7,0.0,1.5,0.0,2007-10-02 09:58:11,2014-08-04 12:01:14,1
71354940010538,75124707010538,2006,54,17,2157,4,2006,0,0,40,1,40.0,0.0,0.0,1.8,0.1,2007-10-02 09:58:11,2014-08-04 12:01:14,1
71354544010538,75131953010538,2006,54,27,48,1,2006,60,30,99,10,99.0,35.0,25.0,2.3,3.2,2007-10-02 09:58:12,2014-08-04 12:01:14,1
71354554010538,75131953010538,2006,54,27,48,2,2006,0,0,99,1,99.0,0.0,0.0,1.4,2.8,2007-10-02 09:58:12,2014-08-04 12:01:14,1
71354562010538,75131953010538,2006,54,27,48,3,2006,1,0,90,10,99.0,0.3,0.0,2.0,2.9,2007-10-02 09:58:12,2014-08-04 12:01:14,1
71354572010538,75131953010538,2006,54,27,48,4,2006,0,0,99,10,99.0,0.0,0.0,2.1,3.3,2007-10-02 09:58:12,2014-08-04 12:01:14,1
71353814010538,75132886010538,2006,54,31,2446,1,2006,60,1,1,0,99.0,2.1,1.8,0.1,0.0,2007-10-02 09:58:12,2014-08-04 12:01:14,1
71353824010538,75132886010538,2006,54,31,2446,2,2006,1,0,99,20,10.0,1.3,0.0,2.1,1.0,2007-10-02 09:58:12,2014-08-04 12:01:14,1
71353833010538,75132886010538,2006,54,31,2446,3,2006,10,1,50,1,40.0,2.5,1.8,2.1,1.9,2007-10-02 09:58:12,2014-08-04 12:01:14,1
71353842010538,75132886010538,2006,54,31,2446,4,2006,1,0,70,10,20.0,2.2,0.0,2.4,0.1,2007-10-02 09:58:12,2014-08-04 12:01:14,1
71354868010538,75134104010538,2006,54,33,3590,1,2006,10,0,30,0,90.0,2.1,0.0,3.0,0.0,2007-10-02 09:58:12,2014-08-04 12:01:14,1
71354877010538,75134104010538,2006,54,33,3590,2,2006,30,10,40,0,80.0,6.9,0.6,2.9,0.0,2007-10-02 09:58:12,2014-08-04 12:01:14,1
71354889010538,75134104010538,2006,54,33,3590,3,2006,60,0,10,0,80.0,8.2,0.0,0.3,0.0,2007-10-02 09:58:12,2014-08-04 12:01:14,1
71354903010538,75134104010538,2006,54,33,3590,4,2006,60,0,0,0,70.0,5.4,0.0,1.5,0.0,2007-10-02 09:58:12,2014-08-04 12:01:14,1
71355016010538,75135141010538,2006,54,35,759,1,2006,30,1,20,1,50.0,1.8,0.5,0.6,0.3,2007-10-02 09:58:12,2014-08-04 12:01:14,1
71355025010538,75135141010538,2006,54,35,759,2,2006,10,0,70,20,80.0,1.7,0.0,2.0,0.3,2007-10-02 09:58:12,2014-08-04 12:01:14,1
71355035010538,75135141010538,2006,54,35,759,3,2006,20,1,50,10,20.0,4.0,2.0,3.9,0.5,2007-10-02 09:58:12,2014-08-04 12:01:14,1
71355051010538,75135141010538,2006,54,35,759,4,2006,1,0,40,10,30.0,0.5,0.0,1.8,0.4,2007-10-02 09:58:12,2014-08-04 12:01:19,1
71354211010538,75134754010538,2006,54,35,1488,4,2006,1,1,10,1,70.0,1.0,0.5,2.0,0.3,2007-10-02 09:58:12,2014-08-04 12:01:14,1
71354105010538,75136732010538,2006,54,39,1127,1,2006,20,1,1,0,90.0,1.8,2.9,0.6,0.0,2007-10-02 09:58:12,2014-08-04 12:01:14,1
71354115010538,75136732010538,2006,54,39,1127,2,2006,50,1,0,0,90.0,5.8,1.3,0.0,0.0,2007-10-02 09:58:12,2014-08-04 12:01:14,1
71354128010538,75136732010538,2006,54,39,1127,4,2006,20,1,0,0,90.0,9.1,1.9,0.0,0.0,2007-10-02 09:58:12,2014-08-04 12:01:14,1
71354221010538,75137924010538,2006,54,43,2281,1,2006,1,0,1,0,90.0,0.9,0.0,0.3,0.0,2007-10-02 09:58:12,2014-08-04 12:01:14,1
71354234010538,75137924010538,2006,54,43,2281,2,2006,20,0,1,0,99.0,2.2,0.0,0.2,0.0,2007-10-02 09:58:12,2014-08-04 12:01:14,1
71354242010538,75137924010538,2006,54,43,2281,3,2006,1,1,1,0,90.0,2.3,0.7,1.0,0.0,2007-10-02 09:58:12,2014-08-04 12:01:14,1
71354250010538,75137924010538,2006,54,43,2281,4,2006,20,1,10,0,99.0,2.9,2.2,1.2,0.0,2007-10-02 09:58:12,2014-08-04 12:01:14,1
71355837010538,75140955010538,2006,54,51,944,1,2006,40,10,60,1,90.0,50.0,3.0,3.8,2.4,2007-10-02 09:58:13,2014-08-04 12:01:14,1
71355846010538,75140955010538,2006,54,51,944,2,2006,20,0,40,0,80.0,25.0,0.0,3.6,0.0,2007-10-02 09:58:13,2014-08-04 12:01:14,1
71355862010538,75140955010538,2006,54,51,944,3,2006,20,0,70,0,90.0,8.0,0.0,2.5,0.0,2007-10-02 09:58:13,2014-08-04 12:01:14,1
71355871010538,75140955010538,2006,54,51,944,4,2006,30,0,30,0,80.0,7.0,0.0,3.8,0.0,2007-10-02 09:58:13,2014-08-04 12:01:14,1
71353465010538,75142567010538,2006,54,55,2287,1,2006,30,20,50,10,60.0,4.5,3.0,2.4,0.9,2007-10-02 09:58:13,2014-08-04 12:01:12,1
71353473010538,75142567010538,2006,54,55,2287,2,2006,30,10,60,1,50.0,7.5,5.1,1.9,0.3,2007-10-02 09:58:13,2014-08-04 12:01:12,1
71353484010538,75142567010538,2006,54,55,2287,3,2006,30,10,50,1,80.0,70.0,3.4,3.1,0.4,2007-10-02 09:58:13,2014-08-04 12:01:12,1
71353492010538,75142567010538,2006,54,55,2287,4,2006,20,20,60,10,20.0,3.7,1.6,3.3,2.1,2007-10-02 09:58:13,2014-08-04 12:01:12,1
71354646010538,75143129010538,2006,54,57,102,1,2006,10,1,50,1,30.0,1.5,1.3,1.5,0.8,2007-10-02 09:58:13,2014-08-04 12:01:14,1
71354656010538,75143129010538,2006,54,57,102,2,2006,0,0,80,1,90.0,0.0,0.0,1.5,0.2,2007-10-02 09:58:13,2014-08-04 12:01:14,1
71354667010538,75143129010538,2006,54,57,102,3,2006,0,0,0,0,99.0,0.0,0.0,0.0,0.0,2007-10-02 09:58:13,2014-08-04 12:01:14,1
71354678010538,75143129010538,2006,54,57,102,4,2006,20,1,10,1,99.0,1.8,1.0,0.8,0.1,2007-10-02 09:58:13,2014-08-04 12:01:14,1
71353851010538,75098222010538,2006,54,71,822,1,2006,1,0,20,1,90.0,4.3,0.0,1.9,0.1,2007-10-02 09:58:13,2014-08-04 12:01:14,1
71353859010538,75098222010538,2006,54,71,822,2,2006,50,1,1,0,90.0,13.0,10.0,1.5,0.0,2007-10-02 09:58:13,2014-08-04 12:01:14,1
71353867010538,75098222010538,2006,54,71,822,3,2006,0,0,1,0,99.0,0.0,0.0,0.7,0.0,2007-10-02 09:58:13,2014-08-04 12:01:14,1
71353876010538,75098222010538,2006,54,71,822,4,2006,0,0,1,0,99.0,0.0,0.0,0.9,0.0,2007-10-02 09:58:13,2014-08-04 12:01:14,1
71353981010538,75100930010538,2006,54,75,202,1,2006,10,0,30,1,60.0,3.6,0.0,1.4,0.5,2007-10-02 09:58:13,2014-08-04 12:01:14,1
71353993010538,75100930010538,2006,54,75,202,2,2006,0,0,70,1,90.0,0.0,0.0,4.2,0.5,2007-10-02 09:58:13,2014-08-04 12:01:14,1
71354001010538,75100930010538,2006,54,75,202,3,2006,0,0,30,0,80.0,0.0,0.0,3.3,0.0,2007-10-02 09:58:13,2014-08-04 12:01:14,1
71354013010538,75100930010538,2006,54,75,202,4,2006,0,0,20,1,90.0,0.0,0.0,1.5,0.3,2007-10-02 09:58:13,2014-08-04 12:01:14,1
71354741010538,75102010010538,2006,54,77,363,1,2006,10,1,10,1,99.0,1.9,0.9,0.9,0.5,2007-10-02 09:58:13,2014-08-04 12:01:14,1
71354754010538,75102010010538,2006,54,77,363,2,2006,20,10,1,0,90.0,3.1,2.9,0.7,0.0,2007-10-02 09:58:13,2014-08-04 12:01:14,1
71354762010538,75102010010538,2006,54,77,363,3,2006,1,1,20,1,99.0,6.0,1.1,0.5,0.2,2007-10-02 09:58:13,2014-08-04 12:01:14,1
71354773010538,75102010010538,2006,54,77,363,4,2006,10,1,40,1,90.0,2.2,1.5,4.0,1.6,2007-10-02 09:58:13,2014-08-04 12:01:14,1
71353597010538,75102844010538,2006,54,81,1197,1,2006,20,10,70,1,40.0,4.9,3.8,6.0,3.3,2007-10-02 09:58:13,2014-08-04 12:01:14,1
71353607010538,75102844010538,2006,54,81,1197,2,2006,10,0,10,1,10.0,4.1,0.0,0.8,0.2,2007-10-02 09:58:13,2014-08-04 12:01:14,1
71353623010538,75102844010538,2006,54,81,1197,3,2006,40,1,60,10,80.0,4.9,1.6,3.2,3.9,2007-10-02 09:58:13,2014-08-04 12:01:14,1
71353644010538,75102844010538,2006,54,81,1197,4,2006,60,1,30,1,50.0,7.1,2.4,2.7,1.1,2007-10-02 09:58:13,2014-08-04 12:01:14,1
71353543010538,75147797010538,2006,54,81,1666,1,2006,10,1,30,0,90.0,2.4,1.7,1.5,0.0,2007-10-02 09:58:14,2014-08-04 12:01:14,1
71353559010538,75147797010538,2006,54,81,1666,2,2006,0,0,60,1,70.0,0.0,0.0,1.9,2.0,2007-10-02 09:58:14,2014-08-04 12:01:14,1
71353569010538,75147797010538,2006,54,81,1666,3,2006,20,0,50,1,60.0,1.8,0.0,2.3,0.2,2007-10-02 09:58:14,2014-08-04 12:01:14,1
71353936010538,75106606010538,2006,54,83,1083,1,2006,0,0,40,10,99.0,0.0,0.0,1.7,0.6,2007-10-02 09:58:14,2014-08-04 12:01:14,1
71353945010538,75106606010538,2006,54,83,1083,2,2006,0,0,30,0,99.0,0.0,0.0,1.2,0.0,2007-10-02 09:58:14,2014-08-04 12:01:14,1
71353955010538,75106606010538,2006,54,83,1083,3,2006,0,0,50,10,99.0,0.0,0.0,2.0,0.6,2007-10-02 09:58:14,2014-08-04 12:01:14,1
71353966010538,75106606010538,2006,54,83,1083,4,2006,0,0,40,10,99.0,0.0,0.0,2.6,0.3,2007-10-02 09:58:14,2014-08-04 12:01:14,1
71353890010538,75105865010538,2006,54,83,3587,1,2006,10,0,40,1,90.0,0.6,0.0,2.0,0.1,2007-10-02 09:58:14,2014-08-04 12:01:14,1
71353904010538,75105865010538,2006,54,83,3587,2,2006,0,0,40,1,90.0,0.0,0.0,2.6,2.0,2007-10-02 09:58:14,2014-08-04 12:01:14,1
71353914010538,75105865010538,2006,54,83,3587,3,2006,50,30,10,1,70.0,1.6,0.5,0.2,0.1,2007-10-02 09:58:14,2014-08-04 12:01:14,1
71353925010538,75105865010538,2006,54,83,3587,4,2006,10,1,10,0,90.0,1.1,0.6,2.0,0.0,2007-10-02 09:58:14,2014-08-04 12:01:14,1
71354823010538,75107954010538,2006,54,85,347,1,2006,30,1,40,1,80.0,3.6,0.5,1.9,0.5,2007-10-02 09:58:14,2014-08-04 12:01:14,1
71354836010538,75107954010538,2006,54,85,347,2,2006,1,0,20,0,90.0,2.8,0.0,0.9,0.0,2007-10-02 09:58:14,2014-08-04 12:01:14,1
71354845010538,75107954010538,2006,54,85,347,3,2006,10,0,10,1,99.0,12.0,0.0,1.2,0.5,2007-10-02 09:58:14,2014-08-04 12:01:14,1
71354855010538,75107954010538,2006,54,85,347,4,2006,10,1,10,1,90.0,2.0,1.1,1.0,0.4,2007-10-02 09:58:14,2014-08-04 12:01:14,1
71354171010538,75108864010538,2006,54,87,2346,1,2006,30,1,10,1,70.0,45.0,1.0,2.0,0.3,2007-10-02 09:58:14,2014-08-04 12:01:14,1
71354179010538,75108864010538,2006,54,87,2346,2,2006,40,20,30,1,90.0,18.0,3.0,1.8,0.4,2007-10-02 09:58:14,2014-08-04 12:01:14,1
71354187010538,75108864010538,2006,54,87,2346,3,2006,50,10,30,10,80.0,30.0,3.0,2.5,0.1,2007-10-02 09:58:14,2014-08-04 12:01:14,1
71354607010538,75110337010538,2006,54,93,1199,1,2006,20,1,10,0,80.0,30.0,1.1,1.0,0.0,2007-10-02 09:58:14,2014-08-04 12:01:14,1
71354616010538,75110337010538,2006,54,93,1199,2,2006,1,0,10,0,40.0,0.8,0.0,1.8,0.0,2007-10-02 09:58:14,2014-08-04 12:01:14,1
71354625010538,75110337010538,2006,54,93,1199,3,2006,10,1,10,1,90.0,4.9,1.3,1.4,0.3,2007-10-02 09:58:14,2014-08-04 12:01:14,1
71354633010538,75110337010538,2006,54,93,1199,4,2006,10,1,10,0,90.0,1.3,0.7,0.8,0.0,2007-10-02 09:58:14,2014-08-04 12:01:14,1
71354259010538,75111584010538,2006,54,99,2210,1,2006,0,0,30,0,99.0,0.0,0.0,1.5,0.0,2007-10-02 09:58:14,2014-08-04 12:01:14,1
71354267010538,75111584010538,2006,54,99,2210,2,2006,0,0,60,1,90.0,0.0,0.0,2.3,2.7,2007-10-02 09:58:14,2014-08-04 12:01:14,1
71354275010538,75111584010538,2006,54,99,2210,3,2006,20,1,10,1,99.0,2.6,1.5,1.8,0.9,2007-10-02 09:58:14,2014-08-04 12:01:14,1
71354283010538,75111584010538,2006,54,99,2210,4,2006,1,1,30,0,90.0,1.7,5.0,3.9,0.0,2007-10-02 09:58:14,2014-08-04 12:01:14,1
71354027010538,75147910010538,2006,54,101,2253,1,2006,10,10,20,1,80.0,10.9,10.9,1.2,1.0,2007-10-02 09:58:14,2014-08-04 12:01:14,1
71354036010538,75147910010538,2006,54,101,2253,2,2006,1,0,20,1,90.0,1.7,0.0,0.8,0.4,2007-10-02 09:58:14,2014-08-04 12:01:14,1
71354044010538,75147910010538,2006,54,101,2253,3,2006,10,10,10,0,90.0,9.4,6.2,1.3,0.0,2007-10-02 09:58:14,2014-08-04 12:01:14,1
71354054010538,75147910010538,2006,54,101,2253,4,2006,10,1,20,0,90.0,2.3,2.1,1.1,0.0,2007-10-02 09:58:14,2014-08-04 12:01:14,1
71354951010538,75115064010538,2006,54,103,1046,1,2006,40,20,10,0,80.0,30.0,25.0,1.0,0.0,2007-10-02 09:58:15,2014-08-04 12:01:14,1
71354965010538,75115064010538,2006,54,103,1046,2,2006,10,20,30,10,40.0,2.0,17.0,3.0,0.2,2007-10-02 09:58:15,2014-08-04 12:01:14,1
71354979010538,75115064010538,2006,54,103,1046,3,2006,30,1,40,1,70.0,6.0,1.0,2.0,0.5,2007-10-02 09:58:15,2014-08-04 12:01:14,1
71354988010538,75115064010538,2006,54,103,1046,4,2006,10,0,90,30,30.0,3.0,0.0,3.0,1.0,2007-10-02 09:58:15,2014-08-04 12:01:14,1
71353503010538,75118154010538,2006,54,109,2439,1,2006,10,0,40,1,99.0,4.9,0.0,3.2,3.5,2007-10-02 09:58:15,2014-08-04 12:01:12,1
71353512010538,75118154010538,2006,54,109,2439,2,2006,40,10,20,0,99.0,7.5,3.0,3.5,0.0,2007-10-02 09:58:15,2014-08-04 12:01:12,1
71353522010538,75118154010538,2006,54,109,2439,3,2006,10,0,70,10,90.0,46.0,0.0,3.0,2.9,2007-10-02 09:58:15,2014-08-04 12:01:14,1
71353532010538,75118154010538,2006,54,109,2439,4,2006,10,0,40,0,90.0,3.8,0.0,2.9,0.0,2007-10-02 09:58:15,2014-08-04 12:01:14,1
175059396010661,122560886010661,2007,54,11,1711,1,2007,70,40,70,30,80.0,25.5,15.0,4.0,1.5,2008-12-29 08:54:12,2014-08-04 12:01:15,1
175059397010661,122560886010661,2007,54,11,1711,2,2007,70,20,60,20,70.0,10.0,3.2,3.3,1.8,2008-12-29 08:54:12,2014-08-04 12:01:15,1
175059398010661,122560886010661,2007,54,11,1711,4,2007,30,20,90,30,90.0,4.6,6.0,4.5,4.5,2008-12-29 08:54:12,2014-08-04 12:01:15,1
175059541010661,122560562010661,2007,54,13,1984,1,2007,30,1,40,10,90.0,6.1,3.5,3.2,1.3,2008-12-29 08:54:12,2014-08-04 12:01:15,1
175059542010661,122560562010661,2007,54,13,1984,2,2007,10,1,30,10,50.0,4.5,3.3,1.5,0.8,2008-12-29 08:54:12,2014-08-04 12:01:15,1
175059543010661,122560562010661,2007,54,13,1984,3,2007,20,0,30,10,70.0,3.9,0.0,1.6,1.4,2008-12-29 08:54:12,2014-08-04 12:01:15,1
175059544010661,122560562010661,2007,54,13,1984,4,2007,20,1,30,10,90.0,6.0,1.6,2.4,0.7,2008-12-29 08:54:12,2014-08-04 12:01:15,1
175059728010661,122560452010661,2007,54,15,1739,1,2007,20,1,1,1,60.0,3.4,1.1,0.8,0.2,2008-12-29 08:54:12,2014-08-04 12:01:15,1
175059729010661,122560452010661,2007,54,15,1739,2,2007,80,10,10,1,99.0,6.0,1.6,1.9,0.4,2008-12-29 08:54:12,2014-08-04 12:01:15,1
175059730010661,122560452010661,2007,54,15,1739,3,2007,10,1,1,0,70.0,3.2,2.1,0.2,0.0,2008-12-29 08:54:12,2014-08-04 12:01:15,1
175059731010661,122560452010661,2007,54,15,1739,4,2007,0,0,1,0,90.0,0.0,0.0,0.4,0.0,2008-12-29 08:54:12,2014-08-04 12:01:15,1
175059821010661,122560400010661,2007,54,17,1836,1,2007,0,0,80,10,60.0,0.0,0.0,1.2,0.2,2008-12-29 08:54:12,2014-08-04 12:01:15,1
175059822010661,122560400010661,2007,54,17,1836,2,2007,1,1,30,10,70.0,0.4,1.2,2.8,0.2,2008-12-29 08:54:12,2014-08-04 12:01:15,1
175059823010661,122560400010661,2007,54,17,1836,3,2007,10,0,70,10,40.0,2.9,0.0,1.8,1.7,2008-12-29 08:54:12,2014-08-04 12:01:15,1
175059824010661,122560400010661,2007,54,17,1836,4,2007,70,10,30,10,80.0,2.5,0.8,2.2,0.6,2008-12-29 08:54:12,2014-08-04 12:01:15,1
175060072010661,122560472010661,2007,54,19,361,1,2007,20,1,30,1,70.0,4.0,2.4,1.9,0.9,2008-12-29 08:54:12,2014-08-04 12:01:15,1
175060073010661,122560472010661,2007,54,19,361,2,2007,20,20,30,10,99.0,15.0,15.0,2.6,1.2,2008-12-29 08:54:12,2014-08-04 12:01:15,1
175060074010661,122560472010661,2007,54,19,361,3,2007,10,10,30,10,60.0,2.8,3.0,1.9,0.9,2008-12-29 08:54:12,2014-08-04 12:01:15,1
175060075010661,122560472010661,2007,54,19,361,4,2007,40,1,10,1,99.0,3.5,1.9,1.7,0.8,2008-12-29 08:54:12,2014-08-04 12:01:15,1
175060245010661,122560424010661,2007,54,21,1777,1,2007,20,1,20,10,90.0,2.9,1.1,2.9,0.3,2008-12-29 08:54:12,2014-08-04 12:01:15,1
175060246010661,122560424010661,2007,54,21,1777,2,2007,20,1,60,10,50.0,2.8,1.9,1.5,0.4,2008-12-29 08:54:12,2014-08-04 12:01:15,1
175060247010661,122560424010661,2007,54,21,1777,3,2007,0,0,80,10,80.0,0.0,0.0,1.1,0.4,2008-12-29 08:54:12,2014-08-04 12:01:15,1
