CN,STATECD,INVYR,UNITCD,COUNTYCD,PLOT,LAT,LON,CONGCD,ECOSUBCD,HUC,EMAP_HEX,FIPSCOUNTY,ROADLESSCD,CREATED_DATE,MODIFIED_DATE,ALP_ADFORCD,FVS_VARIANT,FVS_LOC_CD,FVS_REGION,FVS_FOREST,FVS_DISTRICT,ECO_UNIT_PNW,PRECIPITATION
7384752010661,54.0,1989.0,2.0,31.0,52.0,39.08344,-78.88864,5402.0,M221Aa,2070001.0,3152.0,54031.0,,2024-10-22 07:28:36,2024-10-22 07:28:36,,NE,921,9,21,,,
7384814010661,54.0,1989.0,2.0,31.0,54.0,39.02789,-78.88864,5402.0,M221Aa,2070001.0,3152.0,54031.0,,2024-10-22 07:28:36,2024-10-22 07:28:36,,NE,921,9,21,,,
7384856010661,54.0,1989.0,2.0,31.0,55.0,38.94455,-78.83308,5402.0,M221Aa,2070003.0,3152.0,54031.0,,2024-10-22 07:28:36,2024-10-22 07:28:36,,NE,921,9,21,,,
7384925010661,54.0,1989.0,2.0,31.0,56.0,38.97233,-78.86086,5402.0,M221Aa,2070003.0,3152.0,54031.0,,2024-10-22 07:28:36,2024-10-22 07:28:36,,NE,921,9,21,,,
7555354010661,54.0,2000.0,2.0,31.0,2353.0,38.91784,-79.02346,5402.0,M221Aa,2070001.0,3152.0,54031.0,,2024-10-22 07:28:36,2024-10-22 07:28:36,,NE,921,9,21,,,
7555419010661,54.0,2000.0,2.0,31.0,2369.0,38.97358,-78.97424,5402.0,M221Aa,2070001.0,3152.0,54031.0,,2024-10-22 07:28:36,2024-10-22 07:28:36,,NE,921,9,21,,,
7555513010661,54.0,2000.0,2.0,31.0,2440.0,38.89624,-78.90949,5402.0,M221Aa,2070003.0,3152.0,54031.0,,2024-10-22 07:28:36,2024-10-22 07:28:36,,NE,921,9,21,,,
7555584010661,54.0,2000.0,2.0,31.0,2446.0,38.8301,-79.04508,5402.0,M221Aa,2070001.0,3153.0,54031.0,,2024-10-22 07:28:36,2024-10-22 07:28:36,,NE,921,9,21,,,
7555655010661,54.0,2000.0,2.0,31.0,2466.0,38.9483,-78.753,5402.0,M221Aa,2070003.0,3027.0,54031.0,,2024-10-22 07:28:36,2024-10-22 07:28:36,808.0,SN,80804,8,8,4,,
7555712010661,54.0,2000.0,2.0,31.0,2517.0,39.08775,-78.93816,5402.0,M221Ac,2070001.0,3152.0,54031.0,,2024-10-22 07:28:36,2024-10-22 07:28:36,,NE,921,9,21,,,
7555780010661,54.0,2000.0,2.0,31.0,9000.0,38.999518,-78.821227,5402.0,M221Aa,2070003.0,3152.0,54031.0,,2024-10-22 07:28:36,2024-10-22 07:28:36,,NE,921,9,21,,,
7387195010661,54.0,1989.0,2.0,31.0,111.0,38.80567,-78.88864,5402.0,M221Aa,2070006.0,3028.0,54031.0,,2024-10-22 07:28:36,2024-10-22 07:28:36,,NE,921,9,21,,,
7387240010661,54.0,1989.0,2.0,31.0,112.0,38.80567,-79.11087,5402.0,M221Aa,2070001.0,3153.0,54031.0,,2024-10-22 07:28:36,2024-10-22 07:28:36,,NE,921,9,21,,,
7387248010661,54.0,1989.0,2.0,31.0,113.0,38.80567,-79.05531,5402.0,M221Aa,2070001.0,3153.0,54031.0,,2024-10-22 07:28:36,2024-10-22 07:28:36,,NE,921,9,21,,,
7387310010661,54.0,1989.0,2.0,31.0,114.0,38.86122,-79.02753,5402.0,M221Aa,2070001.0,3153.0,54031.0,,2024-10-22 07:28:36,2024-10-22 07:28:36,,NE,921,9,21,,,
7387372010661,54.0,1989.0,2.0,31.0,115.0,38.83345,-79.02753,5402.0,M221Aa,2070001.0,3153.0,54031.0,,2024-10-22 07:28:36,2024-10-22 07:28:36,,NE,921,9,21,,,
7387423010661,54.0,1989.0,2.0,31.0,116.0,38.91678,-79.02753,5402.0,M221Aa,2070001.0,3152.0,54031.0,,2024-10-22 07:28:36,2024-10-22 07:28:36,,NE,921,9,21,,,
7387491010661,54.0,1989.0,2.0,31.0,117.0,39.00011,-78.83308,5402.0,M221Aa,2070003.0,3152.0,54031.0,,2024-10-22 07:28:36,2024-10-22 07:28:36,,NE,921,9,21,,,
7387552010661,54.0,1989.0,2.0,31.0,118.0,39.00011,-78.61085,5402.0,M221Aa,2070003.0,3027.0,54031.0,1B,2024-10-22 07:28:36,2024-10-22 07:28:36,808.0,SN,80804,8,8,4,,
7387614010661,54.0,1989.0,2.0,31.0,9001.0,38.999518,-78.821227,5402.0,M221Aa,2070003.0,3152.0,54031.0,,2024-10-22 07:28:36,2024-10-22 07:28:36,,NE,921,9,21,,,
7387567010661,54.0,1989.0,2.0,31.0,119.0,39.00011,-78.8053,5402.0,M221Aa,2070003.0,3152.0,54031.0,,2024-10-22 07:28:36,2024-10-22 07:28:36,,NE,921,9,21,,,
7387581010661,54.0,1989.0,2.0,31.0,120.0,38.97233,-78.6664,5402.0,M221Aa,2070003.0,3027.0,54031.0,,2024-10-22 07:28:36,2024-10-22 07:28:36,,SN,80804,8,8,4,,
7387597010661,54.0,1989.0,2.0,31.0,121.0,38.80567,-79.08309,5402.0,M221Aa,2070001.0,3153.0,54031.0,,2024-10-22 07:28:36,2024-10-22 07:28:36,,NE,921,9,21,,,
7387622010661,54.0,1989.0,2.0,31.0,9002.0,38.999518,-78.821227,5402.0,M221Aa,2070003.0,3152.0,54031.0,,2024-10-22 07:28:36,2024-10-22 07:28:36,,NE,921,9,21,,,
7387635010661,54.0,1989.0,2.0,31.0,9600.0,38.999518,-78.821227,5402.0,M221Aa,2070003.0,3152.0,54031.0,,2024-10-22 07:28:36,2024-10-22 07:28:36,,NE,921,9,21,,,
7387644010661,54.0,1989.0,2.0,31.0,9601.0,38.999518,-78.821227,5402.0,M221Aa,2070003.0,3152.0,54031.0,,2024-10-22 07:28:36,2024-10-22 07:28:36,,NE,921,9,21,,,
7552363010661,54.0,2000.0,2.0,31.0,58.0,38.94609,-78.91587,5402.0,M221Aa,2070003.0,3152.0,54031.0,,2024-10-22 07:28:36,2024-10-22 07:28:36,,NE,921,9,21,,,
7552386010661,54.0,2000.0,2.0,31.0,96.0,38.88313,-78.9633,5402.0,M221Aa,2070001.0,3152.0,54031.0,,2024-10-22 07:28:36,2024-10-22 07:28:36,,NE,921,9,21,,,
7552454010661,54.0,2000.0,2.0,31.0,150.0,39.10618,-78.83717,5402.0,M221Aa,2070003.0,3151.0,54031.0,,2024-10-22 07:28:36,2024-10-22 07:28:36,,NE,921,9,21,,,
7552510010661,54.0,2000.0,2.0,31.0,159.0,38.92635,-78.96685,5402.0,M221Aa,2070001.0,3152.0,54031.0,,2024-10-22 07:28:36,2024-10-22 07:28:36,,NE,921,9,21,,,
7552591010661,54.0,2000.0,2.0,31.0,186.0,38.94629,-78.81386,5402.0,M221Aa,2070003.0,3152.0,54031.0,,2024-10-22 07:28:36,2024-10-22 07:28:36,,NE,921,9,21,,,
7552604010661,54.0,2000.0,2.0,31.0,229.0,38.9833,-78.60565,5402.0,M221Aa,2070003.0,3027.0,54031.0,1B,2024-10-22 07:28:36,2024-10-22 07:28:36,808.0,SN,80804,8,8,4,,
7552702010661,54.0,2000.0,2.0,31.0,291.0,39.03057,-79.03626,5402.0,M221Ac,2070001.0,3152.0,54031.0,,2024-10-22 07:28:36,2024-10-22 07:28:36,,NE,921,9,21,,,
7552750010661,54.0,2000.0,2.0,31.0,295.0,39.01513,-78.97884,5402.0,M221Aa,2070001.0,3152.0,54031.0,,2024-10-22 07:28:36,2024-10-22 07:28:36,,NE,921,9,21,,,
7552783010661,54.0,2000.0,2.0,31.0,325.0,39.12223,-78.89402,5402.0,M221Aa,2070001.0,3151.0,54031.0,,2024-10-22 07:28:36,2024-10-22 07:28:36,,NE,921,9,21,,,
7552808010661,54.0,2000.0,2.0,31.0,334.0,38.99927,-78.81949,5402.0,M221Aa,2070003.0,3152.0,54031.0,,2024-10-22 07:28:36,2024-10-22 07:28:36,,NE,921,9,21,,,
7552885010661,54.0,2000.0,2.0,31.0,395.0,38.91508,-78.8165,5402.0,M221Aa,2070003.0,3028.0,54031.0,,2024-10-22 07:28:36,2024-10-22 07:28:36,808.0,SN,80804,8,8,4,,
7552951010661,54.0,2000.0,2.0,31.0,477.0,38.88108,-78.88021,5402.0,M221Aa,2070003.0,3028.0,54031.0,,2024-10-22 07:28:36,2024-10-22 07:28:36,,NE,921,9,21,,,
7553039010661,54.0,2000.0,2.0,31.0,519.0,39.08903,-78.57245,5402.0,M221Ac,2070003.0,3027.0,54031.0,,2024-10-22 07:28:36,2024-10-22 07:28:36,,NE,921,9,21,,,
7553096010661,54.0,2000.0,2.0,31.0,529.0,38.92768,-78.84662,5402.0,M221Aa,2070003.0,3152.0,54031.0,,2024-10-22 07:28:36,2024-10-22 07:28:36,,NE,921,9,21,,,
7553161010661,54.0,2000.0,2.0,31.0,571.0,39.03681,-78.8258,5402.0,M221Aa,2070003.0,3152.0,54031.0,,2024-10-22 07:28:36,2024-10-22 07:28:36,,NE,921,9,21,,,
7553240010661,54.0,2000.0,2.0,31.0,598.0,39.06996,-78.71487,5402.0,M221Ac,2070003.0,3027.0,54031.0,,2024-10-22 07:28:36,2024-10-22 07:28:36,,NE,921,9,21,,,
7553303010661,54.0,2000.0,2.0,31.0,599.0,39.13072,-78.95758,5402.0,M221Ac,2070001.0,3151.0,54031.0,,2024-10-22 07:28:36,2024-10-22 07:28:36,,NE,921,9,21,,,
7553321010661,54.0,2000.0,2.0,31.0,608.0,38.82033,-78.84629,5402.0,M221Aa,2070003.0,3028.0,54031.0,,2024-10-22 07:28:36,2024-10-22 07:28:36,,SN,80804,8,8,4,,
7553382010661,54.0,2000.0,2.0,31.0,664.0,39.17876,-78.95564,5402.0,M221Ac,2070001.0,3151.0,54031.0,,2024-10-22 07:28:36,2024-10-22 07:28:36,,NE,921,9,21,,,
7553441010661,54.0,2000.0,2.0,31.0,685.0,38.79254,-79.09356,5402.0,M221Aa,2070001.0,3153.0,54031.0,,2024-10-22 07:28:36,2024-10-22 07:28:36,,NE,921,9,21,,,
7553490010661,54.0,2000.0,2.0,31.0,702.0,38.86157,-79.01381,5402.0,M221Aa,2070001.0,3153.0,54031.0,,2024-10-22 07:28:36,2024-10-22 07:28:36,,NE,921,9,21,,,
7553559010661,54.0,2000.0,2.0,31.0,852.0,38.87309,-79.06634,5402.0,M221Aa,2070001.0,3153.0,54031.0,,2024-10-22 07:28:36,2024-10-22 07:28:36,,NE,921,9,21,,,
7553635010661,54.0,2000.0,2.0,31.0,990.0,39.05055,-78.56538,5402.0,M221Aa,2070003.0,3027.0,54031.0,,2024-10-22 07:28:36,2024-10-22 07:28:36,808.0,SN,80804,8,8,4,,
7405992010661,54.0,1989.0,4.0,43.0,89.0,38.0001,-82.16653,5401.0,221Eb,5070102.0,4325.0,54043.0,,2024-10-22 07:32:12,2024-10-22 07:32:12,,NE,921,9,21,,,
7406005010661,54.0,1989.0,4.0,43.0,90.0,38.25009,-81.91652,5401.0,221Eb,5070102.0,4324.0,54043.0,,2024-10-22 07:32:12,2024-10-22 07:32:12,,NE,921,9,21,,,
7406065010661,54.0,1989.0,4.0,43.0,92.0,38.16676,-81.9443,5401.0,221Eb,5050009.0,4324.0,54043.0,,2024-10-22 07:32:12,2024-10-22 07:32:12,,NE,921,9,21,,,
7406163010661,54.0,1989.0,4.0,43.0,9600.0,38.160204,-82.054089,5401.0,221Eb,5070102.0,4324.0,54043.0,,2024-10-22 07:32:12,2024-10-22 07:32:12,,NE,921,9,21,,,
7568472010661,54.0,2000.0,4.0,43.0,93.0,38.2328,-82.03275,5401.0,221Eb,5070102.0,4324.0,54043.0,,2024-10-22 07:32:12,2024-10-22 07:32:12,,NE,921,9,21,,,
7568554010661,54.0,2000.0,4.0,43.0,152.0,38.14198,-82.10101,5401.0,221Eb,5070102.0,4324.0,54043.0,,2024-10-22 07:32:12,2024-10-22 07:32:12,,NE,921,9,21,,,
7568632010661,54.0,2000.0,4.0,43.0,232.0,38.25521,-82.13538,5401.0,221Eb,5070102.0,4324.0,54043.0,,2024-10-22 07:32:12,2024-10-22 07:32:12,,NE,921,9,21,,,
7568712010661,54.0,2000.0,4.0,43.0,235.0,38.17851,-81.90458,5401.0,221Eb,5050009.0,4324.0,54043.0,,2024-10-22 07:32:12,2024-10-22 07:32:12,,NE,921,9,21,,,
7568772010661,54.0,2000.0,4.0,43.0,281.0,38.26944,-81.86684,5401.0,221Eb,5070102.0,4324.0,54043.0,,2024-10-22 07:32:12,2024-10-22 07:32:12,,NE,921,9,21,,,
7568835010661,54.0,2000.0,4.0,43.0,368.0,38.21848,-82.12383,5401.0,221Eb,5070102.0,4324.0,54043.0,,2024-10-22 07:32:12,2024-10-22 07:32:12,,NE,921,9,21,,,
7568898010661,54.0,2000.0,4.0,43.0,389.0,38.13194,-82.15361,5401.0,221Eb,5070102.0,4459.0,54043.0,,2024-10-22 07:32:12,2024-10-22 07:32:12,,NE,921,9,21,,,
7568985010661,54.0,2000.0,4.0,43.0,566.0,38.14551,-82.0247,5401.0,221Eb,5070102.0,4324.0,54043.0,,2024-10-22 07:32:12,2024-10-22 07:32:12,,NE,921,9,21,,,
7569062010661,54.0,2000.0,4.0,43.0,733.0,38.26342,-82.02643,5401.0,221Eb,5070102.0,4324.0,54043.0,,2024-10-22 07:32:12,2024-10-22 07:32:12,,NE,921,9,21,,,
7569139010661,54.0,2000.0,4.0,43.0,794.0,38.2536,-82.07121,5401.0,221Eb,5070102.0,4324.0,54043.0,,2024-10-22 07:32:12,2024-10-22 07:32:12,,NE,921,9,21,,,
7569374010661,54.0,2000.0,4.0,43.0,1088.0,38.01959,-82.08391,5401.0,221Eb,5070102.0,4325.0,54043.0,,2024-10-22 07:32:12,2024-10-22 07:32:12,,NE,921,9,21,,,
7406179010661,54.0,1989.0,3.0,45.0,2.0,37.72233,-81.74984,5401.0,M221Ca,5070101.0,4060.0,54045.0,,2024-10-22 07:32:51,2024-10-22 07:32:51,,NE,921,9,21,,,
7406246010661,54.0,1989.0,3.0,45.0,16.0,38.66676,-81.63874,5401.0,221Ea,5030202.0,4322.0,54035.0,,2024-10-22 07:32:51,2024-10-22 07:32:51,,NE,921,9,21,,,
7406330010661,54.0,1989.0,3.0,45.0,20.0,37.86121,-82.11097,5401.0,M221Ca,5070101.0,4325.0,54045.0,,2024-10-22 07:32:51,2024-10-22 07:32:51,,NE,921,9,21,,,
7406396010661,54.0,1989.0,3.0,45.0,23.0,37.77788,-82.02763,5401.0,M221Ca,5070101.0,4192.0,54045.0,,2024-10-22 07:32:51,2024-10-22 07:32:51,,NE,921,9,21,,,
7406461010661,54.0,1989.0,3.0,45.0,37.0,37.77789,-81.63872,5401.0,M221Ca,5070101.0,4059.0,54109.0,,2024-10-22 07:32:51,2024-10-22 07:32:51,,NE,921,9,21,,,
7406530010661,54.0,1989.0,3.0,45.0,41.0,37.88899,-82.11097,5401.0,M221Ca,5070101.0,4325.0,54045.0,,2024-10-22 07:32:51,2024-10-22 07:32:51,,NE,921,9,21,,,
7406577010661,54.0,1989.0,3.0,45.0,42.0,37.66677,-81.97207,5401.0,M221Ca,5070101.0,4193.0,54059.0,,2024-10-22 07:32:51,2024-10-22 07:32:51,,NE,921,9,21,,,
7406657010661,54.0,1989.0,3.0,45.0,44.0,37.83344,-81.94429,5401.0,M221Ca,5070101.0,4192.0,54045.0,,2024-10-22 07:32:51,2024-10-22 07:32:51,,NE,921,9,21,,,
7406708010661,54.0,1989.0,3.0,45.0,46.0,37.91677,-81.91651,5401.0,M221Ca,5050009.0,4192.0,54045.0,,2024-10-22 07:32:51,2024-10-22 07:32:51,,NE,921,9,21,,,
7406796010661,54.0,1989.0,3.0,45.0,48.0,37.69455,-81.86095,5401.0,M221Ca,5070101.0,4192.0,54045.0,,2024-10-22 07:32:51,2024-10-22 07:32:51,,NE,921,9,21,,,
7406829010661,54.0,1989.0,3.0,45.0,49.0,37.80566,-81.86095,5401.0,M221Ca,5070101.0,4192.0,54045.0,,2024-10-22 07:32:51,2024-10-22 07:32:51,,NE,921,9,21,,,
7406891010661,54.0,1989.0,3.0,45.0,51.0,37.83344,-81.8054,5401.0,M221Ca,5050009.0,4192.0,54045.0,,2024-10-22 07:32:51,2024-10-22 07:32:51,,NE,921,9,21,,,
7406959010661,54.0,1989.0,3.0,45.0,53.0,37.72233,-81.77762,5401.0,M221Ca,5070101.0,4192.0,54045.0,,2024-10-22 07:32:51,2024-10-22 07:32:51,,NE,921,9,21,,,
7407036010661,54.0,1989.0,3.0,45.0,55.0,37.77789,-81.69428,5401.0,M221Ca,5070101.0,4059.0,54045.0,,2024-10-22 07:32:51,2024-10-22 07:32:51,,NE,921,9,21,,,
7407086010661,54.0,1989.0,3.0,45.0,56.0,38.00009,-82.27764,5401.0,221Eb,5090102.0,4460.0,54099.0,,2024-10-22 07:32:51,2024-10-22 07:32:51,,NE,921,9,21,,,
7407143010661,54.0,1989.0,3.0,45.0,57.0,37.88899,-82.02763,5401.0,M221Ca,5070102.0,4325.0,54045.0,,2024-10-22 07:32:51,2024-10-22 07:32:51,,NE,921,9,21,,,
7407213010661,54.0,1989.0,3.0,45.0,58.0,37.75011,-81.99985,5401.0,M221Ca,5070101.0,4192.0,54045.0,,2024-10-22 07:32:51,2024-10-22 07:32:51,,NE,921,9,21,,,
7407291010661,54.0,1989.0,3.0,45.0,59.0,37.66677,-82.02763,5401.0,M221Ca,5070201.0,4193.0,54059.0,,2024-10-22 07:32:51,2024-10-22 07:32:51,,NE,921,9,21,,,
7407334010661,54.0,1989.0,3.0,45.0,60.0,37.66678,-81.74984,5401.0,M221Ca,5070101.0,4060.0,54109.0,,2024-10-22 07:32:51,2024-10-22 07:32:51,,NE,921,9,21,,,
7372686010661,54.0,1989.0,3.0,25.0,133.0,37.7779,-80.69425,5401.0,M221Cb,5050003.0,3667.0,54089.0,,2024-10-22 07:26:04,2024-10-22 07:26:04,,NE,921,9,21,,,
7372743010661,54.0,1989.0,3.0,25.0,134.0,37.75012,-80.69425,5401.0,M221Cb,5050003.0,3667.0,54089.0,,2024-10-22 07:26:04,2024-10-22 07:26:04,,NE,921,9,21,,,
7372803010661,54.0,1989.0,3.0,25.0,136.0,37.94456,-80.72203,5401.0,M221Bc,5050005.0,3666.0,54025.0,,2024-10-22 07:26:04,2024-10-22 07:26:04,,NE,921,9,21,,,
7372856010661,54.0,1989.0,3.0,25.0,137.0,38.05567,-80.72203,5401.0,M221Bc,5050005.0,3666.0,54025.0,,2024-10-22 07:26:04,2024-10-22 07:26:04,,NE,921,9,21,,,
7372927010661,54.0,1989.0,3.0,25.0,138.0,38.0279,-80.61092,5401.0,M221Bc,5050005.0,3666.0,54025.0,,2024-10-22 07:26:04,2024-10-22 07:26:04,,NE,921,9,21,,,
7372990010661,54.0,1989.0,3.0,25.0,139.0,38.11123,-80.69426,5401.0,M221Bc,5050005.0,3665.0,54067.0,,2024-10-22 07:26:04,2024-10-22 07:26:04,,NE,921,9,21,,,
7373075010661,54.0,1989.0,3.0,25.0,140.0,38.16678,-80.49981,5401.0,M221Bc,5050005.0,3665.0,54025.0,,2024-10-22 07:26:04,2024-10-22 07:26:04,,NE,921,9,21,,,
7373135010661,54.0,1989.0,3.0,25.0,141.0,38.05567,-80.80537,5401.0,M221Cb,5050005.0,3795.0,54025.0,,2024-10-22 07:26:04,2024-10-22 07:26:04,,NE,921,9,21,,,
7373196010661,54.0,1989.0,3.0,25.0,143.0,37.91679,-80.58314,5401.0,M221Be,5050003.0,3666.0,54025.0,,2024-10-22 07:26:04,2024-10-22 07:26:04,,NE,921,9,21,,,
7373261010661,54.0,1989.0,3.0,25.0,145.0,38.11123,-80.55536,5401.0,M221Bc,5050005.0,3665.0,54025.0,,2024-10-22 07:26:04,2024-10-22 07:26:04,,NE,921,9,21,,,
7373352010661,54.0,1989.0,3.0,25.0,147.0,38.08345,-80.47203,5401.0,M221Bc,5050005.0,3665.0,54025.0,,2024-10-22 07:26:04,2024-10-22 07:26:04,,NE,921,9,21,,,
7373436010661,54.0,1989.0,3.0,25.0,150.0,37.72234,-80.33312,5401.0,M221Bd,5050003.0,3538.0,54025.0,,2024-10-22 07:26:04,2024-10-22 07:26:04,,NE,921,9,21,,,
7373517010661,54.0,1989.0,3.0,25.0,151.0,37.7779,-80.33313,5401.0,M221Bd,5050003.0,3538.0,54025.0,,2024-10-22 07:26:04,2024-10-22 07:26:04,,NE,921,9,21,,,
7373586010661,54.0,1989.0,3.0,25.0,153.0,37.91679,-80.44424,5401.0,M221Be,5050003.0,3537.0,54025.0,,2024-10-22 07:26:04,2024-10-22 07:26:04,,NE,921,9,21,,,
7373632010661,54.0,1989.0,3.0,25.0,154.0,38.13901,-80.44425,5401.0,M221Bc,5050005.0,3665.0,54025.0,,2024-10-22 07:26:04,2024-10-22 07:26:04,,NE,921,9,21,,,
7373708010661,54.0,1989.0,3.0,25.0,155.0,38.08345,-80.36091,5401.0,M221Be,5050003.0,3537.0,54025.0,,2024-10-22 07:26:04,2024-10-22 07:26:04,,NE,921,9,21,,,
7373794010661,54.0,1989.0,3.0,25.0,156.0,37.7779,-80.36091,5401.0,M221Bd,5050003.0,3538.0,54025.0,,2024-10-22 07:26:04,2024-10-22 07:26:04,,NE,921,9,21,,,
7373862010661,54.0,1989.0,3.0,25.0,157.0,37.88901,-80.69425,5401.0,M221Be,5050005.0,3666.0,54025.0,,2024-10-22 07:26:04,2024-10-22 07:26:04,,NE,921,9,21,,,
7373910010661,54.0,1989.0,3.0,25.0,160.0,38.0279,-80.58314,5401.0,M221Bc,5050005.0,3666.0,54025.0,,2024-10-22 07:26:04,2024-10-22 07:26:04,,NE,921,9,21,,,
7373974010661,54.0,1989.0,3.0,25.0,161.0,38.05567,-80.58314,5401.0,M221Bc,5050005.0,3666.0,54025.0,,2024-10-22 07:26:04,2024-10-22 07:26:04,,NE,921,9,21,,,
7374043010661,54.0,1989.0,3.0,25.0,162.0,38.00012,-80.74981,5401.0,M221Bc,5050005.0,3666.0,54025.0,,2024-10-22 07:26:04,2024-10-22 07:26:04,,NE,921,9,21,,,
7374096010661,54.0,1989.0,3.0,25.0,163.0,37.83346,-80.19423,5401.0,M221Bd,5050003.0,3410.0,51005.0,,2024-10-22 07:26:04,2024-10-22 07:26:04,921.0,NE,921,9,21,,,
7374194010661,54.0,1989.0,3.0,25.0,164.0,37.83345,-80.27757,5401.0,M221Bd,5050003.0,3410.0,54025.0,,2024-10-22 07:26:04,2024-10-22 07:26:04,,NE,921,9,21,,,
7374224010661,54.0,1989.0,3.0,25.0,165.0,37.80568,-80.33313,5401.0,M221Bd,5050003.0,3538.0,54025.0,,2024-10-22 07:26:04,2024-10-22 07:26:04,,NE,921,9,21,,,
7376919010661,54.0,1989.0,3.0,25.0,226.0,37.88901,-80.55536,5401.0,M221Be,5050003.0,3666.0,54025.0,,2024-10-22 07:26:04,2024-10-22 07:26:04,,NE,921,9,21,,,
7376929010661,54.0,1989.0,3.0,25.0,227.0,37.88901,-80.55536,5401.0,M221Be,5050003.0,3666.0,54025.0,,2024-10-22 07:26:04,2024-10-22 07:26:04,,NE,921,9,21,,,
7376937010661,54.0,1989.0,3.0,25.0,228.0,37.86123,-80.55536,5401.0,M221Be,5050003.0,3666.0,54025.0,,2024-10-22 07:26:04,2024-10-22 07:26:04,,NE,921,9,21,,,
7377017010661,54.0,1989.0,3.0,25.0,229.0,37.80568,-80.61091,5401.0,M221Be,5050003.0,3538.0,54025.0,,2024-10-22 07:26:04,2024-10-22 07:26:04,,NE,921,9,21,,,
7377026010661,54.0,1989.0,3.0,25.0,230.0,37.7779,-80.58313,5401.0,M221Be,5050003.0,3538.0,54025.0,,2024-10-22 07:26:04,2024-10-22 07:26:04,,NE,921,9,21,,,
7377035010661,54.0,1989.0,3.0,25.0,231.0,37.7779,-80.52758,5401.0,M221Be,5050003.0,3538.0,54025.0,,2024-10-22 07:26:04,2024-10-22 07:26:04,,NE,921,9,21,,,
7377099010661,54.0,1989.0,3.0,25.0,232.0,37.75012,-80.55536,5401.0,M221Be,5050003.0,3538.0,54025.0,,2024-10-22 07:26:04,2024-10-22 07:26:04,,NE,921,9,21,,,
7377146010661,54.0,1989.0,3.0,25.0,233.0,37.72234,-80.63869,5401.0,M221Be,5050003.0,3667.0,54063.0,,2024-10-22 07:26:04,2024-10-22 07:26:04,,NE,921,9,21,,,
7377201010661,54.0,1989.0,3.0,25.0,234.0,37.80568,-80.69425,5401.0,M221Be,5050003.0,3667.0,54025.0,,2024-10-22 07:26:04,2024-10-22 07:26:04,,NE,921,9,21,,,
7377370010661,54.0,1989.0,3.0,25.0,236.0,37.97234,-80.66648,5401.0,M221Bc,5050005.0,3666.0,54025.0,,2024-10-22 07:26:04,2024-10-22 07:26:04,,NE,921,9,21,,,
7377434010661,54.0,1989.0,3.0,25.0,237.0,37.88901,-80.77759,5401.0,M221Bc,5050005.0,3666.0,54019.0,,2024-10-22 07:26:04,2024-10-22 07:26:04,,NE,921,9,21,,,
7377517010661,54.0,1989.0,3.0,25.0,238.0,37.88901,-80.77759,5401.0,M221Bc,5050005.0,3666.0,54019.0,,2024-10-22 07:26:04,2024-10-22 07:26:04,,NE,921,9,21,,,
7377535010661,54.0,1989.0,3.0,25.0,239.0,37.72234,-80.41646,5401.0,M221Be,5050003.0,3538.0,54025.0,,2024-10-22 07:26:04,2024-10-22 07:26:04,,NE,921,9,21,,,
7377588010661,54.0,1989.0,3.0,25.0,240.0,37.72234,-80.47202,5401.0,M221Be,5050003.0,3538.0,54025.0,,2024-10-22 07:26:04,2024-10-22 07:26:04,,NE,921,9,21,,,
7377647010661,54.0,1989.0,3.0,25.0,241.0,38.00012,-80.33313,5401.0,M221Be,5050003.0,3537.0,54025.0,,2024-10-22 07:26:04,2024-10-22 07:26:04,,NE,921,9,21,,,
7377682010661,54.0,1989.0,3.0,25.0,243.0,37.83345,-80.38868,5401.0,M221Be,5050003.0,3538.0,54025.0,,2024-10-22 07:26:04,2024-10-22 07:26:04,,NE,921,9,21,,,
7377699010661,54.0,1989.0,3.0,25.0,244.0,37.88901,-80.38869,5401.0,M221Be,5050003.0,3537.0,54025.0,,2024-10-22 07:26:04,2024-10-22 07:26:04,,NE,921,9,21,,,
7377718010661,54.0,1989.0,3.0,25.0,245.0,37.86123,-80.44424,5401.0,M221Be,5050003.0,3538.0,54025.0,,2024-10-22 07:26:04,2024-10-22 07:26:04,,NE,921,9,21,,,
7377734010661,54.0,1989.0,3.0,25.0,246.0,38.05567,-80.66648,5401.0,M221Bc,5050005.0,3666.0,54025.0,,2024-10-22 07:26:04,2024-10-22 07:26:04,,NE,921,9,21,,,
7377767010661,54.0,1989.0,3.0,25.0,247.0,38.05567,-80.74981,5401.0,M221Bc,5050005.0,3795.0,54025.0,,2024-10-22 07:26:04,2024-10-22 07:26:04,,NE,921,9,21,,,
7377843010661,54.0,1989.0,3.0,25.0,248.0,37.86123,-80.44424,5401.0,M221Be,5050003.0,3538.0,54025.0,,2024-10-22 07:26:04,2024-10-22 07:26:04,,NE,921,9,21,,,
7378002010661,54.0,1989.0,3.0,25.0,1021.0,37.91679,-80.05534,5401.0,M221Aa,2080201.0,3409.0,51005.0,,2024-10-22 07:26:04,2024-10-22 07:26:04,921.0,SN,80803,8,8,3,,
7378081010661,54.0,1989.0,3.0,25.0,1024.0,37.88901,-80.05534,5401.0,M221Aa,2080201.0,3410.0,51005.0,,2024-10-22 07:26:04,2024-10-22 07:26:04,921.0,SN,80803,8,8,3,,
7378129010661,54.0,1989.0,3.0,25.0,1031.0,37.97234,-80.16646,5401.0,M221Bd,5050003.0,3409.0,54025.0,,2024-10-22 07:26:04,2024-10-22 07:26:04,,NE,921,9,21,,,
