CN,INVYR,STATECD,COUNTYCD,O3PLOT,FIELD_ID,SPLIT_PLOTID,GROUND_LOC_CD,MEASYEAR,BIOSPCD,AMNT_MAX,AMNT_MIN,AMNT_MEAN,SVRTY_MAX,SVRTY_MIN,SVRTY_MEAN,PLANT_INJ_CNT,PLANT_EVAL_CNT,PLANT_RATIO,BIOSPCD_SUM,BIOSPCD_INDEX,ELEV,PLTSIZE,ASPECT,TERRPOS,SOILDPTH,SOILDRN,PLOTWET,PLTDSTRB,CREATED_DATE,MODIFIED_DATE
226147304010661,2001,54,41,4471.0,447,1,1,2001,931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1600,2.0,0,1.0,1.0,1.0,,0.0,2010-06-07 10:32:08,
226147067010661,2001,54,41,13521.0,1352,1,1,2001,365.0,0.38,0.38,0.38,0.38,0.38,0.38,2.0,30.0,0.06666667,0.1444,0.00962667,1000,1.0,0,3.0,1.0,1.0,,0.0,2010-06-07 10:31:09,
226147068010661,2001,54,41,13521.0,1352,1,1,2001,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1000,1.0,0,3.0,1.0,1.0,,0.0,2010-06-07 10:31:09,
226147069010661,2001,54,41,13521.0,1352,1,1,2001,762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1000,1.0,0,3.0,1.0,1.0,,0.0,2010-06-07 10:31:10,
226147070010661,2001,54,41,13521.0,1352,1,1,2001,915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1000,1.0,0,3.0,1.0,1.0,,0.0,2010-06-07 10:31:10,
226147821010661,2001,54,51,15441.0,1544,1,1,2001,762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1200,1.0,0,1.0,1.0,1.0,,0.0,2010-06-07 10:34:31,
226147206010661,2001,54,55,4261.0,426,1,1,2001,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,2100,1.0,98,3.0,1.0,1.0,,0.0,2010-06-07 10:31:43,
226147207010661,2001,54,55,4261.0,426,1,1,2001,621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,2100,1.0,98,3.0,1.0,1.0,,0.0,2010-06-07 10:31:44,
226147208010661,2001,54,55,4261.0,426,1,1,2001,931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,2100,1.0,98,3.0,1.0,1.0,,0.0,2010-06-07 10:31:44,
226147198010661,2001,54,63,14441.0,1444,1,1,2001,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,2700,1.0,315,3.0,1.0,1.0,,0.0,2010-06-07 10:31:42,
226147199010661,2001,54,63,14441.0,1444,1,1,2001,762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,2700,1.0,315,3.0,1.0,1.0,,0.0,2010-06-07 10:31:42,
226147200010661,2001,54,63,14441.0,1444,1,1,2001,931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,2700,1.0,315,3.0,1.0,1.0,,0.0,2010-06-07 10:31:42,
226147280010661,2001,54,71,7361.0,736,1,1,2001,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,1860,1.0,0,2.0,1.0,1.0,,0.0,2010-06-07 10:32:02,
226147282010661,2001,54,71,12871.0,1287,1,1,2001,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1540,1.0,0,5.0,1.0,1.0,,0.0,2010-06-07 10:32:02,
226147289010661,2001,54,75,651.0,65,1,1,2001,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,3300,2.0,0,4.0,1.0,1.0,,0.0,2010-06-07 10:32:04,
226147290010661,2001,54,75,651.0,65,1,1,2001,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,3300,2.0,0,4.0,1.0,1.0,,0.0,2010-06-07 10:32:04,
226147496010661,2001,54,77,6871.0,687,1,1,2001,762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,2340,2.0,50,2.0,1.0,1.0,,0.0,2010-06-07 10:33:02,
226147497010661,2001,54,77,6871.0,687,1,1,2001,915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,2340,2.0,50,2.0,1.0,1.0,,0.0,2010-06-07 10:33:02,
226147498010661,2001,54,77,6871.0,687,1,1,2001,931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,2340,2.0,50,2.0,1.0,1.0,,0.0,2010-06-07 10:33:03,
226147217010661,2001,54,81,7851.0,785,1,1,2001,365.0,0.88,0.035,0.74482143,0.63,0.035,0.17696429,28.0,30.0,0.93333333,0.14653304,0.13676417,1700,1.0,134,3.0,1.0,1.0,,0.0,2010-06-07 10:31:46,
226147218010661,2001,54,81,7851.0,785,1,1,2001,366.0,0.88,0.035,0.59021739,0.38,0.035,0.10434783,23.0,30.0,0.76666667,0.06399348,0.04906167,1700,1.0,134,3.0,1.0,1.0,,0.0,2010-06-07 10:31:46,
226147219010661,2001,54,81,7851.0,785,1,1,2001,541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1700,1.0,134,3.0,1.0,1.0,,0.0,2010-06-07 10:31:46,
226147214010661,2001,54,81,10151.0,1015,1,1,2001,621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,2700,2.0,0,1.0,1.0,1.0,,0.0,2010-06-07 10:31:45,
226147215010661,2001,54,81,10151.0,1015,1,1,2001,931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,2700,2.0,0,1.0,1.0,1.0,,0.0,2010-06-07 10:31:46,
226147284010661,2001,54,83,3671.0,367,1,1,2001,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1967,2.0,235,1.0,1.0,1.0,,0.0,2010-06-07 10:32:03,
226147285010661,2001,54,83,3671.0,367,1,1,2001,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1967,2.0,235,1.0,1.0,1.0,,0.0,2010-06-07 10:32:03,
226147286010661,2001,54,83,3671.0,367,1,1,2001,762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1967,2.0,235,1.0,1.0,1.0,,0.0,2010-06-07 10:32:03,
226147287010661,2001,54,83,3671.0,367,1,1,2001,915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1967,2.0,235,1.0,1.0,1.0,,0.0,2010-06-07 10:32:04,
226147296010661,2001,54,83,15331.0,1533,1,1,2001,621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,3510,2.0,0,3.0,2.0,3.0,,0.0,2010-06-07 10:32:06,
226147297010661,2001,54,83,15331.0,1533,1,1,2001,762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,3510,2.0,0,3.0,2.0,3.0,,0.0,2010-06-07 10:32:06,
226147298010661,2001,54,83,15331.0,1533,1,1,2001,915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,3510,2.0,0,3.0,2.0,3.0,,0.0,2010-06-07 10:32:06,
226147528010661,2001,54,85,5651.0,565,1,1,2001,365.0,0.88,0.63,0.71333333,0.63,0.16,0.39,3.0,10.0,0.3,0.2982,0.08946,829,1.0,0,1.0,1.0,1.0,,0.0,2010-06-07 10:33:10,
226147529010661,2001,54,85,5651.0,565,1,1,2001,541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,829,1.0,0,1.0,1.0,1.0,,0.0,2010-06-07 10:33:10,
226147515010661,2001,54,85,9211.0,921,1,1,2001,541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,770,2.0,360,5.0,1.0,1.0,,0.0,2010-06-07 10:33:07,
226147477010661,2001,54,93,6311.0,631,1,1,2001,541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1700,2.0,55,3.0,1.0,1.0,,0.0,2010-06-07 10:32:57,
226147478010661,2001,54,93,6311.0,631,1,1,2001,621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1700,2.0,55,3.0,1.0,1.0,,0.0,2010-06-07 10:32:57,
226147479010661,2001,54,93,6311.0,631,1,1,2001,915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1700,2.0,55,3.0,1.0,1.0,,0.0,2010-06-07 10:32:58,
226147063010661,2001,54,99,15581.0,1558,1,1,2001,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1000,1.0,0,3.0,1.0,1.0,,0.0,2010-06-07 10:31:08,
226147064010661,2001,54,99,15581.0,1558,1,1,2001,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1000,1.0,0,3.0,1.0,1.0,,0.0,2010-06-07 10:31:08,
226147065010661,2001,54,99,15581.0,1558,1,1,2001,541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1000,1.0,0,3.0,1.0,1.0,,0.0,2010-06-07 10:31:09,
226147292010661,2001,54,101,5981.0,598,1,1,2001,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,2521,1.0,0,1.0,1.0,1.0,,0.0,2010-06-07 10:32:05,
226147293010661,2001,54,101,5981.0,598,1,1,2001,621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,2521,1.0,0,1.0,1.0,1.0,,0.0,2010-06-07 10:32:05,
226147294010661,2001,54,101,5981.0,598,1,1,2001,915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,2521,1.0,0,1.0,1.0,1.0,,0.0,2010-06-07 10:32:05,
226147521010661,2001,54,103,6931.0,693,1,1,2001,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1240,1.0,60,1.0,1.0,1.0,,0.0,2010-06-07 10:33:08,
226147522010661,2001,54,103,6931.0,693,1,1,2001,762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1240,1.0,60,1.0,1.0,1.0,,0.0,2010-06-07 10:33:08,
226147210010661,2001,54,109,1241.0,124,1,1,2001,621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1800,1.0,80,3.0,1.0,1.0,,0.0,2010-06-07 10:31:44,
226147211010661,2001,54,109,1241.0,124,1,1,2001,915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1800,1.0,80,3.0,1.0,1.0,,0.0,2010-06-07 10:31:45,
226147212010661,2001,54,109,1241.0,124,1,1,2001,931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1800,1.0,80,3.0,1.0,1.0,,0.0,2010-06-07 10:31:45,
226149584010661,2002,54,5,251.0,25,1,1,2002,621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,885,1.0,252,1.0,1.0,1.0,,0.0,2010-06-07 12:00:21,
226149585010661,2002,54,5,251.0,25,1,1,2002,915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,885,1.0,252,1.0,1.0,1.0,,0.0,2010-06-07 12:00:21,
226149586010661,2002,54,5,251.0,25,1,1,2002,931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,885,1.0,252,1.0,1.0,1.0,,0.0,2010-06-07 12:00:21,
226149573010661,2002,54,7,8631.0,863,1,1,2002,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,802,1.0,30,3.0,1.0,1.0,,0.0,2010-06-07 12:00:19,
226149574010661,2002,54,7,8631.0,863,1,1,2002,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,802,1.0,30,3.0,1.0,1.0,,0.0,2010-06-07 12:00:19,
226149597010661,2002,54,11,8451.0,845,1,1,2002,541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1062,1.0,195,1.0,1.0,1.0,,0.0,2010-06-07 12:00:24,
226149598010661,2002,54,11,8451.0,845,1,1,2002,915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1062,1.0,195,1.0,1.0,1.0,,0.0,2010-06-07 12:00:24,
226149599010661,2002,54,11,8451.0,845,1,1,2002,931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1062,1.0,195,1.0,1.0,1.0,,0.0,2010-06-07 12:00:24,
226149601010661,2002,54,11,12261.0,1226,1,1,2002,365.0,0.38,0.38,0.38,0.16,0.16,0.16,1.0,30.0,0.03333333,0.0608,0.00202667,537,1.0,0,5.0,1.0,2.0,,0.0,2010-06-07 12:00:24,
226149602010661,2002,54,11,12261.0,1226,1,1,2002,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,537,1.0,0,5.0,1.0,2.0,,0.0,2010-06-07 12:00:25,
226149603010661,2002,54,11,12261.0,1226,1,1,2002,541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,537,1.0,0,5.0,1.0,2.0,,0.0,2010-06-07 12:00:25,
226149455010661,2002,54,19,12431.0,1243,1,2,2002,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1869,2.0,160,3.0,1.0,1.0,,0.0,2010-06-07 11:59:49,2010-09-07 12:21:14
226149456010661,2002,54,19,12431.0,1243,1,2,2002,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1869,2.0,160,3.0,1.0,1.0,,0.0,2010-06-07 11:59:49,2010-09-07 12:21:14
226149457010661,2002,54,19,12431.0,1243,1,2,2002,915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1869,2.0,160,3.0,1.0,1.0,,0.0,2010-06-07 11:59:49,2010-09-07 12:21:14
226149444010661,2002,54,25,8201.0,820,1,1,2002,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,3073,1.0,210,1.0,1.0,1.0,,0.0,2010-06-07 11:59:46,
226149445010661,2002,54,25,8201.0,820,1,1,2002,541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,3073,1.0,210,1.0,1.0,1.0,,0.0,2010-06-07 11:59:47,
226149446010661,2002,54,25,8201.0,820,1,1,2002,931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,3073,1.0,210,1.0,1.0,1.0,,0.0,2010-06-07 11:59:47,
226149834010661,2002,54,31,5341.0,534,1,1,2002,365.0,0.38,0.16,0.19142857,0.38,0.16,0.22285714,7.0,30.0,0.23333333,0.04068571,0.00949333,1180,1.0,0,3.0,1.0,1.0,,0.0,2010-06-07 12:01:29,
226149835010661,2002,54,31,5341.0,534,1,1,2002,366.0,0.88,0.16,0.392,0.38,0.035,0.223,5.0,30.0,0.16666667,0.11416,0.01902667,1180,1.0,0,3.0,1.0,1.0,,0.0,2010-06-07 12:01:29,
226149836010661,2002,54,31,5341.0,534,1,1,2002,541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1180,1.0,0,3.0,1.0,1.0,,0.0,2010-06-07 12:01:29,
226149557010661,2002,54,31,13651.0,1365,1,1,2002,366.0,0.16,0.16,0.16,0.16,0.16,0.16,1.0,30.0,0.03333333,0.0256,0.00085333,970,1.0,15,3.0,1.0,1.0,,0.0,2010-06-07 12:00:15,
226149558010661,2002,54,31,13651.0,1365,1,1,2002,762.0,0.88,0.88,0.88,0.38,0.38,0.38,1.0,30.0,0.03333333,0.3344,0.01114667,970,1.0,15,3.0,1.0,1.0,,0.0,2010-06-07 12:00:15,
226149559010661,2002,54,31,13651.0,1365,1,1,2002,931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,970,1.0,15,3.0,1.0,1.0,,0.0,2010-06-07 12:00:16,
226149398010661,2002,54,41,13521.0,1352,1,1,2002,365.0,0.16,0.16,0.16,0.16,0.16,0.16,1.0,30.0,0.03333333,0.0256,0.00085333,1500,1.0,0,2.0,1.0,1.0,,0.0,2010-06-07 11:59:36,
226149399010661,2002,54,41,13521.0,1352,1,1,2002,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1500,1.0,0,2.0,1.0,1.0,,0.0,2010-06-07 11:59:36,
226149400010661,2002,54,41,13521.0,1352,1,1,2002,541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1500,1.0,0,2.0,1.0,1.0,,0.0,2010-06-07 11:59:36,
226149401010661,2002,54,41,13521.0,1352,1,1,2002,915.0,0.38,0.38,0.38,0.88,0.88,0.88,1.0,30.0,0.03333333,0.3344,0.01114667,1500,1.0,0,2.0,1.0,1.0,,0.0,2010-06-07 11:59:36,
226149867010661,2002,54,41,14241.0,1424,1,1,2002,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1139,1.0,45,1.0,1.0,1.0,,0.0,2010-06-07 12:01:36,
226149868010661,2002,54,41,14241.0,1424,1,1,2002,541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1139,1.0,45,1.0,1.0,1.0,,0.0,2010-06-07 12:01:37,
226149869010661,2002,54,41,14241.0,1424,1,1,2002,621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1139,1.0,45,1.0,1.0,1.0,,0.0,2010-06-07 12:01:37,
226149870010661,2002,54,41,14241.0,1424,1,1,2002,762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1139,1.0,45,1.0,1.0,1.0,,0.0,2010-06-07 12:01:37,
226149440010661,2002,54,55,51.0,5,1,1,2002,365.0,0.88,0.035,0.44952381,0.88,0.035,0.31833333,21.0,30.0,0.7,0.20131667,0.14092167,2520,2.0,0,1.0,1.0,1.0,,0.0,2010-06-07 11:59:46,
226149441010661,2002,54,55,51.0,5,1,1,2002,621.0,0.035,0.035,0.035,0.38,0.035,0.267,5.0,30.0,0.16666667,0.009345,0.0015575,2520,2.0,0,1.0,1.0,1.0,,0.0,2010-06-07 11:59:46,
226149442010661,2002,54,55,51.0,5,1,1,2002,915.0,0.88,0.035,0.56722222,0.88,0.16,0.52222222,9.0,30.0,0.3,0.34052222,0.10215667,2520,2.0,0,1.0,1.0,1.0,,0.0,2010-06-07 11:59:46,
226149452010661,2002,54,59,1741.0,174,1,1,2002,621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,997,1.0,0,2.0,1.0,1.0,,0.0,2010-06-07 11:59:48,
226149453010661,2002,54,59,1741.0,174,1,1,2002,915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,997,1.0,0,2.0,1.0,1.0,,0.0,2010-06-07 11:59:48,
226149872010661,2002,54,61,811.0,81,1,1,2002,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1083,1.0,320,3.0,1.0,1.0,,0.0,2010-06-07 12:01:37,
226149873010661,2002,54,61,811.0,81,1,1,2002,541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1083,1.0,320,3.0,1.0,1.0,,0.0,2010-06-07 12:01:38,
226149874010661,2002,54,61,811.0,81,1,1,2002,762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1083,1.0,320,3.0,1.0,1.0,,0.0,2010-06-07 12:01:38,
226149858010661,2002,54,61,8351.0,835,1,1,2002,365.0,0.63,0.035,0.26107143,0.38,0.035,0.18714286,14.0,30.0,0.46666667,0.06721964,0.03136917,2506,1.0,340,1.0,1.0,1.0,,0.0,2010-06-07 12:01:34,
226149859010661,2002,54,61,8351.0,835,1,1,2002,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,2506,1.0,340,1.0,1.0,1.0,,0.0,2010-06-07 12:01:34,
226149860010661,2002,54,61,8351.0,835,1,1,2002,762.0,0.88,0.035,0.33761905,0.63,0.035,0.18404762,21.0,30.0,0.7,0.09360357,0.0655225,2506,1.0,340,1.0,1.0,1.0,,0.0,2010-06-07 12:01:35,
226149838010661,2002,54,65,521.0,52,1,1,2002,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,860,1.0,330,1.0,1.0,1.0,,0.0,2010-06-07 12:01:29,
226149839010661,2002,54,65,521.0,52,1,1,2002,541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,860,1.0,330,1.0,1.0,1.0,,0.0,2010-06-07 12:01:30,
226149840010661,2002,54,65,521.0,52,1,1,2002,762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,860,1.0,330,1.0,1.0,1.0,,0.0,2010-06-07 12:01:30,
226149841010661,2002,54,65,521.0,52,1,1,2002,931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,860,1.0,330,1.0,1.0,1.0,,0.0,2010-06-07 12:01:30,
226149580010661,2002,54,67,3711.0,371,1,1,2002,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,1916,1.0,11,1.0,1.0,1.0,,0.0,2010-06-07 12:00:20,
226149581010661,2002,54,67,3711.0,371,1,1,2002,621.0,0.63,0.035,0.15571429,0.63,0.035,0.24071429,7.0,30.0,0.23333333,0.07608214,0.0177525,1916,1.0,11,1.0,1.0,1.0,,0.0,2010-06-07 12:00:20,
226149582010661,2002,54,67,3711.0,371,1,1,2002,761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1916,1.0,11,1.0,1.0,1.0,,0.0,2010-06-07 12:00:21,
226149561010661,2002,54,75,3361.0,336,1,1,2002,365.0,0.38,0.035,0.0945,0.16,0.035,0.0725,10.0,30.0,0.33333333,0.0061825,0.00206083,4015,2.0,0,1.0,1.0,1.0,,0.0,2010-06-07 12:00:16,
226149562010661,2002,54,75,3361.0,336,1,1,2002,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,4015,2.0,0,1.0,1.0,1.0,,0.0,2010-06-07 12:00:16,
226149563010661,2002,54,75,3361.0,336,1,1,2002,915.0,0.88,0.035,0.6465,0.88,0.16,0.47866667,30.0,30.0,1.0,0.34983667,0.34983667,4015,2.0,0,1.0,1.0,1.0,,0.0,2010-06-07 12:00:17,
226149565010661,2002,54,83,3671.0,367,1,1,2002,365.0,0.63,0.035,0.179,0.16,0.035,0.135,5.0,30.0,0.16666667,0.027765,0.0046275,1967,1.0,0,5.0,1.0,1.0,,0.0,2010-06-07 12:00:17,
226149566010661,2002,54,83,3671.0,367,1,1,2002,762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1967,1.0,0,5.0,1.0,1.0,,0.0,2010-06-07 12:00:17,
226149567010661,2002,54,83,3671.0,367,1,1,2002,915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1967,1.0,0,5.0,1.0,1.0,,0.0,2010-06-07 12:00:17,
226149576010661,2002,54,83,13951.0,1395,1,1,2002,621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,2810,1.0,295,1.0,1.0,1.0,,1.0,2010-06-07 12:00:19,
226149577010661,2002,54,83,13951.0,1395,1,1,2002,761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,2810,1.0,295,1.0,1.0,1.0,,1.0,2010-06-07 12:00:19,
226149578010661,2002,54,83,13951.0,1395,1,1,2002,915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,2810,1.0,295,1.0,1.0,1.0,,1.0,2010-06-07 12:00:20,
226149882010661,2002,54,85,5651.0,565,1,1,2002,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,829,1.0,120,3.0,1.0,1.0,,0.0,2010-06-07 12:01:40,
226149883010661,2002,54,85,5651.0,565,1,1,2002,541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,829,1.0,120,3.0,1.0,1.0,,0.0,2010-06-07 12:01:40,
226149884010661,2002,54,85,5651.0,565,1,1,2002,762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,829,1.0,120,3.0,1.0,1.0,,0.0,2010-06-07 12:01:40,
226149588010661,2002,54,87,6961.0,696,1,2,2002,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,768,1.0,305,3.0,1.0,1.0,,0.0,2010-06-07 12:00:22,2010-09-07 12:21:14
226149589010661,2002,54,87,6961.0,696,1,2,2002,541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,768,1.0,305,3.0,1.0,1.0,,0.0,2010-06-07 12:00:22,2010-09-07 12:21:14
226149590010661,2002,54,87,6961.0,696,1,2,2002,621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,768,1.0,305,3.0,1.0,1.0,,0.0,2010-06-07 12:00:22,2010-09-07 12:21:14
226149591010661,2002,54,87,6961.0,696,1,2,2002,762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,768,1.0,305,3.0,1.0,1.0,,0.0,2010-06-07 12:00:22,2010-09-07 12:21:14
226149862010661,2002,54,91,6911.0,691,1,1,2002,541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1241,1.0,0,5.0,1.0,2.0,,0.0,2010-06-07 12:01:35,
226149863010661,2002,54,91,6911.0,691,1,1,2002,621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1241,1.0,0,5.0,1.0,2.0,,0.0,2010-06-07 12:01:35,
226149864010661,2002,54,91,6911.0,691,1,1,2002,762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1241,1.0,0,5.0,1.0,2.0,,0.0,2010-06-07 12:01:36,
226149865010661,2002,54,91,6911.0,691,1,1,2002,931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1241,1.0,0,5.0,1.0,2.0,,0.0,2010-06-07 12:01:36,
