CN,PLT_CN,VVT_CN,VSB_CN,INVYR,STATECD,COUNTYCD,PLOT,SUBP,QUADRAT,CONDID,QUADRAT_STATUS,QUADRAT_STATUS_PRE2004,TRAMPLING,CREATED_DATE,MODIFIED_DATE
218417179010661,122559922010661,218417189010661,218417187010661,2007,54,93,857,3,2,1,1,,1,2009-10-30 10:22:45,
218417183010661,122559922010661,218417189010661,218417187010661,2007,54,93,857,3,3,1,1,,1,2009-10-30 10:22:45,
218417176010661,122559922010661,218417189010661,218417188010661,2007,54,93,857,4,1,1,1,,1,2009-10-30 10:22:45,
218417180010661,122559922010661,218417189010661,218417188010661,2007,54,93,857,4,2,1,1,,1,2009-10-30 10:22:45,
218417184010661,122559922010661,218417189010661,218417188010661,2007,54,93,857,4,3,1,1,,1,2009-10-30 10:22:45,
218415774010661,122560160010661,218415790010661,218415786010661,2007,54,97,2408,1,1,1,2,,,2009-10-30 10:22:45,
218415778010661,122560160010661,218415790010661,218415786010661,2007,54,97,2408,1,2,1,2,,,2009-10-30 10:22:45,
218415782010661,122560160010661,218415790010661,218415786010661,2007,54,97,2408,1,3,1,2,,,2009-10-30 10:22:45,
218415775010661,122560160010661,218415790010661,218415787010661,2007,54,97,2408,2,1,1,2,,,2009-10-30 10:22:45,
218415779010661,122560160010661,218415790010661,218415787010661,2007,54,97,2408,2,2,1,2,,,2009-10-30 10:22:45,
218415783010661,122560160010661,218415790010661,218415787010661,2007,54,97,2408,2,3,1,2,,,2009-10-30 10:22:45,
218415776010661,122560160010661,218415790010661,218415788010661,2007,54,97,2408,3,1,2,1,,1,2009-10-30 10:22:45,
218415780010661,122560160010661,218415790010661,218415788010661,2007,54,97,2408,3,2,2,1,,1,2009-10-30 10:22:45,
218415784010661,122560160010661,218415790010661,218415788010661,2007,54,97,2408,3,3,2,1,,2,2009-10-30 10:22:45,
218415777010661,122560160010661,218415790010661,218415789010661,2007,54,97,2408,4,1,2,1,,1,2009-10-30 10:22:45,
218415781010661,122560160010661,218415790010661,218415789010661,2007,54,97,2408,4,2,2,1,,1,2009-10-30 10:22:45,
218415785010661,122560160010661,218415790010661,218415789010661,2007,54,97,2408,4,3,2,1,,1,2009-10-30 10:22:45,
218415868010661,122560194010661,218415881010661,218415877010661,2007,54,101,696,1,1,1,1,,1,2009-10-30 10:22:45,
218415871010661,122560194010661,218415881010661,218415877010661,2007,54,101,696,1,2,1,1,,1,2009-10-30 10:22:45,
218415874010661,122560194010661,218415881010661,218415877010661,2007,54,101,696,1,3,1,1,,1,2009-10-30 10:22:45,
218415869010661,122560194010661,218415881010661,218415878010661,2007,54,101,696,2,1,1,1,,1,2009-10-30 10:22:45,
218415872010661,122560194010661,218415881010661,218415878010661,2007,54,101,696,2,2,1,1,,1,2009-10-30 10:22:45,
218415875010661,122560194010661,218415881010661,218415878010661,2007,54,101,696,2,3,1,1,,1,2009-10-30 10:22:45,
218415870010661,122560194010661,218415881010661,218415879010661,2007,54,101,696,3,1,1,1,,1,2009-10-30 10:22:45,
218415873010661,122560194010661,218415881010661,218415879010661,2007,54,101,696,3,2,1,1,,1,2009-10-30 10:22:45,
218415876010661,122560194010661,218415881010661,218415879010661,2007,54,101,696,3,3,1,1,,1,2009-10-30 10:22:45,
218414997010661,122560978010661,218415013010661,218415009010661,2007,54,109,250,1,1,1,1,,1,2009-10-30 10:22:46,
218415001010661,122560978010661,218415013010661,218415009010661,2007,54,109,250,1,2,1,1,,1,2009-10-30 10:22:46,
218415005010661,122560978010661,218415013010661,218415009010661,2007,54,109,250,1,3,1,1,,1,2009-10-30 10:22:46,
218414998010661,122560978010661,218415013010661,218415010010661,2007,54,109,250,2,1,1,1,,1,2009-10-30 10:22:46,
218415002010661,122560978010661,218415013010661,218415010010661,2007,54,109,250,2,2,1,1,,1,2009-10-30 10:22:46,
218415006010661,122560978010661,218415013010661,218415010010661,2007,54,109,250,2,3,1,1,,1,2009-10-30 10:22:46,
218414999010661,122560978010661,218415013010661,218415011010661,2007,54,109,250,3,1,1,1,,1,2009-10-30 10:22:46,
218415003010661,122560978010661,218415013010661,218415011010661,2007,54,109,250,3,2,1,1,,2,2009-10-30 10:22:46,
218415007010661,122560978010661,218415013010661,218415011010661,2007,54,109,250,3,3,1,1,,1,2009-10-30 10:22:46,
218415000010661,122560978010661,218415013010661,218415012010661,2007,54,109,250,4,1,1,1,,1,2009-10-30 10:22:46,
218415004010661,122560978010661,218415013010661,218415012010661,2007,54,109,250,4,2,1,1,,1,2009-10-30 10:22:46,
218415008010661,122560978010661,218415013010661,218415012010661,2007,54,109,250,4,3,1,1,,1,2009-10-30 10:22:46,
218416420010661,122560500010661,218416436010661,218416432010661,2007,54,109,379,1,1,1,1,,1,2009-10-30 10:22:46,
218416424010661,122560500010661,218416436010661,218416432010661,2007,54,109,379,1,2,1,1,,1,2009-10-30 10:22:46,
218416428010661,122560500010661,218416436010661,218416432010661,2007,54,109,379,1,3,1,1,,1,2009-10-30 10:22:46,
218416421010661,122560500010661,218416436010661,218416433010661,2007,54,109,379,2,1,2,1,,2,2009-10-30 10:22:46,
218416425010661,122560500010661,218416436010661,218416433010661,2007,54,109,379,2,2,2,1,,2,2009-10-30 10:22:46,
218416429010661,122560500010661,218416436010661,218416433010661,2007,54,109,379,2,3,2,1,,3,2009-10-30 10:22:46,
218416422010661,122560500010661,218416436010661,218416434010661,2007,54,109,379,3,1,1,1,,1,2009-10-30 10:22:46,
218416426010661,122560500010661,218416436010661,218416434010661,2007,54,109,379,3,2,1,1,,1,2009-10-30 10:22:46,
218416430010661,122560500010661,218416436010661,218416434010661,2007,54,109,379,3,3,1,1,,1,2009-10-30 10:22:46,
218416423010661,122560500010661,218416436010661,218416435010661,2007,54,109,379,4,1,2,1,,1,2009-10-30 10:22:46,
218416427010661,122560500010661,218416436010661,218416435010661,2007,54,109,379,4,2,2,1,,2,2009-10-30 10:22:46,
218416431010661,122560500010661,218416436010661,218416435010661,2007,54,109,379,4,3,2,1,,1,2009-10-30 10:22:46,
218445366010661,171000245010661,218445431010661,218445378010661,2008,54,1,2226,1,1,1,1,,1,2009-10-30 10:22:47,
218445370010661,171000245010661,218445431010661,218445378010661,2008,54,1,2226,1,2,1,1,,1,2009-10-30 10:22:47,
218445374010661,171000245010661,218445431010661,218445378010661,2008,54,1,2226,1,3,1,1,,1,2009-10-30 10:22:47,
218445367010661,171000245010661,218445431010661,218445379010661,2008,54,1,2226,2,1,1,1,,1,2009-10-30 10:22:47,
218445371010661,171000245010661,218445431010661,218445379010661,2008,54,1,2226,2,2,1,1,,1,2009-10-30 10:22:47,
218445375010661,171000245010661,218445431010661,218445379010661,2008,54,1,2226,2,3,1,1,,1,2009-10-30 10:22:47,
218445368010661,171000245010661,218445431010661,218445380010661,2008,54,1,2226,3,1,1,1,,1,2009-10-30 10:22:47,
218445372010661,171000245010661,218445431010661,218445380010661,2008,54,1,2226,3,2,1,1,,1,2009-10-30 10:22:47,
218445376010661,171000245010661,218445431010661,218445380010661,2008,54,1,2226,3,3,1,1,,1,2009-10-30 10:22:47,
218445369010661,171000245010661,218445431010661,218445381010661,2008,54,1,2226,4,1,1,1,,1,2009-10-30 10:22:47,
218445373010661,171000245010661,218445431010661,218445381010661,2008,54,1,2226,4,2,1,1,,1,2009-10-30 10:22:47,
218445377010661,171000245010661,218445431010661,218445381010661,2008,54,1,2226,4,3,1,1,,1,2009-10-30 10:22:47,
218445812010661,171000270010661,218445828010661,218445824010661,2008,54,7,1131,1,1,1,1,,1,2009-10-30 10:22:47,
218445816010661,171000270010661,218445828010661,218445824010661,2008,54,7,1131,1,2,1,1,,1,2009-10-30 10:22:47,
218445820010661,171000270010661,218445828010661,218445824010661,2008,54,7,1131,1,3,1,1,,1,2009-10-30 10:22:47,
218445813010661,171000270010661,218445828010661,218445825010661,2008,54,7,1131,2,1,1,1,,1,2009-10-30 10:22:47,
218445817010661,171000270010661,218445828010661,218445825010661,2008,54,7,1131,2,2,1,1,,1,2009-10-30 10:22:47,
218445821010661,171000270010661,218445828010661,218445825010661,2008,54,7,1131,2,3,1,1,,1,2009-10-30 10:22:47,
218445814010661,171000270010661,218445828010661,218445826010661,2008,54,7,1131,3,1,1,1,,1,2009-10-30 10:22:47,
218445818010661,171000270010661,218445828010661,218445826010661,2008,54,7,1131,3,2,1,1,,1,2009-10-30 10:22:47,
218445822010661,171000270010661,218445828010661,218445826010661,2008,54,7,1131,3,3,1,1,,1,2009-10-30 10:22:47,
218445815010661,171000270010661,218445828010661,218445827010661,2008,54,7,1131,4,1,1,1,,1,2009-10-30 10:22:47,
218445819010661,171000270010661,218445828010661,218445827010661,2008,54,7,1131,4,2,1,1,,1,2009-10-30 10:22:47,
218445823010661,171000270010661,218445828010661,218445827010661,2008,54,7,1131,4,3,1,1,,1,2009-10-30 10:22:47,
218445905010661,171001051010661,218445918010661,218445914010661,2008,54,15,1484,1,1,1,1,,1,2009-10-30 10:22:48,
218445908010661,171001051010661,218445918010661,218445914010661,2008,54,15,1484,1,2,1,1,,1,2009-10-30 10:22:48,
218445911010661,171001051010661,218445918010661,218445914010661,2008,54,15,1484,1,3,1,1,,1,2009-10-30 10:22:48,
218445906010661,171001051010661,218445918010661,218445915010661,2008,54,15,1484,2,1,1,1,,1,2009-10-30 10:22:48,
218445909010661,171001051010661,218445918010661,218445915010661,2008,54,15,1484,2,2,1,1,,1,2009-10-30 10:22:48,
218445912010661,171001051010661,218445918010661,218445915010661,2008,54,15,1484,2,3,1,1,,1,2009-10-30 10:22:48,
218445907010661,171001051010661,218445918010661,218445917010661,2008,54,15,1484,4,1,1,1,,1,2009-10-30 10:22:48,
218445910010661,171001051010661,218445918010661,218445917010661,2008,54,15,1484,4,2,1,1,,1,2009-10-30 10:22:48,
218445913010661,171001051010661,218445918010661,218445917010661,2008,54,15,1484,4,3,1,1,,1,2009-10-30 10:22:48,
218446964010661,171001223010661,218446980010661,218446976010661,2008,54,19,442,1,1,1,1,,1,2009-10-30 10:22:48,
218446968010661,171001223010661,218446980010661,218446976010661,2008,54,19,442,1,2,1,1,,1,2009-10-30 10:22:48,
218446972010661,171001223010661,218446980010661,218446976010661,2008,54,19,442,1,3,1,1,,1,2009-10-30 10:22:48,
218446965010661,171001223010661,218446980010661,218446977010661,2008,54,19,442,2,1,1,1,,1,2009-10-30 10:22:48,
218446969010661,171001223010661,218446980010661,218446977010661,2008,54,19,442,2,2,1,1,,1,2009-10-30 10:22:48,
218446973010661,171001223010661,218446980010661,218446977010661,2008,54,19,442,2,3,1,1,,1,2009-10-30 10:22:48,
218446966010661,171001223010661,218446980010661,218446978010661,2008,54,19,442,3,1,1,1,,1,2009-10-30 10:22:48,
218446970010661,171001223010661,218446980010661,218446978010661,2008,54,19,442,3,2,1,1,,1,2009-10-30 10:22:48,
218446974010661,171001223010661,218446980010661,218446978010661,2008,54,19,442,3,3,1,1,,1,2009-10-30 10:22:48,
218446967010661,171001223010661,218446980010661,218446979010661,2008,54,19,442,4,1,1,1,,1,2009-10-30 10:22:48,
218446971010661,171001223010661,218446980010661,218446979010661,2008,54,19,442,4,2,1,1,,1,2009-10-30 10:22:48,
218446975010661,171001223010661,218446980010661,218446979010661,2008,54,19,442,4,3,1,1,,1,2009-10-30 10:22:48,
218445559010661,171000314010661,218445620010661,218445571010661,2008,54,25,286,1,1,1,1,,1,2009-10-30 10:22:48,
218445563010661,171000314010661,218445620010661,218445571010661,2008,54,25,286,1,2,1,1,,1,2009-10-30 10:22:48,
218445567010661,171000314010661,218445620010661,218445571010661,2008,54,25,286,1,3,1,1,,1,2009-10-30 10:22:48,
218445560010661,171000314010661,218445620010661,218445572010661,2008,54,25,286,2,1,1,1,,2,2009-10-30 10:22:48,
218445564010661,171000314010661,218445620010661,218445572010661,2008,54,25,286,2,2,1,1,,1,2009-10-30 10:22:48,
218445568010661,171000314010661,218445620010661,218445572010661,2008,54,25,286,2,3,1,1,,1,2009-10-30 10:22:48,
218445561010661,171000314010661,218445620010661,218445573010661,2008,54,25,286,3,1,1,1,,1,2009-10-30 10:22:48,
218445565010661,171000314010661,218445620010661,218445573010661,2008,54,25,286,3,2,1,1,,1,2009-10-30 10:22:48,
218445569010661,171000314010661,218445620010661,218445573010661,2008,54,25,286,3,3,1,1,,1,2009-10-30 10:22:48,
218445562010661,171000314010661,218445620010661,218445574010661,2008,54,25,286,4,1,1,1,,1,2009-10-30 10:22:48,
218445566010661,171000314010661,218445620010661,218445574010661,2008,54,25,286,4,2,1,1,,1,2009-10-30 10:22:48,
218445570010661,171000314010661,218445620010661,218445574010661,2008,54,25,286,4,3,1,1,,1,2009-10-30 10:22:48,
218444926010661,171000326010661,218444942010661,218444938010661,2008,54,27,188,1,1,1,1,,1,2009-10-30 10:22:49,
218444930010661,171000326010661,218444942010661,218444938010661,2008,54,27,188,1,2,1,1,,1,2009-10-30 10:22:49,
218444934010661,171000326010661,218444942010661,218444938010661,2008,54,27,188,1,3,1,1,,1,2009-10-30 10:22:49,
218444927010661,171000326010661,218444942010661,218444939010661,2008,54,27,188,2,1,1,1,,1,2009-10-30 10:22:49,
218444931010661,171000326010661,218444942010661,218444939010661,2008,54,27,188,2,2,1,1,,1,2009-10-30 10:22:49,
218444935010661,171000326010661,218444942010661,218444939010661,2008,54,27,188,2,3,1,1,,1,2009-10-30 10:22:49,
218444928010661,171000326010661,218444942010661,218444940010661,2008,54,27,188,3,1,1,3,,1,2009-10-30 10:22:49,2009-11-18 13:28:34
218444932010661,171000326010661,218444942010661,218444940010661,2008,54,27,188,3,2,1,1,,1,2009-10-30 10:22:49,
218444936010661,171000326010661,218444942010661,218444940010661,2008,54,27,188,3,3,1,1,,1,2009-10-30 10:22:49,
218444929010661,171000326010661,218444942010661,218444941010661,2008,54,27,188,4,1,1,1,,1,2009-10-30 10:22:49,
218444933010661,171000326010661,218444942010661,218444941010661,2008,54,27,188,4,2,1,1,,3,2009-10-30 10:22:49,
218444937010661,171000326010661,218444942010661,218444941010661,2008,54,27,188,4,3,1,1,,1,2009-10-30 10:22:49,
218445072010661,171000334010661,218445088010661,218445084010661,2008,54,27,1658,1,1,1,1,,1,2009-10-30 10:22:49,
218445076010661,171000334010661,218445088010661,218445084010661,2008,54,27,1658,1,2,1,1,,1,2009-10-30 10:22:49,
218445080010661,171000334010661,218445088010661,218445084010661,2008,54,27,1658,1,3,1,1,,1,2009-10-30 10:22:49,
218445073010661,171000334010661,218445088010661,218445085010661,2008,54,27,1658,2,1,1,1,,1,2009-10-30 10:22:49,
218445077010661,171000334010661,218445088010661,218445085010661,2008,54,27,1658,2,2,1,1,,1,2009-10-30 10:22:49,
218445081010661,171000334010661,218445088010661,218445085010661,2008,54,27,1658,2,3,1,1,,1,2009-10-30 10:22:49,
218445074010661,171000334010661,218445088010661,218445086010661,2008,54,27,1658,3,1,1,1,,1,2009-10-30 10:22:49,
218445078010661,171000334010661,218445088010661,218445086010661,2008,54,27,1658,3,2,1,1,,1,2009-10-30 10:22:49,
218445082010661,171000334010661,218445088010661,218445086010661,2008,54,27,1658,3,3,1,1,,1,2009-10-30 10:22:49,
218445075010661,171000334010661,218445088010661,218445087010661,2008,54,27,1658,4,1,1,1,,1,2009-10-30 10:22:49,
218445079010661,171000334010661,218445088010661,218445087010661,2008,54,27,1658,4,2,1,1,,1,2009-10-30 10:22:49,
218445083010661,171000334010661,218445088010661,218445087010661,2008,54,27,1658,4,3,1,1,,1,2009-10-30 10:22:49,
218446400010661,171001056010661,218446490010661,218446412010661,2008,54,29,2007,1,1,1,1,,2,2009-10-30 10:22:49,
218446404010661,171001056010661,218446490010661,218446412010661,2008,54,29,2007,1,2,1,1,,1,2009-10-30 10:22:49,
218446408010661,171001056010661,218446490010661,218446412010661,2008,54,29,2007,1,3,1,1,,1,2009-10-30 10:22:49,
218446401010661,171001056010661,218446490010661,218446413010661,2008,54,29,2007,2,1,1,1,,1,2009-10-30 10:22:49,
218446405010661,171001056010661,218446490010661,218446413010661,2008,54,29,2007,2,2,1,1,,1,2009-10-30 10:22:49,
218446409010661,171001056010661,218446490010661,218446413010661,2008,54,29,2007,2,3,1,1,,1,2009-10-30 10:22:49,
218446402010661,171001056010661,218446490010661,218446414010661,2008,54,29,2007,3,1,1,1,,1,2009-10-30 10:22:49,
218446406010661,171001056010661,218446490010661,218446414010661,2008,54,29,2007,3,2,1,1,,1,2009-10-30 10:22:49,
218446410010661,171001056010661,218446490010661,218446414010661,2008,54,29,2007,3,3,1,1,,1,2009-10-30 10:22:49,
218446403010661,171001056010661,218446490010661,218446415010661,2008,54,29,2007,4,1,1,1,,1,2009-10-30 10:22:49,
218446407010661,171001056010661,218446490010661,218446415010661,2008,54,29,2007,4,2,1,1,,1,2009-10-30 10:22:49,
218446411010661,171001056010661,218446490010661,218446415010661,2008,54,29,2007,4,3,1,1,,1,2009-10-30 10:22:49,
218444977010661,171000341010661,218444993010661,218444989010661,2008,54,31,608,1,1,1,1,,1,2009-10-30 10:22:50,
218444981010661,171000341010661,218444993010661,218444989010661,2008,54,31,608,1,2,1,1,,1,2009-10-30 10:22:50,
218444985010661,171000341010661,218444993010661,218444989010661,2008,54,31,608,1,3,1,1,,1,2009-10-30 10:22:50,
218444978010661,171000341010661,218444993010661,218444990010661,2008,54,31,608,2,1,1,1,,1,2009-10-30 10:22:50,
218444982010661,171000341010661,218444993010661,218444990010661,2008,54,31,608,2,2,1,1,,1,2009-10-30 10:22:50,
218444986010661,171000341010661,218444993010661,218444990010661,2008,54,31,608,2,3,1,1,,1,2009-10-30 10:22:50,
218444979010661,171000341010661,218444993010661,218444991010661,2008,54,31,608,3,1,1,1,,1,2009-10-30 10:22:50,
218444983010661,171000341010661,218444993010661,218444991010661,2008,54,31,608,3,2,1,1,,1,2009-10-30 10:22:50,
218444987010661,171000341010661,218444993010661,218444991010661,2008,54,31,608,3,3,1,1,,1,2009-10-30 10:22:50,
218444980010661,171000341010661,218444993010661,218444992010661,2008,54,31,608,4,1,1,1,,1,2009-10-30 10:22:50,
218444984010661,171000341010661,218444993010661,218444992010661,2008,54,31,608,4,2,1,1,,1,2009-10-30 10:22:50,
218444988010661,171000341010661,218444993010661,218444992010661,2008,54,31,608,4,3,1,1,,1,2009-10-30 10:22:50,
218446754010661,171000359010661,218446770010661,218446766010661,2008,54,35,893,1,1,1,1,,1,2009-10-30 10:22:50,
218446758010661,171000359010661,218446770010661,218446766010661,2008,54,35,893,1,2,1,1,,1,2009-10-30 10:22:50,
218446762010661,171000359010661,218446770010661,218446766010661,2008,54,35,893,1,3,1,1,,1,2009-10-30 10:22:50,
218446755010661,171000359010661,218446770010661,218446767010661,2008,54,35,893,2,1,1,1,,1,2009-10-30 10:22:50,
218446759010661,171000359010661,218446770010661,218446767010661,2008,54,35,893,2,2,1,1,,1,2009-10-30 10:22:50,
218446763010661,171000359010661,218446770010661,218446767010661,2008,54,35,893,2,3,1,1,,1,2009-10-30 10:22:50,
218446756010661,171000359010661,218446770010661,218446768010661,2008,54,35,893,3,1,1,1,,1,2009-10-30 10:22:50,
218446760010661,171000359010661,218446770010661,218446768010661,2008,54,35,893,3,2,1,1,,1,2009-10-30 10:22:50,
218446764010661,171000359010661,218446770010661,218446768010661,2008,54,35,893,3,3,1,1,,1,2009-10-30 10:22:50,
218446757010661,171000359010661,218446770010661,218446769010661,2008,54,35,893,4,1,1,1,,1,2009-10-30 10:22:50,
218446761010661,171000359010661,218446770010661,218446769010661,2008,54,35,893,4,2,1,1,,3,2009-10-30 10:22:50,
218446765010661,171000359010661,218446770010661,218446769010661,2008,54,35,893,4,3,1,1,,1,2009-10-30 10:22:50,
218444845010661,171000366010661,218444852010661,218444850010661,2008,54,37,222,3,1,2,1,,1,2009-10-30 10:22:50,
218444846010661,171000366010661,218444852010661,218444850010661,2008,54,37,222,3,2,2,1,,1,2009-10-30 10:22:50,
218444847010661,171000366010661,218444852010661,218444850010661,2008,54,37,222,3,3,2,1,,1,2009-10-30 10:22:50,
218446667010661,171000381010661,218446698010661,218446673010661,2008,54,39,1428,4,1,3,1,,1,2009-10-30 10:22:51,
218446668010661,171000381010661,218446698010661,218446673010661,2008,54,39,1428,4,2,1,2,,,2009-10-30 10:22:51,
218446669010661,171000381010661,218446698010661,218446673010661,2008,54,39,1428,4,3,3,1,,2,2009-10-30 10:22:51,
218446832010661,171001062010661,218446878010661,218446844010661,2008,54,43,794,1,1,1,1,,1,2009-10-30 10:22:51,
218446836010661,171001062010661,218446878010661,218446844010661,2008,54,43,794,1,2,1,1,,1,2009-10-30 10:22:51,
218446840010661,171001062010661,218446878010661,218446844010661,2008,54,43,794,1,3,1,1,,1,2009-10-30 10:22:51,
218446833010661,171001062010661,218446878010661,218446845010661,2008,54,43,794,2,1,1,1,,1,2009-10-30 10:22:51,
218446837010661,171001062010661,218446878010661,218446845010661,2008,54,43,794,2,2,1,1,,1,2009-10-30 10:22:51,
218446841010661,171001062010661,218446878010661,218446845010661,2008,54,43,794,2,3,1,1,,1,2009-10-30 10:22:51,
218446834010661,171001062010661,218446878010661,218446846010661,2008,54,43,794,3,1,1,1,,2,2009-10-30 10:22:51,
218446838010661,171001062010661,218446878010661,218446846010661,2008,54,43,794,3,2,1,1,,1,2009-10-30 10:22:51,
218446842010661,171001062010661,218446878010661,218446846010661,2008,54,43,794,3,3,1,1,,1,2009-10-30 10:22:51,
218446835010661,171001062010661,218446878010661,218446847010661,2008,54,43,794,4,1,1,1,,1,2009-10-30 10:22:51,
218446839010661,171001062010661,218446878010661,218446847010661,2008,54,43,794,4,2,1,1,,1,2009-10-30 10:22:51,
218446843010661,171001062010661,218446878010661,218446847010661,2008,54,43,794,4,3,1,1,,1,2009-10-30 10:22:51,
218446256010661,171001139010661,218446301010661,218446264010661,2008,54,47,1914,3,1,2,3,,1,2009-10-30 10:22:51,2009-11-18 13:28:34
218446258010661,171001139010661,218446301010661,218446264010661,2008,54,47,1914,3,2,2,1,,1,2009-10-30 10:22:51,
218446260010661,171001139010661,218446301010661,218446264010661,2008,54,47,1914,3,3,2,1,,1,2009-10-30 10:22:51,
218446257010661,171001139010661,218446301010661,218446265010661,2008,54,47,1914,4,1,2,1,,1,2009-10-30 10:22:51,
218446259010661,171001139010661,218446301010661,218446265010661,2008,54,47,1914,4,2,2,1,,1,2009-10-30 10:22:51,
218446261010661,171001139010661,218446301010661,218446265010661,2008,54,47,1914,4,3,2,1,,1,2009-10-30 10:22:51,
218445707010661,171000473010661,218445723010661,218445719010661,2008,54,67,1365,1,1,1,1,,1,2009-10-30 10:22:51,
218445711010661,171000473010661,218445723010661,218445719010661,2008,54,67,1365,1,2,1,1,,1,2009-10-30 10:22:51,
218445715010661,171000473010661,218445723010661,218445719010661,2008,54,67,1365,1,3,1,1,,1,2009-10-30 10:22:51,
218445708010661,171000473010661,218445723010661,218445720010661,2008,54,67,1365,2,1,1,1,,1,2009-10-30 10:22:51,
218445712010661,171000473010661,218445723010661,218445720010661,2008,54,67,1365,2,2,1,1,,1,2009-10-30 10:22:51,
218445716010661,171000473010661,218445723010661,218445720010661,2008,54,67,1365,2,3,1,1,,1,2009-10-30 10:22:51,
218445709010661,171000473010661,218445723010661,218445721010661,2008,54,67,1365,3,1,1,1,,1,2009-10-30 10:22:51,
218445713010661,171000473010661,218445723010661,218445721010661,2008,54,67,1365,3,2,1,1,,1,2009-10-30 10:22:51,
218445717010661,171000473010661,218445723010661,218445721010661,2008,54,67,1365,3,3,1,1,,1,2009-10-30 10:22:51,
218445710010661,171000473010661,218445723010661,218445722010661,2008,54,67,1365,4,1,1,1,,1,2009-10-30 10:22:51,
218445714010661,171000473010661,218445723010661,218445722010661,2008,54,67,1365,4,2,1,1,,1,2009-10-30 10:22:51,
218445718010661,171000473010661,218445723010661,218445722010661,2008,54,67,1365,4,3,1,1,,1,2009-10-30 10:22:51,
218446066010661,171000476010661,218446079010661,218446075010661,2008,54,69,354,1,1,1,1,,1,2009-10-30 10:22:52,
218446069010661,171000476010661,218446079010661,218446075010661,2008,54,69,354,1,2,1,1,,1,2009-10-30 10:22:52,
218446072010661,171000476010661,218446079010661,218446075010661,2008,54,69,354,1,3,1,1,,1,2009-10-30 10:22:52,
218446067010661,171000476010661,218446079010661,218446076010661,2008,54,69,354,2,1,1,1,,3,2009-10-30 10:22:52,
218446070010661,171000476010661,218446079010661,218446076010661,2008,54,69,354,2,2,1,1,,1,2009-10-30 10:22:52,
218446073010661,171000476010661,218446079010661,218446076010661,2008,54,69,354,2,3,1,1,,1,2009-10-30 10:22:52,
218446068010661,171000476010661,218446079010661,218446077010661,2008,54,69,354,3,1,1,1,,1,2009-10-30 10:22:52,
218446071010661,171000476010661,218446079010661,218446077010661,2008,54,69,354,3,2,1,1,,1,2009-10-30 10:22:52,
218446074010661,171000476010661,218446079010661,218446077010661,2008,54,69,354,3,3,1,1,,2,2009-10-30 10:22:52,
218445245010661,171000487010661,218445293010661,218445257010661,2008,54,75,1110,1,1,1,1,,1,2009-10-30 10:22:52,
218445249010661,171000487010661,218445293010661,218445257010661,2008,54,75,1110,1,2,1,1,,1,2009-10-30 10:22:52,
218445253010661,171000487010661,218445293010661,218445257010661,2008,54,75,1110,1,3,1,1,,1,2009-10-30 10:22:52,
218445246010661,171000487010661,218445293010661,218445258010661,2008,54,75,1110,2,1,1,1,,1,2009-10-30 10:22:52,
218445250010661,171000487010661,218445293010661,218445258010661,2008,54,75,1110,2,2,1,1,,2,2009-10-30 10:22:52,
218445254010661,171000487010661,218445293010661,218445258010661,2008,54,75,1110,2,3,1,1,,1,2009-10-30 10:22:52,
218445247010661,171000487010661,218445293010661,218445259010661,2008,54,75,1110,3,1,1,1,,1,2009-10-30 10:22:52,
218445251010661,171000487010661,218445293010661,218445259010661,2008,54,75,1110,3,2,1,1,,3,2009-10-30 10:22:52,
218445255010661,171000487010661,218445293010661,218445259010661,2008,54,75,1110,3,3,1,1,,1,2009-10-30 10:22:52,
218445248010661,171000487010661,218445293010661,218445260010661,2008,54,75,1110,4,1,1,1,,1,2009-10-30 10:22:52,
218445252010661,171000487010661,218445293010661,218445260010661,2008,54,75,1110,4,2,1,1,,1,2009-10-30 10:22:52,
218445256010661,171000487010661,218445293010661,218445260010661,2008,54,75,1110,4,3,1,1,,1,2009-10-30 10:22:52,
218445162010661,171000614010661,218445178010661,218445174010661,2008,54,83,214,1,1,1,1,,1,2009-10-30 10:22:52,
218445166010661,171000614010661,218445178010661,218445174010661,2008,54,83,214,1,2,1,1,,1,2009-10-30 10:22:52,
218445170010661,171000614010661,218445178010661,218445174010661,2008,54,83,214,1,3,1,1,,1,2009-10-30 10:22:52,
218445163010661,171000614010661,218445178010661,218445175010661,2008,54,83,214,2,1,1,1,,2,2009-10-30 10:22:52,
218445167010661,171000614010661,218445178010661,218445175010661,2008,54,83,214,2,2,1,1,,1,2009-10-30 10:22:52,
218445171010661,171000614010661,218445178010661,218445175010661,2008,54,83,214,2,3,1,1,,1,2009-10-30 10:22:52,
218445164010661,171000614010661,218445178010661,218445176010661,2008,54,83,214,3,1,1,1,,1,2009-10-30 10:22:52,
218445168010661,171000614010661,218445178010661,218445176010661,2008,54,83,214,3,2,1,1,,1,2009-10-30 10:22:52,
218445172010661,171000614010661,218445178010661,218445176010661,2008,54,83,214,3,3,1,1,,1,2009-10-30 10:22:52,
218445165010661,171000614010661,218445178010661,218445177010661,2008,54,83,214,4,1,1,1,,1,2009-10-30 10:22:52,
218445169010661,171000614010661,218445178010661,218445177010661,2008,54,83,214,4,2,1,1,,1,2009-10-30 10:22:52,
218445173010661,171000614010661,218445178010661,218445177010661,2008,54,83,214,4,3,1,1,,1,2009-10-30 10:22:52,
218446149010661,171000537010661,218446199010661,218446161010661,2008,54,87,744,1,1,1,1,,1,2009-10-30 10:22:52,
