CN,PLT_CN,VVT_CN,INVYR,STATECD,COUNTYCD,PLOT,VEG_FLDSPCD,UNIQUE_SP_NBR,VEG_SPCD,SPECIMEN_COLLECTED,SPECIMEN_LABEL_NBR,SPECIMEN_NOT_COLLECTED_REASON,SPECIMEN_RESOLVED,CREATED_DATE,MODIFIED_DATE,UPDATED_UNKNOWN_SPECIES_DATE
218446892010661,171001223010661,218446980010661,2008,54,19,442,ACRU,1,ACRU,0,,,,2009-10-30 10:22:48,,
218446893010661,171001223010661,218446980010661,2008,54,19,442,ACSA3,1,ACSA3,0,,,,2009-10-30 10:22:48,,
218446894010661,171001223010661,218446980010661,2008,54,19,442,AGALA,1,AGALA,0,,,,2009-10-30 10:22:48,,
218446895010661,171001223010661,218446980010661,2008,54,19,442,AMBR2,1,AMBR2,0,,,,2009-10-30 10:22:48,,
218446896010661,171001223010661,218446980010661,2008,54,19,442,AMELA,1,AMELA,0,,2,,2009-10-30 10:22:48,,
218446897010661,171001223010661,218446980010661,2008,54,19,442,ARSE3,1,ARSE3,0,,,,2009-10-30 10:22:48,,
218446898010661,171001223010661,218446980010661,2008,54,19,442,ASTER,1,ASTER,0,,2,,2009-10-30 10:22:48,,
218446899010661,171001223010661,218446980010661,2008,54,19,442,ASTER,2,ASTER,0,,2,,2009-10-30 10:22:48,,
218446900010661,171001223010661,218446980010661,2008,54,19,442,BETUL,1,BETUL,0,,2,,2009-10-30 10:22:48,,
218446901010661,171001223010661,218446980010661,2008,54,19,442,BOTRY,1,BOTRY,0,,2,,2009-10-30 10:22:48,,
218446902010661,171001223010661,218446980010661,2008,54,19,442,CAGL8,1,CAGL8,0,,,,2009-10-30 10:22:48,,
218446903010661,171001223010661,218446980010661,2008,54,19,442,CAREX,1,CAREX,0,,2,,2009-10-30 10:22:48,,
218446904010661,171001223010661,218446980010661,2008,54,19,442,CAREX,2,CAREX,0,,2,,2009-10-30 10:22:48,,
218446905010661,171001223010661,218446980010661,2008,54,19,442,CARYA,1,CARYA,0,,2,,2009-10-30 10:22:48,,
218446906010661,171001223010661,218446980010661,2008,54,19,442,CECA4,1,CECA4,0,,,,2009-10-30 10:22:48,,
218446907010661,171001223010661,218446980010661,2008,54,19,442,CHMA3,1,CHMA3,0,,,,2009-10-30 10:22:48,,
218446908010661,171001223010661,218446980010661,2008,54,19,442,CIRA,1,ACRAR,0,,,,2009-10-30 10:22:48,2012-01-24 13:22:02,
218446909010661,171001223010661,218446980010661,2008,54,19,442,COFL2,1,COFL2,0,,,,2009-10-30 10:22:48,,
218446910010661,171001223010661,218446980010661,2008,54,19,442,DANTH,1,DANTH,0,,2,,2009-10-30 10:22:48,,
218446911010661,171001223010661,218446980010661,2008,54,19,442,DESMO,1,DESMO,0,,2,,2009-10-30 10:22:48,,
218446912010661,171001223010661,218446980010661,2008,54,19,442,DIOSC,1,DIOSC,0,,2,,2009-10-30 10:22:48,,
218446913010661,171001223010661,218446980010661,2008,54,19,442,EUPAT,1,EUPAT,0,,2,,2009-10-30 10:22:48,,
218446914010661,171001223010661,218446980010661,2008,54,19,442,FAGR,1,FAGR,0,,,,2009-10-30 10:22:48,,
218446915010661,171001223010661,218446980010661,2008,54,19,442,FRAXI,1,FRAXI,0,,2,,2009-10-30 10:22:48,,
218446916010661,171001223010661,218446980010661,2008,54,19,442,GACI2,1,GACI2,0,,,,2009-10-30 10:22:48,,
218446917010661,171001223010661,218446980010661,2008,54,19,442,GALIU,1,GALIU,0,,2,,2009-10-30 10:22:48,,
218446918010661,171001223010661,218446980010661,2008,54,19,442,GEMA,1,GEMA,0,,,,2009-10-30 10:22:48,,
218446919010661,171001223010661,218446980010661,2008,54,19,442,GOODY,1,GOODY,0,,2,,2009-10-30 10:22:48,,
218446920010661,171001223010661,218446980010661,2008,54,19,442,LIBE3,1,LIBE3,0,,,,2009-10-30 10:22:48,,
218446921010661,171001223010661,218446980010661,2008,54,19,442,LITU,1,LITU,0,,,,2009-10-30 10:22:48,,
218446922010661,171001223010661,218446980010661,2008,54,19,442,LYSIM,1,LYSIM,0,,2,,2009-10-30 10:22:48,,
218446923010661,171001223010661,218446980010661,2008,54,19,442,MAAC,1,MAAC,0,,,,2009-10-30 10:22:48,,
218446924010661,171001223010661,218446980010661,2008,54,19,442,MARAR,1,MARAR,0,,,,2009-10-30 10:22:48,,
218446925010661,171001223010661,218446980010661,2008,54,19,442,NYSY,1,NYSY,0,,,,2009-10-30 10:22:48,,
218446926010661,171001223010661,218446980010661,2008,54,19,442,OSMOR,1,OSMOR,0,,2,,2009-10-30 10:22:48,,
218446927010661,171001223010661,218446980010661,2008,54,19,442,PAAU3,1,PAAU3,0,,,,2009-10-30 10:22:48,,
218446928010661,171001223010661,218446980010661,2008,54,19,442,PANIC,1,PANIC,0,,2,,2009-10-30 10:22:48,,
218446929010661,171001223010661,218446980010661,2008,54,19,442,PAQU2,1,PAQU2,0,,,,2009-10-30 10:22:48,,
218446930010661,171001223010661,218446980010661,2008,54,19,442,PIRI,1,PIRI,0,,,,2009-10-30 10:22:48,,
218446931010661,171001223010661,218446980010661,2008,54,19,442,POAC4,1,POAC4,0,,,,2009-10-30 10:22:48,,
218446932010661,171001223010661,218446980010661,2008,54,19,442,POBI2,1,POBI2,0,,,,2009-10-30 10:22:48,,
218446933010661,171001223010661,218446980010661,2008,54,19,442,POPE,1,POPE,0,,,,2009-10-30 10:22:48,,
218446934010661,171001223010661,218446980010661,2008,54,19,442,POTEN,1,POTEN,0,,2,,2009-10-30 10:22:48,,
218446935010661,171001223010661,218446980010661,2008,54,19,442,PRENA,1,PRENA,0,,2,,2009-10-30 10:22:48,,
218446936010661,171001223010661,218446980010661,2008,54,19,442,PRSE2,1,PRSE2,0,,,,2009-10-30 10:22:48,,
218446937010661,171001223010661,218446980010661,2008,54,19,442,QUAL,1,QUAL,0,,,,2009-10-30 10:22:48,,
218446938010661,171001223010661,218446980010661,2008,54,19,442,QUCO2,1,QUCO2,0,,,,2009-10-30 10:22:48,,
218446939010661,171001223010661,218446980010661,2008,54,19,442,QURU,1,QURU,0,,,,2009-10-30 10:22:48,,
218446940010661,171001223010661,218446980010661,2008,54,19,442,QUVE,1,QUVE,0,,,,2009-10-30 10:22:48,,
218446941010661,171001223010661,218446980010661,2008,54,19,442,ROMU,1,ROMU,0,,,,2009-10-30 10:22:48,,
218446942010661,171001223010661,218446980010661,2008,54,19,442,RUBUS,1,RUBUS,0,,2,,2009-10-30 10:22:48,,
218446943010661,171001223010661,218446980010661,2008,54,19,442,RUHI,1,RUHI,0,,,,2009-10-30 10:22:48,,
218446944010661,171001223010661,218446980010661,2008,54,19,442,RUPH,1,RUPH,0,,,,2009-10-30 10:22:48,,
218446945010661,171001223010661,218446980010661,2008,54,19,442,SAAL5,1,SAAL5,0,,,,2009-10-30 10:22:48,,
218446946010661,171001223010661,218446980010661,2008,54,19,442,SANIC,1,SANIC,0,,2,,2009-10-30 10:22:48,,
218446947010661,171001223010661,218446980010661,2008,54,19,442,SMGL,1,SMGL,0,,,,2009-10-30 10:22:48,,
218446948010661,171001223010661,218446980010661,2008,54,19,442,SMHE,1,SMHE,0,,,,2009-10-30 10:22:48,,
218446949010661,171001223010661,218446980010661,2008,54,19,442,SMRO,1,SMRO,0,,,,2009-10-30 10:22:48,,
218446950010661,171001223010661,218446980010661,2008,54,19,442,SOLID,1,SOLID,0,,2,,2009-10-30 10:22:48,,
218446951010661,171001223010661,218446980010661,2008,54,19,442,STPU,1,STPU,0,,,,2009-10-30 10:22:48,,
218446952010661,171001223010661,218446980010661,2008,54,19,442,THALI2,1,THALI2,0,,2,,2009-10-30 10:22:48,,
218446953010661,171001223010661,218446980010661,2008,54,19,442,TORA2,1,TORA2,0,,,,2009-10-30 10:22:48,,
218446954010661,171001223010661,218446980010661,2008,54,19,442,ULMUS,1,ULMUS,0,,2,,2009-10-30 10:22:48,,
218446955010661,171001223010661,218446980010661,2008,54,19,442,UVPE,1,UVPE,0,,,,2009-10-30 10:22:48,,
218446956010661,171001223010661,218446980010661,2008,54,19,442,VAAN,1,VAAN,0,,,,2009-10-30 10:22:48,,
218446957010661,171001223010661,218446980010661,2008,54,19,442,VACCI,1,VACCI,0,,2,,2009-10-30 10:22:48,,
218446958010661,171001223010661,218446980010661,2008,54,19,442,VAPA4,1,VAPA4,0,,,,2009-10-30 10:22:48,,
218446959010661,171001223010661,218446980010661,2008,54,19,442,VIAC,1,VIAC,0,,,,2009-10-30 10:22:48,,
218446960010661,171001223010661,218446980010661,2008,54,19,442,VIOLA,1,VIOLA,0,,2,,2009-10-30 10:22:48,,
218446961010661,171001223010661,218446980010661,2008,54,19,442,VIOLA,2,VIOLA,0,,2,,2009-10-30 10:22:48,,
218446962010661,171001223010661,218446980010661,2008,54,19,442,VIOLA,3,VIOLA,0,,2,,2009-10-30 10:22:48,,
218445469010661,171000314010661,218445620010661,2008,54,25,286,2FD,3,2FD,0,,2,,2009-10-30 10:22:48,,
218445470010661,171000314010661,218445620010661,2008,54,25,286,2FD,7,2FD,0,,2,,2009-10-30 10:22:48,,
218445471010661,171000314010661,218445620010661,2008,54,25,286,2FERN,3,2FERN,1,30663.0,,Y,2009-10-30 10:22:48,,
218445472010661,171000314010661,218445620010661,2008,54,25,286,2FMP,2,2FMP,0,,2,,2009-10-30 10:22:48,,
218445473010661,171000314010661,218445620010661,2008,54,25,286,2GL,1,2GL,1,30671.0,,Y,2009-10-30 10:22:48,,
218445474010661,171000314010661,218445620010661,2008,54,25,286,2GRAM,1,2GRAM,1,30643.0,,Y,2009-10-30 10:22:48,,
218445475010661,171000314010661,218445620010661,2008,54,25,286,2GRAM,2,2GRAM,0,,2,,2009-10-30 10:22:48,,
218445476010661,171000314010661,218445620010661,2008,54,25,286,2GRAM,3,2GRAM,1,30664.0,,Y,2009-10-30 10:22:48,,
218445477010661,171000314010661,218445620010661,2008,54,25,286,2SUBS,1,2SUBS,1,30653.0,,Y,2009-10-30 10:22:48,,
218445478010661,171000314010661,218445620010661,2008,54,25,286,ACPE,1,ACPE,0,,,,2009-10-30 10:22:48,,
218445479010661,171000314010661,218445620010661,2008,54,25,286,ACRU,1,ACRU,0,,,,2009-10-30 10:22:48,,
218445480010661,171000314010661,218445620010661,2008,54,25,286,ACSA3,1,ACSA3,0,,,,2009-10-30 10:22:48,,
218445481010661,171000314010661,218445620010661,2008,54,25,286,AMAR3,1,AMAR3,1,30685.0,,Y,2009-10-30 10:22:48,,
218445482010661,171000314010661,218445620010661,2008,54,25,286,ANLA,1,2FD,1,30646.0,,Y,2009-10-30 10:22:48,,
218445483010661,171000314010661,218445620010661,2008,54,25,286,APAM,1,APAM,0,,,,2009-10-30 10:22:48,,
218445484010661,171000314010661,218445620010661,2008,54,25,286,ASINI,1,ASINI,1,30667.0,,Y,2009-10-30 10:22:48,,
218445485010661,171000314010661,218445620010661,2008,54,25,286,ASTER,1,2FD,1,30676.0,,Y,2009-10-30 10:22:48,,
218445486010661,171000314010661,218445620010661,2008,54,25,286,ASTER,2,2FD,1,30656.0,,Y,2009-10-30 10:22:48,,
218445487010661,171000314010661,218445620010661,2008,54,25,286,BELE,1,BELE,0,,,,2009-10-30 10:22:48,,
218445488010661,171000314010661,218445620010661,2008,54,25,286,CACA18,1,CACA18,0,,,,2009-10-30 10:22:48,,
218445489010661,171000314010661,218445620010661,2008,54,25,286,CAGL8,1,CARYA,1,30688.0,,Y,2009-10-30 10:22:48,,
218445490010661,171000314010661,218445620010661,2008,54,25,286,CALU5,1,CALU5,1,30666.0,,Y,2009-10-30 10:22:48,,
218445491010661,171000314010661,218445620010661,2008,54,25,286,CAREX,1,CAREX,1,30645.0,,Y,2009-10-30 10:22:48,,
218445492010661,171000314010661,218445620010661,2008,54,25,286,CAREX,2,CAREX,1,30662.0,,Y,2009-10-30 10:22:48,,
218445493010661,171000314010661,218445620010661,2008,54,25,286,CAREX,4,CAREX,1,30670.0,,Y,2009-10-30 10:22:48,,
218445494010661,171000314010661,218445620010661,2008,54,25,286,CAREX,5,CAREX,1,30680.0,,Y,2009-10-30 10:22:48,,
218445495010661,171000314010661,218445620010661,2008,54,25,286,CIMU,1,CIMU,1,30658.0,,Y,2009-10-30 10:22:48,,
218445496010661,171000314010661,218445620010661,2008,54,25,286,CLVI5,1,CLVI5,1,30659.0,,Y,2009-10-30 10:22:48,,
218445497010661,171000314010661,218445620010661,2008,54,25,286,CLVU,1,CLVU,1,30665.0,,Y,2009-10-30 10:22:48,,
218445498010661,171000314010661,218445620010661,2008,54,25,286,CORNU,1,CORNU,0,,2,,2009-10-30 10:22:48,,
218445499010661,171000314010661,218445620010661,2008,54,25,286,CRATA,1,CRATA,0,,2,,2009-10-30 10:22:48,,
218445500010661,171000314010661,218445620010661,2008,54,25,286,DILA5,1,PRLA9,1,30672.0,,Y,2009-10-30 10:22:48,2012-01-24 13:21:49,
218445501010661,171000314010661,218445620010661,2008,54,25,286,DIQU,1,DIQU,0,,,,2009-10-30 10:22:48,,
218445502010661,171000314010661,218445620010661,2008,54,25,286,DRCA11,1,DRCA11,1,30675.0,,Y,2009-10-30 10:22:48,,
218445503010661,171000314010661,218445620010661,2008,54,25,286,EUDI16,1,EUDI16,1,30678.0,,Y,2009-10-30 10:22:48,,
218445504010661,171000314010661,218445620010661,2008,54,25,286,FAGR,1,FAGR,0,,,,2009-10-30 10:22:48,,
218445505010661,171000314010661,218445620010661,2008,54,25,286,FRAM2,1,FRAM2,0,,,,2009-10-30 10:22:48,,
218445506010661,171000314010661,218445620010661,2008,54,25,286,GABA,1,GABA,0,,,,2009-10-30 10:22:48,,
218445507010661,171000314010661,218445620010661,2008,54,25,286,GALA3,1,GALA3,1,30682.0,,Y,2009-10-30 10:22:49,,
218445508010661,171000314010661,218445620010661,2008,54,25,286,GATR3,1,GATR3,1,30673.0,,Y,2009-10-30 10:22:49,,
218445509010661,171000314010661,218445620010661,2008,54,25,286,GAUR2,1,GAUR2,1,30647.0,,Y,2009-10-30 10:22:49,,
218445510010661,171000314010661,218445620010661,2008,54,25,286,GOPU,1,GOPU,1,30648.0,,Y,2009-10-30 10:22:49,,
218445511010661,171000314010661,218445620010661,2008,54,25,286,HAVI4,1,HAVI4,0,,,,2009-10-30 10:22:49,,
218445512010661,171000314010661,218445620010661,2008,54,25,286,HYPR,1,HYPR,1,30655.0,,Y,2009-10-30 10:22:49,,
218445513010661,171000314010661,218445620010661,2008,54,25,286,HYPU,1,HYPU,1,30677.0,,Y,2009-10-30 10:22:49,,
218445514010661,171000314010661,218445620010661,2008,54,25,286,ILAM,1,ILEX,1,30652.0,,Y,2009-10-30 10:22:49,,
218445515010661,171000314010661,218445620010661,2008,54,25,286,ILMO,1,ILMO,0,,,,2009-10-30 10:22:49,,
218445516010661,171000314010661,218445620010661,2008,54,25,286,IMPAT,1,IMPAT,0,,2,,2009-10-30 10:22:49,,
218445517010661,171000314010661,218445620010661,2008,54,25,286,LIBE3,1,LIBE3,0,,,,2009-10-30 10:22:49,,
218445518010661,171000314010661,218445620010661,2008,54,25,286,LITU,1,LITU,0,,,,2009-10-30 10:22:49,,
218445519010661,171000314010661,218445620010661,2008,54,25,286,LYOB,1,LYOB,1,30686.0,,Y,2009-10-30 10:22:49,,
218445520010661,171000314010661,218445620010661,2008,54,25,286,MEVI,1,MEVI,0,,,,2009-10-30 10:22:49,,
218445521010661,171000314010661,218445620010661,2008,54,25,286,MIRE,1,MIRE,0,,,,2009-10-30 10:22:49,,
218445522010661,171000314010661,218445620010661,2008,54,25,286,NYSY,1,NYSY,0,,,,2009-10-30 10:22:49,,
218445523010661,171000314010661,218445620010661,2008,54,25,286,ONSE,1,ONSE,0,,,,2009-10-30 10:22:49,,
218445524010661,171000314010661,218445620010661,2008,54,25,286,OSCL2,1,OSCL2,1,30644.0,,Y,2009-10-30 10:22:49,,
218445525010661,171000314010661,218445620010661,2008,54,25,286,OSRE,1,OSRE,0,,,,2009-10-30 10:22:49,,
218445530010661,171000314010661,218445620010661,2008,54,25,286,PAAU3,1,PAAU3,1,30660.0,,Y,2009-10-30 10:22:49,,
218446963010661,171001223010661,218446980010661,2008,54,19,442,VITIS,1,VITIS,0,,2,,2009-10-30 10:22:48,,
218445526010661,171000314010661,218445620010661,2008,54,25,286,OSVI,1,OSVI,1,30679.0,,Y,2009-10-30 10:22:49,,
218445527010661,171000314010661,218445620010661,2008,54,25,286,OXAR,1,OXAR,0,,,,2009-10-30 10:22:49,,
218445528010661,171000314010661,218445620010661,2008,54,25,286,OXRI,1,OXRI,1,30674.0,,Y,2009-10-30 10:22:49,,
218445529010661,171000314010661,218445620010661,2008,54,25,286,OXST,1,OXST,1,30657.0,,Y,2009-10-30 10:22:49,,
218445531010661,171000314010661,218445620010661,2008,54,25,286,PANIC,1,DICHA2,1,30654.0,,Y,2009-10-30 10:22:49,,
218445532010661,171000314010661,218445620010661,2008,54,25,286,PAQU2,1,PAQU2,0,,,,2009-10-30 10:22:49,,
218445533010661,171000314010661,218445620010661,2008,54,25,286,POAC4,1,POAC4,0,,,,2009-10-30 10:22:49,,
218445534010661,171000314010661,218445620010661,2008,54,25,286,POVI7,1,POVI7,1,30681.0,,Y,2009-10-30 10:22:49,,
218445535010661,171000314010661,218445620010661,2008,54,25,286,PRENA,1,PRENA,1,30661.0,,Y,2009-10-30 10:22:49,,
218445536010661,171000314010661,218445620010661,2008,54,25,286,PRENA,2,PRENA,1,30649.0,,Y,2009-10-30 10:22:49,,
218445537010661,171000314010661,218445620010661,2008,54,25,286,QUAL,1,QUAL,0,,,,2009-10-30 10:22:49,,
218445538010661,171000314010661,218445620010661,2008,54,25,286,QUPR2,1,QUMO4,0,,,,2009-10-30 10:22:49,2018-12-12 09:55:15,
218445539010661,171000314010661,218445620010661,2008,54,25,286,QURU,1,QURU,0,,,,2009-10-30 10:22:49,,
218445540010661,171000314010661,218445620010661,2008,54,25,286,QUVE,1,QUVE,0,,,,2009-10-30 10:22:49,,
218445541010661,171000314010661,218445620010661,2008,54,25,286,RHODO,1,RHODO,0,,2,,2009-10-30 10:22:49,,
218445542010661,171000314010661,218445620010661,2008,54,25,286,ROMU,1,ROMU,0,,,,2009-10-30 10:22:49,,
218445543010661,171000314010661,218445620010661,2008,54,25,286,RUBUS,1,RUBUS,0,,2,,2009-10-30 10:22:49,,
218445544010661,171000314010661,218445620010661,2008,54,25,286,RUBUS,2,RUBUS,1,30683.0,,Y,2009-10-30 10:22:49,,
218445545010661,171000314010661,218445620010661,2008,54,25,286,SAAL5,1,SAAL5,0,,,,2009-10-30 10:22:49,,
218445546010661,171000314010661,218445620010661,2008,54,25,286,SMRO,1,SMRO,0,,,,2009-10-30 10:22:49,,
218445547010661,171000314010661,218445620010661,2008,54,25,286,SMTA2,1,SMTA2,0,,,,2009-10-30 10:22:49,,
218445548010661,171000314010661,218445620010661,2008,54,25,286,THALI2,1,THALI2,1,30669.0,,Y,2009-10-30 10:22:49,,
218445549010661,171000314010661,218445620010661,2008,54,25,286,THNO,1,THNO,1,30650.0,,Y,2009-10-30 10:22:49,,
218445550010661,171000314010661,218445620010661,2008,54,25,286,THPA,1,THPA,0,,,,2009-10-30 10:22:49,,
218445551010661,171000314010661,218445620010661,2008,54,25,286,ULAM,1,ULAM,0,,,,2009-10-30 10:22:49,,
218445552010661,171000314010661,218445620010661,2008,54,25,286,UVPU2,1,UVPU2,1,30651.0,,Y,2009-10-30 10:22:49,,
218445553010661,171000314010661,218445620010661,2008,54,25,286,VAPA4,1,VAPA4,0,,,,2009-10-30 10:22:49,,
218445554010661,171000314010661,218445620010661,2008,54,25,286,VAST,1,VAST,1,30684.0,,Y,2009-10-30 10:22:49,,
218445555010661,171000314010661,218445620010661,2008,54,25,286,VIAC,1,VIAC,0,,,,2009-10-30 10:22:49,,
218445556010661,171000314010661,218445620010661,2008,54,25,286,VIOLA,2,VIOLA,1,30668.0,,Y,2009-10-30 10:22:49,,
218445557010661,171000314010661,218445620010661,2008,54,25,286,VIOLA,3,VIOLA,0,,2,,2009-10-30 10:22:49,,
218445558010661,171000314010661,218445620010661,2008,54,25,286,VITIS,1,VITIS,0,,2,,2009-10-30 10:22:49,,
218444853010661,171000326010661,218444942010661,2008,54,27,188,2FORB,1,AGALA,1,30435.0,,Y,2009-10-30 10:22:49,,
218444854010661,171000326010661,218444942010661,2008,54,27,188,2FORB,2,MENTH,1,30391.0,,Y,2009-10-30 10:22:49,,
218444855010661,171000326010661,218444942010661,2008,54,27,188,2FORB,3,2FORB,1,30394.0,,Y,2009-10-30 10:22:49,,
218444856010661,171000326010661,218444942010661,2008,54,27,188,2FORB,4,2FORB,1,30395.0,,Y,2009-10-30 10:22:49,,
218444857010661,171000326010661,218444942010661,2008,54,27,188,2FORB,5,VERBE2,1,30396.0,,Y,2009-10-30 10:22:49,,
218444858010661,171000326010661,218444942010661,2008,54,27,188,2FORB,7,2FORB,1,30400.0,,Y,2009-10-30 10:22:49,,
218444859010661,171000326010661,218444942010661,2008,54,27,188,2FORB,8,PAQU2,1,30427.0,,Y,2009-10-30 10:22:49,,
218444860010661,171000326010661,218444942010661,2008,54,27,188,2FORB,9,2FORB,1,30402.0,,Y,2009-10-30 10:22:49,,
218444861010661,171000326010661,218444942010661,2008,54,27,188,2FORB,10,AMAR2,1,30404.0,,Y,2009-10-30 10:22:49,,
218444862010661,171000326010661,218444942010661,2008,54,27,188,2FORB,11,2FD,1,30412.0,,Y,2009-10-30 10:22:49,,
218444863010661,171000326010661,218444942010661,2008,54,27,188,2FORB,12,AGALA,1,30413.0,,Y,2009-10-30 10:22:49,,
218444864010661,171000326010661,218444942010661,2008,54,27,188,2FORB,13,2FD,1,30414.0,,Y,2009-10-30 10:22:49,,
218444865010661,171000326010661,218444942010661,2008,54,27,188,2FORB,14,ALPE4,1,30418.0,,Y,2009-10-30 10:22:49,,
218444866010661,171000326010661,218444942010661,2008,54,27,188,2FORB,15,BAVU,1,30416.0,,Y,2009-10-30 10:22:49,,
218444867010661,171000326010661,218444942010661,2008,54,27,188,2FORB,16,2FORB,0,,2,,2009-10-30 10:22:49,,
218444868010661,171000326010661,218444942010661,2008,54,27,188,2FORB,17,2FORB,0,,2,,2009-10-30 10:22:49,,
218444869010661,171000326010661,218444942010661,2008,54,27,188,2FORB,18,ACMI2,1,30421.0,,Y,2009-10-30 10:22:49,,
218444870010661,171000326010661,218444942010661,2008,54,27,188,2FORB,19,2FD,1,30422.0,,Y,2009-10-30 10:22:49,,
218444871010661,171000326010661,218444942010661,2008,54,27,188,2FORB,20,2FORB,0,,2,,2009-10-30 10:22:49,,
218444872010661,171000326010661,218444942010661,2008,54,27,188,2FORB,21,SOCA3,1,30428.0,,Y,2009-10-30 10:22:49,,
218444873010661,171000326010661,218444942010661,2008,54,27,188,2FORB,22,2FORB,0,,2,,2009-10-30 10:22:49,,
218444874010661,171000326010661,218444942010661,2008,54,27,188,2FORB,23,2FORB,0,,2,,2009-10-30 10:22:49,,
218444875010661,171000326010661,218444942010661,2008,54,27,188,2FORB,24,2FORB,0,,2,,2009-10-30 10:22:49,,
218444876010661,171000326010661,218444942010661,2008,54,27,188,2FORB,25,2FORB,1,30432.0,,Y,2009-10-30 10:22:49,,
218444877010661,171000326010661,218444942010661,2008,54,27,188,2FORB,26,ANTEN,1,30436.0,,Y,2009-10-30 10:22:49,,
218444878010661,171000326010661,218444942010661,2008,54,27,188,2FORB,27,2FORB,1,30437.0,,Y,2009-10-30 10:22:49,,
218444879010661,171000326010661,218444942010661,2008,54,27,188,2FORB,28,2FORB,1,30438.0,,Y,2009-10-30 10:22:49,,
218444880010661,171000326010661,218444942010661,2008,54,27,188,2GL,1,CAWI2,1,30401.0,,Y,2009-10-30 10:22:49,,
218444881010661,171000326010661,218444942010661,2008,54,27,188,2GRAM,1,2GRAM,1,30390.0,,Y,2009-10-30 10:22:49,,
218444882010661,171000326010661,218444942010661,2008,54,27,188,2GRAM,2,DASP2,1,30403.0,,Y,2009-10-30 10:22:49,,
218444883010661,171000326010661,218444942010661,2008,54,27,188,2GRAM,3,POCO,1,30405.0,,Y,2009-10-30 10:22:49,,
218444884010661,171000326010661,218444942010661,2008,54,27,188,2GRAM,4,2GRAM,1,30407.0,,Y,2009-10-30 10:22:49,,
218444885010661,171000326010661,218444942010661,2008,54,27,188,2GRAM,5,DIBO2,1,30410.0,,Y,2009-10-30 10:22:49,,
218444886010661,171000326010661,218444942010661,2008,54,27,188,2GRAM,6,DIVIV,1,30411.0,,Y,2009-10-30 10:22:49,,
218444887010661,171000326010661,218444942010661,2008,54,27,188,2GRAM,7,2GRAM,1,30415.0,,Y,2009-10-30 10:22:49,,
218444888010661,171000326010661,218444942010661,2008,54,27,188,2GRAM,8,HOLA,1,30420.0,,Y,2009-10-30 10:22:49,,
218444889010661,171000326010661,218444942010661,2008,54,27,188,2SHRUB,1,2FD,1,30397.0,,Y,2009-10-30 10:22:49,,
218444890010661,171000326010661,218444942010661,2008,54,27,188,2SHRUB,2,2SHRUB,1,30406.0,,Y,2009-10-30 10:22:49,,
218444891010661,171000326010661,218444942010661,2008,54,27,188,2SHRUB,3,2SHRUB,1,30434.0,,Y,2009-10-30 10:22:49,,
218444892010661,171000326010661,218444942010661,2008,54,27,188,2VH,1,2VH,1,30419.0,,Y,2009-10-30 10:22:49,,
218444893010661,171000326010661,218444942010661,2008,54,27,188,ACRU,1,ACRU,0,,,,2009-10-30 10:22:49,,
218444894010661,171000326010661,218444942010661,2008,54,27,188,CAREX,1,CAHI6,1,30408.0,,Y,2009-10-30 10:22:49,,
218444895010661,171000326010661,218444942010661,2008,54,27,188,CAREX,2,CAVU2,1,30425.0,,Y,2009-10-30 10:22:49,,
218444896010661,171000326010661,218444942010661,2008,54,27,188,CARYA,1,CARYA,0,,2,,2009-10-30 10:22:49,,
218444897010661,171000326010661,218444942010661,2008,54,27,188,CENTE,1,2FDA,1,30431.0,,Y,2009-10-30 10:22:49,,
218444898010661,171000326010661,218444942010661,2008,54,27,188,CEOC,1,CEOC,1,30409.0,,Y,2009-10-30 10:22:49,,
218444899010661,171000326010661,218444942010661,2008,54,27,188,COFL2,1,COFL2,0,,,,2009-10-30 10:22:49,,
218444900010661,171000326010661,218444942010661,2008,54,27,188,DIOSP,1,DIOSP,1,30429.0,,Y,2009-10-30 10:22:49,,
218444901010661,171000326010661,218444942010661,2008,54,27,188,FRAM2,1,FRAM2,0,,,,2009-10-30 10:22:49,,
218444902010661,171000326010661,218444942010661,2008,54,27,188,GALIU,1,GALIU,0,,2,,2009-10-30 10:22:49,,
218444903010661,171000326010661,218444942010661,2008,54,27,188,JUNI,1,JUNI,0,,,,2009-10-30 10:22:49,,
218444904010661,171000326010661,218444942010661,2008,54,27,188,JUVI,1,JUVI,0,,,,2009-10-30 10:22:49,,
218444905010661,171000326010661,218444942010661,2008,54,27,188,LOJA,1,LOJA,0,,,,2009-10-30 10:22:49,,
218444906010661,171000326010661,218444942010661,2008,54,27,188,LONIC,1,LONIC,1,30423.0,,Y,2009-10-30 10:22:49,,
218444907010661,171000326010661,218444942010661,2008,54,27,188,MIVI,1,MIVI,0,,,,2009-10-30 10:22:49,,
218444908010661,171000326010661,218444942010661,2008,54,27,188,OXALI,1,OXALI,1,30392.0,,Y,2009-10-30 10:22:49,,
218444909010661,171000326010661,218444942010661,2008,54,27,188,PAQU2,1,PAQU2,0,,,,2009-10-30 10:22:49,,
218444910010661,171000326010661,218444942010661,2008,54,27,188,POLYG4,1,POLYG4,1,30417.0,,Y,2009-10-30 10:22:49,,
218444911010661,171000326010661,218444942010661,2008,54,27,188,POTEN,1,POTEN,0,,2,,2009-10-30 10:22:49,,
