CN,PLT_CN,INVYR,STATECD,COUNTYCD,PLOT,SUBP,TRANSECT,CWDID,MEASYEAR,CONDID,SLOPDIST,HORIZ_DIST,SPCD,DECAYCD,TRANSDIA,SMALLDIA,LARGEDIA,LENGTH,HOLLOWCD,CWDHSTCD,VOLCF,DRYBIO,CARBON,COVER_PCT,LPA_UNADJ,LPA_PLOT,LPA_COND,LPA_UNADJ_RGN,LPA_PLOT_RGN,LPA_COND_RGN,COVER_PCT_RGN,CHARRED_CD,ORNTCD_PNWRS,CREATED_DATE,MODIFIED_DATE,CWD_SAMPLE_METHOD,HOLLOW_DIA,HORIZ_DIST_CD,INCLINATION,LARGE_END_DIA_CLASS,LENGTH_CD,VOLCF_AC_UNADJ,VOLCF_AC_PLOT,VOLCF_AC_COND,DRYBIO_AC_UNADJ,DRYBIO_AC_PLOT,DRYBIO_AC_COND,CARBON_AC_UNADJ,CARBON_AC_PLOT,CARBON_AC_COND
56707885010538,60284566010538,2004,54,77,1290,3,270,1.0,2004,1,17.8,17.603067081056,711.0,4,4,3,4,15,N,1,1.02265625,11.80554375,5.79652198125,0.1590798611111111,15.8389,15.8389,15.8389,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,16.197750078125,16.197750078125,16.197750078125,186.986826901875,186.986826901875,186.986826901875,91.81053200882063,91.81053200882063,91.81053200882063
56707886010538,60284566010538,2004,54,77,1290,3,270,2.0,2004,1,17.3,17.108598904622,998.0,3,3,3,3,9,N,1,0.4417875,6.45080436,3.16734494076,0.13635416666666667,26.39816666666667,26.39816666666667,26.39816666666667,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,11.66238005625,11.66238005625,11.66238005625,170.28940862934,170.28940862934,170.28940862934,83.61209963700594,83.61209963700594,83.61209963700594
56707896010538,60284566010538,2004,54,77,1290,4,270,1.0,2004,1,23.1,23.071179028078,800.0,3,11,3,13,250,N,1,121.35520833333334,2010.5160075,987.1633596825,0.3636111111111111,0.950334,0.950334,0.950334,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,115.32798055625,115.32798055625,115.32798055625,1910.661719471505,1910.661719471505,1910.661719471505,938.134904260509,938.134904260509,938.134904260509
56707897010538,60284566010538,2004,54,77,1290,4,270,2.0,2004,1,4.6,4.594260758838,800.0,2,5,3,7,37,N,1,5.852320833333334,168.058054164,82.516504594524,0.22725694444444444,6.421175675675675,6.421175675675675,6.421175675675675,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,37.57878018125,37.57878018125,37.57878018125,1079.130289499262,1079.130289499262,1079.130289499262,529.8529721441377,529.8529721441377,529.8529721441377
56706404010538,60286022010538,2004,54,81,1027,1,150,1.0,2004,1,8.1,8.010384458233,998.0,4,8,7,13,29,N,1,17.240620833333335,234.957939216,115.364348155056,0.4545138888888889,8.19253448275862,8.19253448275862,8.19253448275862,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,141.24438068125,141.24438068125,141.24438068125,1924.901019024984,1924.901019024984,1924.901019024984,945.1264003412672,945.1264003412672,945.1264003412672
56706416010538,60286022010538,2004,54,81,1027,2,270,1.0,2004,1,11.5,11.442927687415,261.0,4,3,3,4,4,N,1,0.27270833333333333,2.7482455,1.4318359055,0.1590798611111111,59.395875,59.395875,59.395875,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,16.197750078125,16.197750078125,16.197750078125,163.2344461873125,163.2344461873125,163.2344461873125,85.04514646358982,85.04514646358982,85.04514646358982
56706433010538,60286022010538,2004,54,81,1027,4,270,1.0,2004,1,20.1,19.252308332945,901.0,3,4,4,4,4,N,1,0.3490666666666667,8.3811856128,4.1151621358848,0.18180555555555555,59.395875,59.395875,59.395875,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,20.7331201,20.7331201,20.7331201,497.8078530096672,497.8078530096672,497.8078530096672,244.4236558277466,244.4236558277466,244.4236558277466
56706434010538,60286022010538,2004,54,81,1027,4,270,2.0,2004,1,13.6,13.026437479008,998.0,3,4,3,5,6,N,1,0.556325,8.12323512,3.98850844392,0.18180555555555555,39.59725,39.59725,39.59725,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,22.02894010625,22.02894010625,22.02894010625,321.65777185542,321.65777185542,321.65777185542,157.93396598101123,157.93396598101123,157.93396598101123
56706636010538,60259817010538,2004,54,83,1402,1,30,1.0,2004,1,17.2,17.178540228699,998.0,3,5,4,5,8,N,2,0.8944833333333333,13.06088784,6.41289592944,0.20453125,29.6979375,29.6979375,29.6979375,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,26.564310128125,26.564310128125,26.564310128125,387.88143076683,387.88143076683,387.88143076683,190.44978250651354,190.44978250651354,190.44978250651354
56706657010538,60259817010538,2004,54,83,1402,2,30,1.0,2004,1,23.7,23.670430431405,998.0,3,4,3,5,19,N,2,1.7616958333333332,25.72357788,12.63027673908,0.18180555555555555,12.504394736842105,12.504394736842105,12.504394736842105,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,22.02894010625,22.02894010625,22.02894010625,321.65777185542,321.65777185542,321.65777185542,157.93396598101123,157.93396598101123,157.93396598101123
56706658010538,60259817010538,2004,54,83,1402,2,30,2.0,2004,1,6.0,5.992514033267,318.0,2,5,5,6,6,N,2,0.9981125,29.297556288,14.385100137408,0.2499826388888889,39.59725,39.59725,39.59725,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,39.522510190625,39.522510190625,39.522510190625,1160.102660725008,1160.102660725008,1160.102660725008,569.6104064159789,569.6104064159789,569.6104064159789
56706673010538,60259817010538,2004,54,83,1402,3,30,1.0,2004,1,18.6,18.6,998.0,4,3,3,3,3,N,2,0.1472625,2.006916912,0.985396203792,0.13635416666666667,79.1945,79.1945,79.1945,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,11.66238005625,11.66238005625,11.66238005625,158.936781387384,158.936781387384,158.936781387384,78.03795966120555,78.03795966120555,78.03795966120555
56706674010538,60259817010538,2004,54,83,1402,3,30,2.0,2004,1,7.2,7.2,998.0,3,3,3,5,12,N,2,1.11265,16.24647024,7.97701688784,0.18180555555555555,19.798625,19.798625,19.798625,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,22.02894010625,22.02894010625,22.02894010625,321.65777185542,321.65777185542,321.65777185542,157.93396598101123,157.93396598101123,157.93396598101123
56706675010538,60259817010538,2004,54,83,1402,3,30,3.0,2004,1,4.1,4.1,998.0,3,4,4,4,27,N,2,2.3562,34.40428992,16.89250635072,0.18180555555555555,8.799388888888888,8.799388888888888,8.799388888888888,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,20.7331201,20.7331201,20.7331201,302.73672645216,302.73672645216,302.73672645216,148.64373268801057,148.64373268801057,148.64373268801057
56706687010538,60259817010538,2004,54,83,1402,4,30,1.0,2004,1,18.2,18.109676861822,998.0,4,3,3,4,12,N,1,0.818125,11.1495384,5.4744233544,0.1590798611111111,19.798625,19.798625,19.798625,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,16.197750078125,16.197750078125,16.197750078125,220.7455297047,220.7455297047,220.7455297047,108.3860550850077,108.3860550850077,108.3860550850077
56706639010538,60259817010538,2004,54,83,1402,1,150,1.0,2004,1,24.738633753706,24.0,998.0,3,6,4,6,13,N,2,1.8435083333333333,26.91817128,13.21682209848,0.22725694444444444,18.275653846153848,18.275653846153848,18.275653846153848,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,33.6913201625,33.6913201625,33.6913201625,491.94718048476,491.94718048476,491.94718048476,241.54606561801717,241.54606561801717,241.54606561801717
56706640010538,60259817010538,2004,54,83,1402,1,150,2.0,2004,1,21.0,20.372992503052,998.0,3,4,3,5,17,N,2,1.5762541666666667,23.01583284,11.30077392444,0.18180555555555555,13.9755,13.9755,13.9755,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,22.02894010625,22.02894010625,22.02894010625,321.65777185542,321.65777185542,321.65777185542,157.93396598101123,157.93396598101123,157.93396598101123
56706641010538,60259817010538,2004,54,83,1402,1,150,3.0,2004,1,19.8,19.208821502878,998.0,3,4,4,4,12,N,2,1.0472,15.29079552,7.50778060032,0.18180555555555555,19.798625,19.798625,19.798625,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,20.7331201,20.7331201,20.7331201,302.73672645216,302.73672645216,302.73672645216,148.64373268801057,148.64373268801057,148.64373268801057
56706642010538,60259817010538,2004,54,83,1402,1,150,4.0,2004,1,19.4,18.820764502819,316.0,3,4,3,5,15,N,2,1.3908125,24.792356589,12.173047085199,0.18180555555555555,15.8389,15.8389,15.8389,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,22.02894010625,22.02894010625,22.02894010625,392.6836567775121,392.6836567775121,392.6836567775121,192.80767547775844,192.80767547775844,192.80767547775844
56706643010538,60259817010538,2004,54,83,1402,1,150,5.0,2004,1,18.3,17.75360775266,371.0,3,6,4,6,27,N,2,3.828825,93.29774454,45.80919256914,0.22725694444444444,8.799388888888888,8.799388888888888,8.799388888888888,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,33.6913201625,33.6913201625,33.6913201625,820.96313666367,820.96313666367,820.96313666367,403.09290010186197,403.09290010186197,403.09290010186197
56706644010538,60259817010538,2004,54,83,1402,1,150,6.0,2004,1,8.3,8.052182751206,998.0,2,8,4,14,46,N,2,26.594516666666667,673.092323904,330.488331036864,0.4090625,5.164858695652174,5.164858695652174,5.164858695652174,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,137.3569206625,137.3569206625,137.3569206625,3476.426742092304,3476.426742092304,3476.426742092304,1706.9255303673212,1706.9255303673212,1706.9255303673212
56706645010538,60259817010538,2004,54,83,1402,1,150,7.0,2004,1,5.5,5.335783750799,998.0,3,8,4,8,27,N,2,5.8905,86.0107248,42.2312658768,0.27270833333333333,8.799388888888888,8.799388888888888,8.799388888888888,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,51.83280025,51.83280025,51.83280025,756.8418161304,756.8418161304,756.8418161304,371.6093317200264,371.6093317200264,371.6093317200264
56706661010538,60259817010538,2004,54,83,1402,2,150,1.0,2004,1,1.7,1.666987148675,318.0,2,4,4,5,19,N,2,2.1243979166666667,62.357367072,30.617467232352,0.20453125,12.504394736842105,12.504394736842105,12.504394736842105,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,26.564310128125,26.564310128125,26.564310128125,779.741132618448,779.741132618448,779.741132618448,382.852896115658,382.852896115658,382.852896115658
56706690010538,60259817010538,2004,54,83,1402,4,150,1.0,2004,1,24.0,23.970056133068,998.0,3,3,3,3,4,N,1,0.19635,2.86702416,1.40770886256,0.13635416666666667,59.395875,59.395875,59.395875,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,11.66238005625,11.66238005625,11.66238005625,170.28940862934,170.28940862934,170.28940862934,83.61209963700594,83.61209963700594,83.61209963700594
56706691010538,60259817010538,2004,54,83,1402,4,150,2.0,2004,1,3.5,3.495633186072,998.0,3,4,4,6,41,N,2,5.814141666666667,84.89577096,41.68382354136,0.22725694444444444,5.794719512195122,5.794719512195122,5.794719512195122,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,33.6913201625,33.6913201625,33.6913201625,491.94718048476,491.94718048476,491.94718048476,241.54606561801717,241.54606561801717,241.54606561801717
56706649010538,60259817010538,2004,54,83,1402,1,270,1.0,2004,1,5.6,5.491251783869,998.0,3,7,4,8,27,N,2,5.8905,86.0107248,42.2312658768,0.27270833333333333,8.799388888888888,8.799388888888888,8.799388888888888,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,51.83280025,51.83280025,51.83280025,756.8418161304,756.8418161304,756.8418161304,371.6093317200264,371.6093317200264,371.6093317200264
56706650010538,60259817010538,2004,54,83,1402,1,270,2.0,2004,1,9.5,9.315516419064,998.0,3,4,4,14,46,N,2,26.594516666666667,388.32249456,190.66634482896,0.4090625,5.164858695652174,5.164858695652174,5.164858695652174,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,137.3569206625,137.3569206625,137.3569206625,2005.63081274556,2005.63081274556,2005.63081274556,984.76472905807,984.76472905807,984.76472905807
56706651010538,60259817010538,2004,54,83,1402,1,270,3.0,2004,1,9.6,9.413574486633,998.0,3,4,4,4,11,N,2,0.9599333333333333,14.01656256,6.88213221696,0.18180555555555555,21.5985,21.5985,21.5985,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,20.7331201,20.7331201,20.7331201,302.73672645216,302.73672645216,302.73672645216,148.64373268801057,148.64373268801057,148.64373268801057
56706652010538,60259817010538,2004,54,83,1402,1,270,4.0,2004,1,1.1,1.07863874326,998.0,3,3,3,3,5,N,2,0.2454375,3.5837802,1.7596360782,0.13635416666666667,47.5167,47.5167,47.5167,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,11.66238005625,11.66238005625,11.66238005625,170.28940862934,170.28940862934,170.28940862934,83.61209963700594,83.61209963700594,83.61209963700594
56706653010538,60259817010538,2004,54,83,1402,1,270,5.0,2004,1,1.4,1.372812945967,998.0,3,4,4,5,13,N,2,1.4535354166666667,21.22394274,10.42095588534,0.20453125,18.275653846153848,18.275653846153848,18.275653846153848,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,26.564310128125,26.564310128125,26.564310128125,387.88143076683,387.88143076683,387.88143076683,190.44978250651354,190.44978250651354,190.44978250651354
56706665010538,60259817010538,2004,54,83,1402,2,270,1.0,2004,1,23.9,23.635578833552,998.0,3,6,5,8,17,N,2,4.126077083333334,60.24732714,29.58143762574,0.2954340277777778,13.9755,13.9755,13.9755,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,57.663990278125,57.663990278125,57.663990278125,841.98652044507,841.98652044507,841.98652044507,413.41538153852935,413.41538153852935,413.41538153852935
56706666010538,60259817010538,2004,54,83,1402,2,270,2.0,2004,1,20.6,20.372088869087,998.0,3,4,4,5,11,N,2,1.2299145833333334,17.95872078,8.81773190298,0.20453125,21.5985,21.5985,21.5985,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,26.564310128125,26.564310128125,26.564310128125,387.88143076683,387.88143076683,387.88143076683,190.44978250651354,190.44978250651354,190.44978250651354
56706667010538,60259817010538,2004,54,83,1402,2,270,3.0,2004,1,15.4,15.229619834172,998.0,4,4,4,6,9,N,2,1.276275,17.393279904,8.540100432864,0.22725694444444444,26.39816666666667,26.39816666666667,26.39816666666667,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,33.6913201625,33.6913201625,33.6913201625,459.150701785776,459.150701785776,459.150701785776,225.442994576816,225.442994576816,225.442994576816
56706668010538,60259817010538,2004,54,83,1402,2,270,4.0,2004,1,11.5,11.372768057985,998.0,4,4,4,6,12,N,2,1.7017,23.191039872,11.386800577152,0.22725694444444444,19.798625,19.798625,19.798625,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,33.6913201625,33.6913201625,33.6913201625,459.150701785776,459.150701785776,459.150701785776,225.442994576816,225.442994576816,225.442994576816
56706669010538,60259817010538,2004,54,83,1402,2,270,5.0,2004,1,4.6,4.549107223194,998.0,3,3,3,3,27,N,2,1.3253625,19.35241308,9.50203482228,0.13635416666666667,8.799388888888888,8.799388888888888,8.799388888888888,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,11.66238005625,11.66238005625,11.66238005625,170.28940862934,170.28940862934,170.28940862934,83.61209963700594,83.61209963700594,83.61209963700594
56706681010538,60259817010538,2004,54,83,1402,3,270,1.0,2004,1,23.3,23.042217021831,998.0,3,3,3,4,11,N,2,0.7499479166666667,10.9504395,5.3766657945,0.1590798611111111,21.5985,21.5985,21.5985,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,16.197750078125,16.197750078125,16.197750078125,236.51306754075,236.51306754075,236.51306754075,116.12791616250826,116.12791616250826,116.12791616250826
56706682010538,60259817010538,2004,54,83,1402,3,270,2.0,2004,1,21.4,21.163237951382,531.0,3,7,4,10,36,N,2,11.3883,190.6193697408,93.5941105427328,0.3181597222222222,6.599541666666667,6.599541666666667,6.599541666666667,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,75.1575603625,75.1575603625,75.1575603625,1258.0004730781488,1258.0004730781488,1258.0004730781488,617.678232281371,617.678232281371,617.678232281371
56706683010538,60259817010538,2004,54,83,1402,3,270,3.0,2004,1,3.4,3.362383599752,998.0,3,3,3,5,23,N,2,2.1325791666666665,31.13906796,15.28928236836,0.18180555555555555,10.329717391304348,10.329717391304348,10.329717391304348,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,22.02894010625,22.02894010625,22.02894010625,321.65777185542,321.65777185542,321.65777185542,157.93396598101123,157.93396598101123,157.93396598101123
56706695010538,60259817010538,2004,54,83,1402,4,270,1.0,2004,1,23.4,23.370804729742,998.0,3,3,3,3,11,N,2,0.5399625,7.88431644,3.87119937204,0.13635416666666667,21.5985,21.5985,21.5985,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,11.66238005625,11.66238005625,11.66238005625,170.28940862934,170.28940862934,170.28940862934,83.61209963700594,83.61209963700594,83.61209963700594
56706696010538,60259817010538,2004,54,83,1402,4,270,2.0,2004,1,3.0,2.996257016634,316.0,3,5,4,7,46,N,2,8.153979166666666,145.351267061,71.367472126951,0.2499826388888889,5.164858695652174,5.164858695652174,5.164858695652174,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,42.114150203125,42.114150203125,42.114150203125,750.7187556040673,750.7187556040673,750.7187556040673,368.602909001597,368.602909001597,368.602909001597
56706908010538,60262436010538,2004,54,97,2114,1,30,1.0,2004,1,21.9,20.976395646343,318.0,4,6,5,6,4,N,1,0.6654083333333334,10.46341296,5.13753576336,0.39307559560831784,59.395875,59.395875,93.39476151653632,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,39.522510190625,39.522510190625,62.14565260278257,621.48356824554,621.48356824554,977.2279580482353,305.1484320085601,305.1484320085601,479.81892740168354
56706911010538,60262436010538,2004,54,97,2114,1,150,1.0,2004,1,18.4,18.042684432713,998.0,4,5,5,6,7,N,1,1.1644645833333334,15.869509656,7.791929241096,0.39307559560831784,33.9405,33.9405,53.36843515230647,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,39.522510190625,39.522510190625,62.14565260278257,538.619092479468,538.619092479468,846.9308969751373,264.4619744074188,264.4619744074188,415.8430704147924
56706934010538,60262436010538,2004,54,97,2114,4,150,1.0,2004,1,22.5,22.471927624752,998.0,3,5,4,6,26,N,3,3.6870166666666666,53.83634256,26.43364419696,0.3573414505530162,9.137826923076924,9.137826923076924,14.368424848697895,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,33.6913201625,33.6913201625,52.97662189089662,491.94718048476,491.94718048476,773.543442202116,241.54606561801717,241.54606561801717,379.809830121239
56706935010538,60262436010538,2004,54,97,2114,4,150,2.0,2004,1,19.3,19.275920140342,998.0,3,5,3,6,31,N,3,3.80428125,55.5485931,27.2743592121,0.3216073054977146,7.663983870967742,7.663983870967742,12.050936969875654,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,29.155950140625,29.155950140625,45.84515355942977,425.72352157335,425.72352157335,669.4125942133696,209.03024909251485,209.03024909251485,328.6815837587645
56706939010538,60262436010538,2004,54,97,2114,4,270,1.0,2004,1,10.2,10.149379340142,998.0,3,4,3,5,9,N,1,0.8344875,12.18485268,5.98276266588,0.28587316044241295,26.39816666666667,26.39816666666667,41.508782896238365,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,22.02894010625,22.02894010625,34.63856046712471,321.65777185542,321.65777185542,505.7784045167682,157.93396598101123,157.93396598101123,248.33719661773318
56707216010538,60263298010538,2004,54,99,1933,1,30,1.0,2004,1,0.4,0.398014876084,316.0,1,6,3,7,35,N,1,5.5359791666666665,163.005179337,80.035543054467,0.22725694444444444,6.7881,6.7881,6.7881,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,37.57878018125,37.57878018125,37.57878018125,1106.4954578574898,1106.4954578574898,1106.4954578574898,543.2892698080275,543.2892698080275,543.2892698080275
56707217010538,60263298010538,2004,54,99,1933,1,30,2.0,2004,1,8.0,7.96029752168,491.0,4,3,3,4,13,N,1,0.8863020833333334,14.8660512,7.2992311392,0.1590798611111111,18.275653846153848,18.275653846153848,18.275653846153848,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,16.197750078125,16.197750078125,16.197750078125,271.6868057904,271.6868057904,271.6868057904,133.3982216430864,133.3982216430864,133.3982216430864
56707218010538,60263298010538,2004,54,99,1933,1,30,3.0,2004,1,22.8,22.686847936788,901.0,3,5,3,5,13,N,1,1.2053708333333333,28.9412815692,14.2101692504772,0.18180555555555555,18.275653846153848,18.275653846153848,18.275653846153848,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,22.02894010625,22.02894010625,22.02894010625,528.9208438227714,528.9208438227714,528.9208438227714,259.7001343169808,259.7001343169808,259.7001343169808
56707221010538,60263298010538,2004,54,99,1933,1,150,1.0,2004,1,1.1,1.07863874326,316.0,1,7,3,8,35,N,1,6.967697916666666,205.1616912345,100.7343903961395,0.2499826388888889,6.7881,6.7881,6.7881,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,47.297430228125,47.297430228125,47.297430228125,1392.6580762689096,1392.6580762689096,1392.6580762689096,683.7951154480345,683.7951154480345,683.7951154480345
56707231010538,60263298010538,2004,54,99,1933,2,150,1.0,2004,1,7.0,6.607008494562,316.0,2,4,3,4,18,N,1,1.2271875,26.86609926,13.19125473666,0.1590798611111111,13.199083333333334,13.199083333333334,13.199083333333334,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,16.197750078125,16.197750078125,16.197750078125,354.607882974345,354.607882974345,354.607882974345,174.1124705404034,174.1124705404034,174.1124705404034
56707225010538,60263298010538,2004,54,99,1933,1,270,1.0,2004,1,0.8,0.776114000116,316.0,1,6,3,7,36,N,1,5.69415,167.6624701752,82.3222728560232,0.22725694444444444,6.599541666666667,6.599541666666667,6.599541666666667,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,37.57878018125,37.57878018125,37.57878018125,1106.4954578574898,1106.4954578574898,1106.4954578574898,543.2892698080275,543.2892698080275,543.2892698080275
56707251010538,60263298010538,2004,54,99,1933,4,270,1.0,2004,1,17.8,17.711661985738,972.0,2,3,3,3,5,N,1,0.2454375,5.171057892,2.538989424972,0.13635416666666667,47.5167,47.5167,47.5167,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,11.66238005625,11.66238005625,11.66238005625,245.7116065367964,245.7116065367964,245.7116065367964,120.64439880956704,120.64439880956704,120.64439880956704
56706812010538,60264203010538,2004,54,101,2463,1,30,1.0,2004,1,17.3,16.783465252514,833.0,4,3,3,3,4,Y,1,0.19635,2.8542818304,1.4014523787264,0.13635416666666667,59.395875,59.395875,59.395875,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,11.66238005625,11.66238005625,11.66238005625,169.5325668132096,169.5325668132096,169.5325668132096,83.24049030528592,83.24049030528592,83.24049030528592
56706813010538,60264203010538,2004,54,101,2463,1,30,2.0,2004,1,18.0,17.462565002616,998.0,4,5,3,8,35,Y,1,6.967697916666666,94.95690204,46.62383890164,0.2499826388888889,6.7881,6.7881,6.7881,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,47.297430228125,47.297430228125,47.297430228125,644.576946737724,644.576946737724,644.576946737724,316.4872808482225,316.4872808482225,316.4872808482225
56706823010538,60264203010538,2004,54,101,2463,2,30,1.0,2004,1,25.2,23.785230580424,998.0,3,5,4,5,17,N,1,1.9007770833333333,27.75438666,13.62740385006,0.20453125,13.9755,13.9755,13.9755,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,26.564310128125,26.564310128125,26.564310128125,387.88143076683,387.88143076683,387.88143076683,190.44978250651354,190.44978250651354,190.44978250651354
56706824010538,60264203010538,2004,54,101,2463,2,30,2.0,2004,1,21.7,20.481726333143,998.0,3,3,3,3,3,N,1,0.1472625,2.15026812,1.05578164692,0.13635416666666667,79.1945,79.1945,79.1945,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,11.66238005625,11.66238005625,11.66238005625,170.28940862934,170.28940862934,170.28940862934,83.61209963700594,83.61209963700594,83.61209963700594
56706834010538,60264203010538,2004,54,101,2463,3,30,1.0,2004,1,11.3,11.080561635307,998.0,3,3,3,6,20,Y,1,2.454375,35.837802,17.596360782,0.20453125,11.879175,11.879175,11.879175,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,29.155950140625,29.155950140625,29.155950140625,425.72352157335,425.72352157335,425.72352157335,209.03024909251485,209.03024909251485,209.03024909251485
56706837010538,60264203010538,2004,54,101,2463,3,150,1.0,2004,1,24.6,23.865505503575,998.0,3,6,6,7,9,Y,1,2.08621875,30.4621317,14.9569066647,0.2954340277777778,26.39816666666667,26.39816666666667,26.39816666666667,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,55.072350265625,55.072350265625,55.072350265625,804.14442963855,804.14442963855,804.14442963855,394.83491495252804,394.83491495252804,394.83491495252804
56706819010538,60264203010538,2004,54,101,2463,1,270,1.0,2004,1,16.6,16.579288825372,998.0,4,3,3,5,12,Y,1,1.11265,15.163372224,7.445215761984,0.18180555555555555,19.798625,19.798625,19.798625,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,22.02894010625,22.02894010625,22.02894010625,300.213920398392,300.213920398392,300.213920398392,147.40503491561049,147.40503491561049,147.40503491561049
56706830010538,60264203010538,2004,54,101,2463,2,270,1.0,2004,1,3.3,3.295882718297,998.0,3,4,4,6,21,N,1,2.977975,43.48319976,21.35025108216,0.22725694444444444,11.3135,11.3135,11.3135,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,33.6913201625,33.6913201625,33.6913201625,491.94718048476,491.94718048476,491.94718048476,241.54606561801717,241.54606561801717,241.54606561801717
56706849010538,60264203010538,2004,54,101,2463,4,270,1.0,2004,1,24.0,23.970056133068,998.0,3,3,3,3,3,N,1,0.1472625,2.15026812,1.05578164692,0.13635416666666667,79.1945,79.1945,79.1945,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,11.66238005625,11.66238005625,11.66238005625,170.28940862934,170.28940862934,170.28940862934,83.61209963700594,83.61209963700594,83.61209963700594
56706850010538,60264203010538,2004,54,101,2463,4,270,2.0,2004,1,11.3,11.28590142932,372.0,1,4,3,4,16,N,1,1.0908333333333333,40.8408,20.0528328,0.1590798611111111,14.84896875,14.84896875,14.84896875,,,,,,,2005-10-31 11:59:21,2026-06-25 13:31:36,1,,,,,,16.197750078125,16.197750078125,16.197750078125,606.443762925,606.443762925,606.443762925,297.763887596175,297.763887596175,297.763887596175
