CN,PLT_CN,VVT_CN,VSB_CN,VPS_CN,INVYR,STATECD,COUNTYCD,PLOT,SUBP,VEG_FLDSPCD,UNIQUE_SP_NBR,VEG_SPCD,SP_CANOPY_COVER_TOTAL,SP_CANOPY_COVER_LAYER_1_2,SP_CANOPY_COVER_LAYER_3,SP_CANOPY_COVER_LAYER_4,QUAD_1_PRESENCE,QUAD_2_PRESENCE,QUAD_3_PRESENCE,DUMMY_SUBP_COVER_PRE2004,MAX_COVER_LAYER_NBR_PRE2004,CREATED_DATE,MODIFIED_DATE
236184476010661,145007763010661,236069122010661,236069118010661,236069072010661,2009,54,103,380,1,TORA2,1,TORA2,2.0,2.0,0.0,0.0,0,1,1,,,2010-11-05 10:21:25,
236184479010661,145007763010661,236069122010661,236069118010661,236069073010661,2009,54,103,380,1,ULAM,1,ULAM,4.0,1.0,0.0,3.0,1,1,1,,,2010-11-05 10:21:25,
236184485010661,145007763010661,236069122010661,236069118010661,236069075010661,2009,54,103,380,1,VEAL,1,VEAL,8.0,8.0,0.0,0.0,0,1,1,,,2010-11-05 10:21:25,
236184489010661,145007763010661,236069122010661,236069118010661,236069076010661,2009,54,103,380,1,VEOC,1,VEOC,0.01,0.01,0.0,0.0,0,0,0,,,2010-11-05 10:21:25,
236184490010661,145007763010661,236069122010661,236069118010661,236069077010661,2009,54,103,380,1,VIOLA,1,VIOLA,0.01,0.01,0.0,0.0,0,1,1,,,2010-11-05 10:21:25,
236184495010661,145007763010661,236069122010661,236069118010661,236069078010661,2009,54,103,380,1,VISO,1,VISO,1.0,1.0,0.0,0.0,0,0,1,,,2010-11-05 10:21:25,
236184499010661,145007763010661,236069122010661,236069118010661,236069079010661,2009,54,103,380,1,VIST3,1,VIST3,2.0,2.0,0.0,0.0,0,1,1,,,2010-11-05 10:21:25,
236184474010661,145007763010661,236069122010661,236069118010661,236069105010661,2009,54,103,380,1,TIAM,1,TIAM,35.0,0.01,10.0,35.0,0,0,0,,,2010-11-05 10:21:25,
236184290010661,145007763010661,236069122010661,236069119010661,236068997010661,2009,54,103,380,2,2FD,1,2FD,1.0,1.0,0.0,0.0,0,1,0,,,2010-11-05 10:21:25,
236184295010661,145007763010661,236069122010661,236069119010661,236068999010661,2009,54,103,380,2,ACNI5,1,ACNI5,25.0,15.0,15.0,25.0,0,0,0,,,2010-11-05 10:21:25,
236184299010661,145007763010661,236069122010661,236069119010661,236069000010661,2009,54,103,380,2,ACSA3,1,ACSA3,6.0,0.01,5.0,5.0,0,0,0,,,2010-11-05 10:21:25,
236184305010661,145007763010661,236069122010661,236069119010661,236069002010661,2009,54,103,380,2,AGAL5,1,AGAL5,5.0,5.0,0.0,0.0,1,1,1,,,2010-11-05 10:21:25,
236184311010661,145007763010661,236069122010661,236069119010661,236069004010661,2009,54,103,380,2,AMBR2,1,AMBR2,1.0,1.0,0.0,0.0,0,0,0,,,2010-11-05 10:21:25,
236184314010661,145007763010661,236069122010661,236069119010661,236069005010661,2009,54,103,380,2,ARLA,1,ARLA,0.01,0.01,0.0,0.0,0,0,0,,,2010-11-05 10:21:25,
236181618010661,145007883010661,236066591010661,236066589010661,236066508010661,2009,54,39,649,3,FESU3,1,FESU3,0.01,0.01,0.0,0.0,0,0,0,,,2010-11-05 10:21:18,
236181621010661,145007883010661,236066591010661,236066589010661,236066509010661,2009,54,39,649,3,FRAM2,1,FRAM2,5.0,3.0,0.0,5.0,0,0,0,,,2010-11-05 10:21:18,
236181624010661,145007883010661,236066591010661,236066589010661,236066510010661,2009,54,39,649,3,GAAP2,1,GAAP2,0.01,0.01,0.0,0.0,1,1,0,,,2010-11-05 10:21:18,
236181628010661,145007883010661,236066591010661,236066589010661,236066511010661,2009,54,39,649,3,GACI2,1,GACI2,0.01,0.01,0.0,0.0,0,1,0,,,2010-11-05 10:21:18,
236181633010661,145007883010661,236066591010661,236066589010661,236066516010661,2009,54,39,649,3,HYAR,1,HYAR,0.01,0.01,0.0,0.0,0,0,0,,,2010-11-05 10:21:18,
236181637010661,145007883010661,236066591010661,236066589010661,236066519010661,2009,54,39,649,3,LACA3,1,LACA3,1.0,1.0,0.0,0.0,1,0,0,,,2010-11-05 10:21:18,
236181640010661,145007883010661,236066591010661,236066589010661,236066521010661,2009,54,39,649,3,LIBE3,1,LIBE3,5.0,5.0,0.0,0.0,1,0,0,,,2010-11-05 10:21:18,
236181649010661,145007883010661,236066591010661,236066589010661,236066527010661,2009,54,39,649,3,OSCL,1,OSCL,1.0,1.0,0.0,0.0,0,0,0,,,2010-11-05 10:21:18,
236181652010661,145007883010661,236066591010661,236066589010661,236066529010661,2009,54,39,649,3,OXGR,1,OXGR,1.0,1.0,0.0,0.0,0,0,0,,,2010-11-05 10:21:18,
236181658010661,145007883010661,236066591010661,236066589010661,236066532010661,2009,54,39,649,3,PAQU2,1,PAQU2,1.0,1.0,0.0,0.0,0,1,0,,,2010-11-05 10:21:18,
236181661010661,145007883010661,236066591010661,236066589010661,236066534010661,2009,54,39,649,3,PIPU2,1,PIPU2,1.0,1.0,0.0,0.0,1,1,0,,,2010-11-05 10:21:18,
236181665010661,145007883010661,236066591010661,236066589010661,236066535010661,2009,54,39,649,3,POAC4,1,POAC4,3.0,3.0,0.0,0.0,1,0,1,,,2010-11-05 10:21:18,
236181671010661,145007883010661,236066591010661,236066589010661,236066538010661,2009,54,39,649,3,POVI2,1,POVI2,0.01,0.01,0.0,0.0,0,0,0,,,2010-11-05 10:21:18,
236181678010661,145007883010661,236066591010661,236066589010661,236066543010661,2009,54,39,649,3,RARE2,1,RARE2,0.01,0.01,0.0,0.0,0,0,1,,,2010-11-05 10:21:18,
236181685010661,145007883010661,236066591010661,236066589010661,236066548010661,2009,54,39,649,3,RUPH,1,RUPH,0.01,0.01,0.0,0.0,0,0,0,,,2010-11-05 10:21:18,
236181690010661,145007883010661,236066591010661,236066589010661,236066550010661,2009,54,39,649,3,SACA15,1,SACA15,1.0,1.0,0.0,0.0,0,0,1,,,2010-11-05 10:21:18,
236181693010661,145007883010661,236066591010661,236066589010661,236066551010661,2009,54,39,649,3,SAVI5,1,SAVI5,0.01,0.01,0.0,0.0,1,0,1,,,2010-11-05 10:21:18,
236181696010661,145007883010661,236066591010661,236066589010661,236066553010661,2009,54,39,649,3,SETE3,1,SETE3,0.01,0.01,0.0,0.0,0,0,0,,,2010-11-05 10:21:18,
236181704010661,145007883010661,236066591010661,236066589010661,236066556010661,2009,54,39,649,3,SMTA2,1,SMTA2,0.01,0.01,0.0,0.0,0,0,0,,,2010-11-05 10:21:18,
236181707010661,145007883010661,236066591010661,236066589010661,236066558010661,2009,54,39,649,3,STPU,1,STPU,0.01,0.01,0.0,0.0,0,0,0,,,2010-11-05 10:21:18,
236181709010661,145007883010661,236066591010661,236066589010661,236066559010661,2009,54,39,649,3,THTH2,1,THTH2,0.01,0.01,0.0,0.0,1,0,0,,,2010-11-05 10:21:18,
236181713010661,145007883010661,236066591010661,236066589010661,236066560010661,2009,54,39,649,3,TIAM,1,TIAM,30.0,1.0,0.0,30.0,0,0,0,,,2010-11-05 10:21:18,
236181718010661,145007883010661,236066591010661,236066589010661,236066562010661,2009,54,39,649,3,TRGR4,1,TRGR4,0.01,0.01,0.0,0.0,0,0,0,,,2010-11-05 10:21:18,
236181720010661,145007883010661,236066591010661,236066589010661,236066563010661,2009,54,39,649,3,ULRU,1,ULRU,0.01,0.01,0.0,0.0,1,1,0,,,2010-11-05 10:21:18,
236181724010661,145007883010661,236066591010661,236066589010661,236066566010661,2009,54,39,649,3,VEAL,1,VEAL,1.0,1.0,0.0,0.0,0,0,0,,,2010-11-05 10:21:18,
236181727010661,145007883010661,236066591010661,236066589010661,236066567010661,2009,54,39,649,3,VESE,1,VESE,0.01,0.01,0.0,0.0,0,0,0,,,2010-11-05 10:21:18,
236181734010661,145007883010661,236066591010661,236066589010661,236066571010661,2009,54,39,649,3,VIPA3,1,VIPA18,0.01,0.01,0.0,0.0,0,0,0,,,2010-11-05 10:21:18,
236181548010661,145007883010661,236066591010661,236066590010661,236066473010661,2009,54,39,649,4,ACRU,1,ACRU,1.0,1.0,0.0,0.0,0,1,1,,,2010-11-05 10:21:18,
236181552010661,145007883010661,236066591010661,236066590010661,236066474010661,2009,54,39,649,4,ACSA3,1,ACSA3,50.0,5.0,9.0,50.0,1,0,0,,,2010-11-05 10:21:18,
236181554010661,145007883010661,236066591010661,236066590010661,236066475010661,2009,54,39,649,4,ACTAE,1,ACTAE,0.01,0.01,0.0,0.0,0,0,0,,,2010-11-05 10:21:18,
236181556010661,145007883010661,236066591010661,236066590010661,236066476010661,2009,54,39,649,4,ADPE,1,ADPE,1.0,1.0,0.0,0.0,0,0,1,,,2010-11-05 10:21:18,
236181562010661,145007883010661,236066591010661,236066590010661,236066478010661,2009,54,39,649,4,AGAL5,1,AGAL5,3.0,3.0,0.0,0.0,0,1,1,,,2010-11-05 10:21:18,
236181565010661,145007883010661,236066591010661,236066590010661,236066480010661,2009,54,39,649,4,AMBR2,1,AMBR2,0.01,0.01,0.0,0.0,0,0,0,,,2010-11-05 10:21:18,
236181573010661,145007883010661,236066591010661,236066590010661,236066484010661,2009,54,39,649,4,ARTR,1,ARTR,1.0,1.0,0.0,0.0,1,0,0,,,2010-11-05 10:21:18,
236181578010661,145007883010661,236066591010661,236066590010661,236066486010661,2009,54,39,649,4,ASTR,1,ASTR,10.0,5.0,6.0,3.0,0,1,0,,,2010-11-05 10:21:18,
236181581010661,145007883010661,236066591010661,236066590010661,236066487010661,2009,54,39,649,4,CAAL27,1,CATO6,15.0,1.0,3.0,15.0,0,0,0,,,2010-11-05 10:21:18,
236181586010661,145007883010661,236066591010661,236066590010661,236066490010661,2009,54,39,649,4,CAREX,1,CAREX,0.01,0.01,0.0,0.0,0,1,0,,,2010-11-05 10:21:18,
236181587010661,145007883010661,236066591010661,236066590010661,236066491010661,2009,54,39,649,4,CAREX,2,CAREX,0.01,0.01,0.0,0.0,0,1,1,,,2010-11-05 10:21:18,
236181597010661,145007883010661,236066591010661,236066590010661,236066496010661,2009,54,39,649,4,CIRCA,1,CIRCA,2.0,2.0,0.0,0.0,0,1,1,,,2010-11-05 10:21:18,
236181602010661,145007883010661,236066591010661,236066590010661,236066499010661,2009,54,39,649,4,COFL2,1,COFL2,8.0,5.0,3.0,0.0,0,0,0,,,2010-11-05 10:21:18,
236181607010661,145007883010661,236066591010661,236066590010661,236066502010661,2009,54,39,649,4,DESMO,1,DESMO,1.0,1.0,0.0,0.0,0,0,0,,,2010-11-05 10:21:18,
236181611010661,145007883010661,236066591010661,236066590010661,236066505010661,2009,54,39,649,4,DIPY,1,DIPY,2.0,2.0,0.0,0.0,0,0,1,,,2010-11-05 10:21:18,
236181622010661,145007883010661,236066591010661,236066590010661,236066509010661,2009,54,39,649,4,FRAM2,1,FRAM2,8.0,3.0,2.0,8.0,1,0,0,,,2010-11-05 10:21:18,
236181625010661,145007883010661,236066591010661,236066590010661,236066510010661,2009,54,39,649,4,GAAP2,1,GAAP2,0.01,0.01,0.0,0.0,1,0,1,,,2010-11-05 10:21:18,
236181631010661,145007883010661,236066591010661,236066590010661,236066514010661,2009,54,39,649,4,HAVI2,1,HAVI2,0.01,0.01,0.0,0.0,0,0,1,,,2010-11-05 10:21:18,
236181634010661,145007883010661,236066591010661,236066590010661,236066516010661,2009,54,39,649,4,HYAR,1,HYAR,0.01,0.01,0.0,0.0,0,1,0,,,2010-11-05 10:21:18,
236181636010661,145007883010661,236066591010661,236066590010661,236066518010661,2009,54,39,649,4,IPOMO,1,IPOMO,0.01,0.01,0.0,0.0,0,1,1,,,2010-11-05 10:21:18,
236181642010661,145007883010661,236066591010661,236066590010661,236066522010661,2009,54,39,649,4,LITU,1,LITU,15.0,0.01,0.0,15.0,0,1,0,,,2010-11-05 10:21:18,
236181655010661,145007883010661,236066591010661,236066590010661,236066531010661,2009,54,39,649,4,PAQU,1,PAQU,0.01,0.01,0.0,0.0,0,0,1,,,2010-11-05 10:21:18,
236181662010661,145007883010661,236066591010661,236066590010661,236066534010661,2009,54,39,649,4,PIPU2,1,PIPU2,1.0,1.0,0.0,0.0,1,1,0,,,2010-11-05 10:21:18,
236181666010661,145007883010661,236066591010661,236066590010661,236066535010661,2009,54,39,649,4,POAC4,1,POAC4,10.0,10.0,0.0,0.0,0,0,0,,,2010-11-05 10:21:18,
236181668010661,145007883010661,236066591010661,236066590010661,236066536010661,2009,54,39,649,4,POLYG4,1,POLYG4,0.01,0.01,0.0,0.0,0,0,1,,,2010-11-05 10:21:18,
236181672010661,145007883010661,236066591010661,236066590010661,236066538010661,2009,54,39,649,4,POVI2,1,POVI2,2.0,2.0,0.0,0.0,0,1,1,,,2010-11-05 10:21:18,
236181680010661,145007883010661,236066591010661,236066590010661,236066545010661,2009,54,39,649,4,ROMU,1,ROMU,2.0,2.0,0.0,0.0,0,0,0,,,2010-11-05 10:21:18,
236181686010661,145007883010661,236066591010661,236066590010661,236066548010661,2009,54,39,649,4,RUPH,1,RUPH,0.01,0.01,0.0,0.0,0,0,0,,,2010-11-05 10:21:18,
236181691010661,145007883010661,236066591010661,236066590010661,236066550010661,2009,54,39,649,4,SACA15,1,SACA15,1.0,1.0,0.0,0.0,0,0,0,,,2010-11-05 10:21:18,
236181699010661,145007883010661,236066591010661,236066590010661,236066554010661,2009,54,39,649,4,SMGL,1,SMGL,0.01,0.01,0.0,0.0,0,0,0,,,2010-11-05 10:21:18,
249356389010661,169112787010661,249351188010661,249351184010661,249351147010661,2010,54,55,737,1,SMRO,1,SMRO,1.0,1.0,0.0,0.0,0,1,0,,,2011-06-06 07:01:44,
249356393010661,169112787010661,249351188010661,249351184010661,249351148010661,2010,54,55,737,1,SOCA3,1,SOCA3,0.01,0.01,0.0,0.0,0,0,0,,,2011-06-06 07:01:44,
249356395010661,169112787010661,249351188010661,249351184010661,249351149010661,2010,54,55,737,1,SOCA4,1,SOCA4,1.0,1.0,0.0,0.0,0,0,0,,,2011-06-06 07:01:44,
249356402010661,169112787010661,249351188010661,249351184010661,249351150010661,2010,54,55,737,1,SORU2,1,SORU2,6.0,6.0,0.0,0.0,1,0,0,,,2011-06-06 07:01:44,
249356407010661,169112787010661,249351188010661,249351184010661,249351153010661,2010,54,55,737,1,SYLA4,1,SYLA4,1.0,1.0,0.0,0.0,0,1,0,,,2011-06-06 07:01:44,
249356411010661,169112787010661,249351188010661,249351184010661,249351154010661,2010,54,55,737,1,SYUN,1,SYUN,0.01,0.01,0.0,0.0,0,0,0,,,2011-06-06 07:01:44,
249356412010661,169112787010661,249351188010661,249351184010661,249351155010661,2010,54,55,737,1,THNO,1,THNO,4.0,4.0,0.0,0.0,1,0,0,,,2011-06-06 07:01:44,
249356419010661,169112787010661,249351188010661,249351184010661,249351157010661,2010,54,55,737,1,TRRE3,1,TRRE3,0.01,0.01,0.0,0.0,0,0,0,,,2011-06-06 07:01:44,
249356424010661,169112787010661,249351188010661,249351184010661,249351159010661,2010,54,55,737,1,VAPA4,1,VAPA4,0.01,0.01,0.0,0.0,0,0,0,,,2011-06-06 07:01:44,
249356428010661,169112787010661,249351188010661,249351184010661,249351162010661,2010,54,55,737,1,VEOF2,1,VEOF2,0.01,0.01,0.0,0.0,0,0,0,,,2011-06-06 07:01:44,
249356433010661,169112787010661,249351188010661,249351184010661,249351164010661,2010,54,55,737,1,VIAE,1,VIAE,1.0,1.0,0.0,0.0,0,0,0,,,2011-06-06 07:01:44,
249356436010661,169112787010661,249351188010661,249351184010661,249351165010661,2010,54,55,737,1,VIBL,1,VIBL,9.0,9.0,0.0,0.0,1,1,1,,,2011-06-06 07:01:44,
249356450010661,169112787010661,249351188010661,249351184010661,249351169010661,2010,54,55,737,1,VIRO2,1,VIRO2,3.0,3.0,0.0,0.0,0,0,0,,,2011-06-06 07:01:44,
249356442010661,169112787010661,249351188010661,249351185010661,249351013010661,2010,54,55,737,2,VIOLA,1,VIOLA,0.01,0.01,0.0,0.0,0,0,0,,,2011-06-06 07:01:44,
249356400010661,169112787010661,249351188010661,249351185010661,249351014010661,2010,54,55,737,2,SOLID,2,SOLID,0.01,0.01,0.0,0.0,0,0,0,,,2011-06-06 07:01:44,
249356217010661,169112787010661,249351188010661,249351185010661,249351022010661,2010,54,55,737,2,EUPAT,1,2FD,0.01,0.01,0.0,0.0,0,0,0,,,2011-06-06 07:01:43,
249356369010661,169112787010661,249351188010661,249351185010661,249351023010661,2010,54,55,737,2,RUBUS,1,RUBUS,1.0,1.0,0.0,0.0,0,0,0,,,2011-06-06 07:01:44,
249356138010661,169112787010661,249351188010661,249351185010661,249351024010661,2010,54,55,737,2,AMELA,1,AMELA,3.0,3.0,0.0,0.0,0,0,0,,,2011-06-06 07:01:43,
249356202010661,169112787010661,249351188010661,249351185010661,249351031010661,2010,54,55,737,2,DILA8,1,DICHA2,0.01,0.01,0.0,0.0,0,0,0,,,2011-06-06 07:01:43,
249356124010661,169112787010661,249351188010661,249351185010661,249351037010661,2010,54,55,737,2,ACRU,1,ACRU,6.0,6.0,2.0,0.0,1,1,1,,,2011-06-06 07:01:43,
249356130010661,169112787010661,249351188010661,249351185010661,249351040010661,2010,54,55,737,2,AGPE,1,AGPE,0.01,0.01,0.0,0.0,0,0,0,,,2011-06-06 07:01:43,
249356135010661,169112787010661,249351188010661,249351185010661,249351042010661,2010,54,55,737,2,AMBR2,1,AMBR2,0.01,0.01,0.0,0.0,0,0,0,,,2011-06-06 07:01:43,
249356142010661,169112787010661,249351188010661,249351185010661,249351044010661,2010,54,55,737,2,ANQU,1,ANQU,0.01,0.01,0.0,0.0,0,0,0,,,2011-06-06 07:01:43,
249356151010661,169112787010661,249351188010661,249351185010661,249351048010661,2010,54,55,737,2,BELE,1,BELE,22.0,8.0,20.0,6.0,1,0,0,,,2011-06-06 07:01:43,
249356157010661,169112787010661,249351188010661,249351185010661,249351050010661,2010,54,55,737,2,BODI2,1,BODI2,0.01,0.01,0.0,0.0,0,0,0,,,2011-06-06 07:01:43,
249356163010661,169112787010661,249351188010661,249351185010661,249351053010661,2010,54,55,737,2,CADI3,1,CADI3,0.01,0.01,0.0,0.0,0,0,0,,,2011-06-06 07:01:43,
249356168010661,169112787010661,249351188010661,249351185010661,249351055010661,2010,54,55,737,2,CAGL8,1,CAGL8,4.0,4.0,0.0,0.0,0,0,0,,,2011-06-06 07:01:43,
249356170010661,169112787010661,249351188010661,249351185010661,249351056010661,2010,54,55,737,2,CALA19,1,CALA19,0.01,0.01,0.0,0.0,0,0,0,,,2011-06-06 07:01:43,
249356178010661,169112787010661,249351188010661,249351185010661,249351061010661,2010,54,55,737,2,CASW,1,CASW,0.01,0.01,0.0,0.0,0,0,0,,,2011-06-06 07:01:43,
249356188010661,169112787010661,249351188010661,249351185010661,249351066010661,2010,54,55,737,2,DASP2,1,DASP2,0.01,0.01,0.0,0.0,0,0,0,,,2011-06-06 07:01:43,
249356192010661,169112787010661,249351188010661,249351185010661,249351067010661,2010,54,55,737,2,DIACF,1,DIACF,0.01,0.01,0.0,0.0,0,0,0,,,2011-06-06 07:01:43,
249356197010661,169112787010661,249351188010661,249351185010661,249351069010661,2010,54,55,737,2,DIDID,1,DIDID,0.01,0.01,0.0,0.0,0,0,0,,,2011-06-06 07:01:43,
249356203010661,169112787010661,249351188010661,249351185010661,249351072010661,2010,54,55,737,2,DIQU,1,DIQU,0.01,0.01,0.0,0.0,0,0,0,,,2011-06-06 07:01:43,
249356207010661,169112787010661,249351188010661,249351185010661,249351073010661,2010,54,55,737,2,DRIN5,1,DRIN5,1.0,1.0,0.0,0.0,0,0,0,,,2011-06-06 07:01:43,
249356211010661,169112787010661,249351188010661,249351185010661,249351075010661,2010,54,55,737,2,ERHI9,1,ERHI12,0.01,0.01,0.0,0.0,0,0,0,,,2011-06-06 07:01:43,
249356213010661,169112787010661,249351188010661,249351185010661,249351076010661,2010,54,55,737,2,EUDI16,1,EUDI16,0.01,0.01,0.0,0.0,0,0,0,,,2011-06-06 07:01:43,
249356226010661,169112787010661,249351188010661,249351185010661,249351080010661,2010,54,55,737,2,FRAM2,1,FRAM2,1.0,1.0,0.0,0.0,0,0,0,,,2011-06-06 07:01:43,
249356233010661,169112787010661,249351188010661,249351185010661,249351083010661,2010,54,55,737,2,GECA7,1,GECA7,0.01,0.01,0.0,0.0,0,0,0,,,2011-06-06 07:01:43,
249356244010661,169112787010661,249351188010661,249351185010661,249351088010661,2010,54,55,737,2,HAVI4,1,HAVI4,59.0,59.0,20.0,0.0,1,1,1,,,2011-06-06 07:01:43,
249356252010661,169112787010661,249351188010661,249351185010661,249351092010661,2010,54,55,737,2,HYMU,1,HYMU,0.01,0.01,0.0,0.0,0,0,0,,,2011-06-06 07:01:43,
249356261010661,169112787010661,249351188010661,249351185010661,249351096010661,2010,54,55,737,2,JUTE,1,JUTE,0.01,0.01,0.0,0.0,0,0,0,,,2011-06-06 07:01:43,
249356263010661,169112787010661,249351188010661,249351185010661,249351097010661,2010,54,55,737,2,KALA,1,KALA,3.0,3.0,0.01,0.0,0,0,0,,,2011-06-06 07:01:43,
249356271010661,169112787010661,249351188010661,249351185010661,249351101010661,2010,54,55,737,2,LITU,1,LITU,65.0,2.0,65.0,12.0,1,0,0,,,2011-06-06 07:01:43,
249356276010661,169112787010661,249351188010661,249351185010661,249351103010661,2010,54,55,737,2,LOIN,1,LOIN,0.01,0.01,0.0,0.0,0,0,0,,,2011-06-06 07:01:43,
249356287010661,169112787010661,249351188010661,249351185010661,249351107010661,2010,54,55,737,2,MAAC,1,MAAC,1.0,1.0,0.0,0.0,0,0,0,,,2011-06-06 07:01:43,
249356295010661,169112787010661,249351188010661,249351185010661,249351110010661,2010,54,55,737,2,MEPI2,1,MEPI2,4.0,4.0,0.0,0.0,0,0,1,,,2011-06-06 07:01:43,
249356303010661,169112787010661,249351188010661,249351185010661,249351114010661,2010,54,55,737,2,NYSY,1,NYSY,5.0,3.0,5.0,0.0,0,0,0,,,2011-06-06 07:01:43,
249356308010661,169112787010661,249351188010661,249351185010661,249351116010661,2010,54,55,737,2,OXAR,1,OXAR,4.0,4.0,0.0,0.0,0,0,0,,,2011-06-06 07:01:43,
249356313010661,169112787010661,249351188010661,249351185010661,249351118010661,2010,54,55,737,2,OXST,1,OXST,0.01,0.01,0.0,0.0,0,0,0,,,2011-06-06 07:01:43,
249356327010661,169112787010661,249351188010661,249351185010661,249351125010661,2010,54,55,737,2,POAC4,1,POAC4,3.0,3.0,0.0,0.0,0,0,0,,,2011-06-06 07:01:43,
249356331010661,169112787010661,249351188010661,249351185010661,249351126010661,2010,54,55,737,2,POBI2,1,POBI2,0.01,0.01,0.0,0.0,0,0,0,,,2011-06-06 07:01:43,
249356335010661,169112787010661,249351188010661,249351185010661,249351127010661,2010,54,55,737,2,POCA49,1,POCE4,0.01,0.01,0.0,0.0,0,0,0,,,2011-06-06 07:01:43,
249356341010661,169112787010661,249351188010661,249351185010661,249351130010661,2010,54,55,737,2,POSI2,1,POSI2,0.01,0.01,0.0,0.0,0,0,0,,,2011-06-06 07:01:43,
249356347010661,169112787010661,249351188010661,249351185010661,249351131010661,2010,54,55,737,2,PRSE2,1,PRSE2,29.0,0.01,29.0,6.0,1,1,0,,,2011-06-06 07:01:43,
249356243010661,169112787010661,249351188010661,249351184010661,249351088010661,2010,54,55,737,1,HAVI4,1,HAVI4,63.0,9.0,63.0,0.0,0,1,0,,,2011-06-06 07:01:43,
236183655010661,145007725010661,236068091010661,236068089010661,236068036010661,2009,54,81,1027,3,PRVU,1,PRVU,4.0,4.0,0.0,0.0,0,0,1,,,2010-11-05 10:21:23,
236183658010661,145007725010661,236068091010661,236068089010661,236068037010661,2009,54,81,1027,3,PYPU,1,PYPU,1.0,1.0,0.0,0.0,1,1,0,,,2010-11-05 10:21:23,
236183662010661,145007725010661,236068091010661,236068089010661,236068038010661,2009,54,81,1027,3,QUAL,1,QUAL,1.0,1.0,0.0,0.0,1,0,0,,,2010-11-05 10:21:23,
236183668010661,145007725010661,236068091010661,236068089010661,236068041010661,2009,54,81,1027,3,QUVE,1,QUVE,0.01,0.01,0.0,0.0,0,0,0,,,2010-11-05 10:21:23,
236183671010661,145007725010661,236068091010661,236068089010661,236068044010661,2009,54,81,1027,3,ROMU,1,ROMU,9.0,3.0,0.0,6.0,0,0,0,,,2010-11-05 10:21:23,
236183672010661,145007725010661,236068091010661,236068089010661,236068045010661,2009,54,81,1027,3,ROPS,1,ROPS,0.01,0.01,0.0,0.0,0,0,0,,,2010-11-05 10:21:23,
236183675010661,145007725010661,236068091010661,236068089010661,236068047010661,2009,54,81,1027,3,RUHI,1,RUHI,0.01,0.01,0.0,0.0,0,1,0,,,2010-11-05 10:21:23,
236183677010661,145007725010661,236068091010661,236068089010661,236068049010661,2009,54,81,1027,3,SACA15,1,SACA15,0.01,0.01,0.0,0.0,0,0,0,,,2010-11-05 10:21:23,
236183683010661,145007725010661,236068091010661,236068089010661,236068053010661,2009,54,81,1027,3,SOLID,1,SOLID,0.01,0.01,0.0,0.0,0,0,0,,,2010-11-05 10:21:23,
236183684010661,145007725010661,236068091010661,236068089010661,236068054010661,2009,54,81,1027,3,SORU2,1,SORU2,0.01,0.01,0.0,0.0,1,0,0,,,2010-11-05 10:21:23,
236183689010661,145007725010661,236068091010661,236068089010661,236068056010661,2009,54,81,1027,3,SYPR6,1,SYPR6,1.0,1.0,0.0,0.0,0,1,1,,,2010-11-05 10:21:23,
236183693010661,145007725010661,236068091010661,236068089010661,236068058010661,2009,54,81,1027,3,TORA2,1,TORA2,6.0,4.0,2.0,2.0,1,0,0,,,2010-11-05 10:21:23,
236183695010661,145007725010661,236068091010661,236068089010661,236068059010661,2009,54,81,1027,3,TRPR2,1,TRPR2,0.01,0.01,0.0,0.0,0,0,0,,,2010-11-05 10:21:23,
236183701010661,145007725010661,236068091010661,236068089010661,236068064010661,2009,54,81,1027,3,VIOLA,1,VIOLA,3.0,3.0,0.0,0.0,1,0,1,,,2010-11-05 10:21:23,
236183604010661,145007725010661,236068091010661,236068089010661,236068069010661,2009,54,81,1027,3,LIBE3,1,LIBE3,1.0,1.0,0.0,0.0,0,0,0,,,2010-11-05 10:21:23,
236183541010661,145007725010661,236068091010661,236068089010661,236068070010661,2009,54,81,1027,3,CAOV2,1,CAOV2,1.0,1.0,0.0,0.0,0,0,0,,,2010-11-05 10:21:23,
236183540010661,145007725010661,236068091010661,236068089010661,236068071010661,2009,54,81,1027,3,CAGL8,1,CAGL8,1.0,1.0,0.0,0.0,0,0,0,,,2010-11-05 10:21:23,
236183622010661,145007725010661,236068091010661,236068089010661,236068072010661,2009,54,81,1027,3,MALUS,1,MALUS,8.0,3.0,2.0,7.0,0,0,0,,,2010-11-05 10:21:23,
236183572010661,145007725010661,236068091010661,236068089010661,236068073010661,2009,54,81,1027,3,ELUM,1,ELUM,0.01,0.01,0.0,0.0,0,0,0,,,2010-11-05 10:21:23,
236183578010661,145007725010661,236068091010661,236068089010661,236068074010661,2009,54,81,1027,3,EUDI16,1,EUDI16,0.01,0.01,0.0,0.0,0,0,0,,,2010-11-05 10:21:23,
236183539010661,145007725010661,236068091010661,236068090010661,236067961010661,2009,54,81,1027,4,CADE5,1,CADE5,2.0,2.0,0.0,0.0,0,0,0,,,2010-11-05 10:21:23,
236183543010661,145007725010661,236068091010661,236068090010661,236067962010661,2009,54,81,1027,4,CAPR12,1,CAGR2,2.0,2.0,0.0,0.0,0,0,0,,,2010-11-05 10:21:23,
236183559010661,145007725010661,236068091010661,236068090010661,236067968010661,2009,54,81,1027,4,CRATA,1,CRATA,0.01,0.01,0.0,0.0,1,0,0,,,2010-11-05 10:21:23,
