CN,INVYR,STATECD,COUNTYCD,O3PLOT,FIELD_ID,SPLIT_PLOTID,MEASYEAR,SPECIES_EVAL_CNT,BIOSITE_INDEX,ELEV,PLTSIZE,ASPECT,TERRPOS,SOILDPTH,SOILDRN,PLOTWET,PLTDSTRB,BIOSITE_INDEX_MULTIPLIER,LAT,LON,CREATED_DATE,MODIFIED_DATE
234061250010661,2009,54,41,13521.0,1352,1,2009,4.0,0.00345083,1122,1.0,180,3.0,1.0,3.0,,0.0,3.450833333333333,39.046049,-80.352708,2010-09-20 12:33:27,2010-10-06 08:23:40
234061306010661,2009,54,55,51.0,5,1,2009,5.0,0.0,2766,2.0,0,1.0,1.0,1.0,,0.0,0.0,37.562819,-81.165687,2010-09-20 12:33:44,2010-10-06 08:23:40
234061312010661,2009,54,25,8201.0,820,1,2009,5.0,0.0,3039,1.0,218,1.0,1.0,1.0,,0.0,0.0,37.958515,-80.696971,2010-09-20 12:33:46,2010-10-06 08:23:40
234061319010661,2009,54,109,15391.0,1539,1,2009,3.0,0.0,1517,2.0,160,4.0,1.0,1.0,,0.0,0.0,37.568966,-81.599729,2010-09-20 12:33:48,2010-10-06 08:23:40
234061330010661,2009,54,19,12431.0,1243,1,2009,4.0,0.0,1907,2.0,0,4.0,1.0,1.0,,0.0,0.0,38.035268,-81.260284,2010-09-20 12:33:51,2010-10-06 08:23:40
234061445010661,2009,54,31,13651.0,1365,1,2009,3.0,0.0,842,1.0,0,5.0,1.0,1.0,,0.0,0.0,39.100581,-78.93153,2010-09-20 12:34:24,2010-10-06 08:23:40
234061451010661,2009,54,75,3361.0,336,1,2009,5.0,0.0,4091,2.0,0,1.0,1.0,1.0,,0.0,0.0,38.549323,-79.750562,2010-09-20 12:34:26,2010-10-06 08:23:40
234058749010661,2008,54,41,14241.0,1424,1,2008,3.0,0.01603556,1120,1.0,0,5.0,1.0,2.0,,0.0,16.035555555555554,39.0407,-80.560051,2010-09-20 12:05:30,2010-09-24 11:01:36
234058164010661,2008,54,45,1741.0,174,1,2008,4.0,0.0,988,1.0,0,4.0,1.0,1.0,,0.0,0.0,37.837203,-81.951028,2010-09-20 12:02:42,2010-09-24 11:01:36
234058144010661,2008,54,55,51.0,5,1,2008,4.0,0.0,2755,1.0,0,1.0,1.0,1.0,,0.0,0.0,37.562819,-81.165687,2010-09-20 12:02:36,2010-09-24 11:01:36
234058754010661,2008,54,61,811.0,81,1,2008,3.0,0.0,1094,2.0,333,3.0,1.0,1.0,,0.0,0.0,39.687664,-80.319792,2010-09-20 12:05:31,2010-09-24 11:01:36
234058693010661,2008,54,65,521.0,52,1,2008,3.0,0.0,878,2.0,350,1.0,1.0,1.0,,0.0,0.0,39.562836,-78.195215,2010-09-20 12:05:14,2010-09-24 11:01:36
234058348010661,2008,54,67,3711.0,371,1,2008,5.0,0.0,1945,1.0,23,3.0,1.0,1.0,,0.0,0.0,38.267532,-80.908565,2010-09-20 12:03:35,2010-09-24 11:01:36
234058299010661,2008,54,75,3361.0,336,1,2008,3.0,0.0,4108,2.0,0,1.0,1.0,1.0,,0.0,0.0,38.549323,-79.750562,2010-09-20 12:03:21,2010-09-24 11:01:36
234058304010661,2008,54,75,3362.0,336,2,2008,2.0,0.0,3824,2.0,360,1.0,1.0,1.0,,0.0,0.0,38.533365,-79.76714,2010-09-20 12:03:23,2010-09-24 11:01:36
234058333010661,2008,54,83,13951.0,1395,1,2008,4.0,0.0,2824,1.0,300,3.0,1.0,1.0,,0.0,0.0,38.630328,-80.024197,2010-09-20 12:03:31,2010-09-24 11:01:36
234058341010661,2008,54,83,13952.0,1395,2,2008,2.0,0.0,2606,2.0,155,3.0,1.0,1.0,,0.0,0.0,38.71548,-80.070633,2010-09-20 12:03:33,2010-09-24 11:01:36
234058769010661,2008,54,85,5651.0,565,1,2008,5.0,0.00068267,812,2.0,159,3.0,1.0,1.0,,0.0,0.6826666666666666,39.199786,-81.091589,2010-09-20 12:05:36,2010-09-24 11:01:36
234058362010661,2008,54,87,6961.0,696,1,2008,3.0,0.0,644,1.0,244,3.0,2.0,1.0,,0.0,0.0,38.600372,-81.249297,2010-09-20 12:03:39,2010-09-24 11:01:36
234058736010661,2008,54,1,6912.0,691,2,2008,2.0,0.0,1180,1.0,0,5.0,1.0,1.0,,0.0,0.0,39.243528,-80.016993,2010-09-20 12:05:26,2010-09-24 11:01:36
234058704010661,2008,54,93,4281.0,428,1,2008,2.0,0.0,3112,1.0,0,5.0,2.0,1.0,,0.0,0.0,39.183999,-79.389547,2010-09-20 12:05:18,2010-09-24 11:01:36
234058709010661,2008,54,93,4282.0,428,2,2008,1.0,0.01385833,3188,2.0,0,5.0,2.0,2.0,,0.0,13.858333333333333,39.093831,-79.399963,2010-09-20 12:05:19,2010-09-24 11:01:36
234058779010661,2008,54,95,13001.0,1300,1,2008,5.0,0.00067733,1198,2.0,0,1.0,1.0,1.0,,0.0,0.6773333333333333,39.546041,-80.980761,2010-09-20 12:05:39,2010-09-24 11:01:36
234058082010661,2008,54,99,15581.0,1558,1,2008,4.0,0.0,692,1.0,0,3.0,1.0,1.0,,0.0,0.0,38.264396,-82.462287,2010-09-20 12:02:18,2010-09-24 11:01:36
234058317010661,2008,54,101,13731.0,1373,1,2008,3.0,0.00038333,2274,1.0,0,5.0,1.0,2.0,,0.0,0.38333333333333336,38.385363,-80.620878,2010-09-20 12:03:26,2010-09-24 11:01:36
234058158010661,2008,54,109,15391.0,1539,1,2008,3.0,0.0,1541,2.0,159,3.0,1.0,1.0,,0.0,0.0,37.568966,-81.599729,2010-09-20 12:02:40,2010-09-24 11:01:36
234058355010661,2008,54,5,251.0,25,1,2008,4.0,0.0,782,1.0,0,3.0,1.0,1.0,,0.0,0.0,38.158948,-81.771863,2010-09-20 12:03:37,2010-09-24 11:01:36
234058374010661,2008,54,11,8451.0,845,1,2008,3.0,0.0,961,2.0,241,1.0,1.0,1.0,,0.0,0.0,38.275174,-82.257407,2010-09-20 12:03:43,2010-09-24 11:01:36
234058379010661,2008,54,11,12261.0,1226,1,2008,4.0,0.0,548,1.0,0,4.0,1.0,2.0,,0.0,0.0,38.506757,-82.222109,2010-09-20 12:03:44,2010-09-24 11:01:36
234058173010661,2008,54,19,12431.0,1243,1,2008,5.0,0.0,1866,2.0,0,4.0,1.0,1.0,,0.0,0.0,38.035268,-81.260284,2010-09-20 12:02:45,2010-09-24 11:01:36
234058151010661,2008,54,25,8201.0,820,1,2008,5.0,0.0,2920,1.0,218,1.0,1.0,1.0,,0.0,0.0,37.958515,-80.696971,2010-09-20 12:02:38,2010-09-24 11:01:36
234058687010661,2008,54,31,5341.0,534,1,2008,3.0,0.00028444,980,1.0,0,5.0,1.0,1.0,,0.0,0.28444444444444444,39.052849,-78.582191,2010-09-20 12:05:13,2010-09-24 11:01:36
234058087010661,2008,54,41,13521.0,1352,1,2008,4.0,0.00035438,1122,1.0,0,3.0,1.0,3.0,,0.0,0.354375,39.046049,-80.352708,2010-09-20 12:02:19,2010-09-24 11:01:36
226155010010661,2004,54,109,15391.0,1539,1,2004,4.0,0.0,1440,1.0,180,2.0,1.0,1.0,,0.0,0.0,37.568966,-81.599729,2010-06-07 12:46:02,2010-09-24 11:00:54
226140225010661,2000,54,33,13421.0,1342,1,2000,3.0,0.0,1200,1.0,305,1.0,1.0,1.0,,0.0,0.0,39.370718,-80.33827,2010-06-07 10:04:42,2010-09-24 11:01:27
226139580010661,2000,54,35,7261.0,726,1,2000,1.0,0.0,800,2.0,0,1.0,1.0,1.0,,0.0,0.0,38.729198,-81.690339,2010-06-07 10:04:09,2010-09-24 11:01:27
226140300010661,2000,54,35,14381.0,1438,1,2000,1.0,0.0,800,2.0,359,3.0,2.0,1.0,,0.0,0.0,38.977349,-81.618488,2010-06-07 10:04:46,2010-09-24 11:01:27
226140033010661,2000,54,37,3091.0,309,1,2000,1.0,0.0,500,2.0,0,4.0,1.0,1.0,,0.0,0.0,39.341752,-77.819402,2010-06-07 10:04:33,2010-09-24 11:01:27
226138178010661,2000,54,41,13521.0,1352,1,2000,4.0,0.0,1120,1.0,180,3.0,1.0,1.0,,0.0,0.0,39.046049,-80.352708,2010-06-07 10:02:54,2010-09-24 11:01:27
226139540010661,2000,54,41,4471.0,447,1,2000,3.0,0.0,2000,2.0,0,4.0,2.0,3.0,,0.0,0.0,38.989437,-80.371804,2010-06-07 10:04:06,2010-09-24 11:01:27
226139293010661,2000,54,47,8561.0,856,1,2000,3.0,0.0,1800,3.0,0,4.0,1.0,1.0,,0.0,0.0,37.30506,-81.607418,2010-06-07 10:03:52,2010-09-24 11:01:27
226139316010661,2000,54,47,14611.0,1461,1,2000,3.0,0.0,1300,1.0,277,3.0,1.0,1.0,,0.0,0.0,37.463501,-81.754631,2010-06-07 10:03:53,2010-09-24 11:01:27
226140269010661,2000,54,51,5601.0,560,1,2000,3.0,0.00692778,1360,2.0,45,1.0,1.0,1.0,,0.0,6.927777777777778,39.818378,-80.643362,2010-06-07 10:04:44,2010-09-24 11:01:27
226139338010661,2000,54,55,13611.0,1361,1,2000,3.0,0.0,3000,1.0,0,1.0,1.0,1.0,,0.0,0.0,37.541042,-81.079986,2010-06-07 10:03:54,2010-09-24 11:01:27
226139256010661,2000,54,63,4131.0,413,1,2000,1.0,0.0,3000,2.0,0,1.0,1.0,1.0,,0.0,0.0,37.712233,-80.621919,2010-06-07 10:03:50,2010-09-24 11:01:27
226139484010661,2000,54,67,2861.0,286,1,2000,3.0,0.0,2120,2.0,220,1.0,1.0,1.0,,0.0,0.0,38.419896,-80.662936,2010-06-07 10:04:03,2010-09-24 11:01:27
226139403010661,2000,54,71,7361.0,736,1,2000,1.0,0.0,1880,1.0,360,2.0,1.0,1.0,,0.0,0.0,38.673383,-79.170397,2010-06-07 10:03:58,2010-09-24 11:01:27
226139412010661,2000,54,71,12871.0,1287,1,2000,1.0,0.0,1480,1.0,0,5.0,1.0,1.0,,0.0,0.0,38.930396,-79.318274,2010-06-07 10:03:58,2010-09-24 11:01:27
226139464010661,2000,54,75,651.0,65,1,2000,3.0,0.0,2800,2.0,315,1.0,2.0,1.0,,0.0,0.0,38.420975,-80.137062,2010-06-07 10:04:01,2010-09-24 11:01:27
226140066010661,2000,54,77,13351.0,1335,1,2000,3.0,0.03716917,2520,1.0,90,1.0,1.0,1.0,,0.0,37.16916666666667,39.410221,-79.546689,2010-06-07 10:04:35,2010-09-24 11:01:27
226139360010661,2000,54,81,14151.0,1415,1,2000,3.0,0.0,950,2.0,0,5.0,1.0,1.0,,0.0,0.0,37.921285,-81.522283,2010-06-07 10:03:56,2010-09-24 11:01:27
226139429010661,2000,54,83,3671.0,367,1,2000,3.0,0.0,1967,2.0,35,1.0,2.0,1.0,,0.0,0.0,38.922892,-79.807305,2010-06-07 10:03:59,2010-09-24 11:01:27
226139501010661,2000,54,83,15331.0,1533,1,2000,3.0,0.00253333,2200,2.0,15,4.0,2.0,3.0,,0.0,2.533333333333333,38.622423,-80.171744,2010-06-07 10:04:04,2010-09-24 11:01:27
226140292010661,2000,54,85,5651.0,565,1,2000,2.0,0.0,829,2.0,0,1.0,1.0,1.0,,0.0,0.0,39.199786,-81.091589,2010-06-07 10:04:45,2010-09-24 11:01:27
226139556010661,2000,54,87,4861.0,486,1,2000,2.0,0.0,1000,2.0,130,3.0,1.0,1.0,,0.0,0.0,38.652703,-81.167015,2010-06-07 10:04:07,2010-09-24 11:01:27
226139272010661,2000,54,89,4201.0,420,1,2000,2.0,0.0,2800,3.0,0,1.0,1.0,1.0,,0.0,0.0,37.724802,-80.812942,2010-06-07 10:03:51,2010-09-24 11:01:27
226138137010661,2000,54,99,15581.0,1558,1,2000,4.0,0.0,620,1.0,250,3.0,1.0,1.0,,0.0,0.0,38.264396,-82.462287,2010-06-07 10:02:52,2010-09-24 11:01:27
226078028010661,1999,54,39,3131.0,313,1,1999,1.0,0.0,1220,2.0,0,1.0,1.0,1.0,,1.0,0.0,38.501487,-81.238288,2010-06-07 09:42:52,2010-09-24 11:02:08
226149587010661,2002,54,5,251.0,25,1,2002,3.0,0.0,885,1.0,252,1.0,1.0,1.0,,0.0,0.0,38.158948,-81.771863,2010-06-07 12:00:21,2010-09-24 11:02:08
226149575010661,2002,54,7,8631.0,863,1,2002,2.0,0.0,802,1.0,30,3.0,1.0,1.0,,0.0,0.0,38.558165,-80.649701,2010-06-07 12:00:19,2010-09-24 11:02:08
226149600010661,2002,54,11,8451.0,845,1,2002,3.0,0.0,1062,1.0,195,1.0,1.0,1.0,,0.0,0.0,38.275174,-82.257407,2010-06-07 12:00:24,2010-09-24 11:02:08
226149604010661,2002,54,11,12261.0,1226,1,2002,3.0,0.00067556,537,1.0,0,5.0,1.0,2.0,,0.0,0.6755555555555556,38.506757,-82.222109,2010-06-07 12:00:25,2010-09-24 11:02:08
226149458010661,2002,54,19,12431.0,1243,1,2002,3.0,0.0,1869,2.0,160,3.0,1.0,1.0,,0.0,0.0,38.035268,-81.260284,2010-06-07 11:59:49,2010-09-24 11:02:08
226149447010661,2002,54,25,8201.0,820,1,2002,3.0,0.0,3073,1.0,210,1.0,1.0,1.0,,0.0,0.0,37.958515,-80.696971,2010-06-07 11:59:47,2010-09-24 11:02:08
226149560010661,2002,54,31,13651.0,1365,1,2002,3.0,0.004,970,1.0,15,3.0,1.0,1.0,,0.0,4.0,39.100581,-78.93153,2010-06-07 12:00:16,2010-09-24 11:02:08
226149837010661,2002,54,31,5341.0,534,1,2002,3.0,0.00950667,1180,1.0,0,3.0,1.0,1.0,,0.0,9.506666666666666,39.09243,-78.64886,2010-06-07 12:01:29,2010-09-24 11:02:08
226149402010661,2002,54,41,13521.0,1352,1,2002,4.0,0.003,1500,1.0,0,2.0,1.0,1.0,,0.0,3.0,39.046049,-80.352708,2010-06-07 11:59:36,2010-09-24 11:02:08
226149871010661,2002,54,41,14241.0,1424,1,2002,4.0,0.0,1139,1.0,45,1.0,1.0,1.0,,0.0,0.0,39.0407,-80.560051,2010-06-07 12:01:37,2010-09-24 11:02:08
226149443010661,2002,54,55,51.0,5,1,2002,3.0,0.08154528,2520,2.0,0,1.0,1.0,1.0,,0.0,81.54527777777778,37.473048,-81.147227,2010-06-07 11:59:46,2010-09-24 11:02:08
226149454010661,2002,54,59,1741.0,174,1,2002,2.0,0.0,997,1.0,0,2.0,1.0,1.0,,0.0,0.0,37.892752,-82.156224,2010-06-07 11:59:48,2010-09-24 11:02:08
226149861010661,2002,54,61,8351.0,835,1,2002,3.0,0.03229722,2506,1.0,340,1.0,1.0,1.0,,0.0,32.297222222222224,39.63146,-79.862029,2010-06-07 12:01:35,2010-09-24 11:02:09
226149875010661,2002,54,61,811.0,81,1,2002,3.0,0.0,1083,1.0,320,3.0,1.0,1.0,,0.0,0.0,39.687664,-80.319792,2010-06-07 12:01:38,2010-09-24 11:02:09
226149842010661,2002,54,65,521.0,52,1,2002,4.0,0.0,860,1.0,330,1.0,1.0,1.0,,0.0,0.0,39.562836,-78.195215,2010-06-07 12:01:30,2010-09-24 11:02:09
226149583010661,2002,54,67,3711.0,371,1,2002,3.0,0.0059175,1916,1.0,11,1.0,1.0,1.0,,0.0,5.9175,38.267532,-80.908565,2010-06-07 12:00:21,2010-09-24 11:02:09
226149564010661,2002,54,75,3361.0,336,1,2002,3.0,0.11729917,4015,2.0,0,1.0,1.0,1.0,,0.0,117.29916666666666,38.549323,-79.750562,2010-06-07 12:00:17,2010-09-24 11:02:09
226149568010661,2002,54,83,3671.0,367,1,2002,3.0,0.0015425,1967,1.0,0,5.0,1.0,1.0,,0.0,1.5425,38.922892,-79.807305,2010-06-07 12:00:17,2010-09-24 11:02:09
226149579010661,2002,54,83,13951.0,1395,1,2002,3.0,0.0,2810,1.0,295,1.0,1.0,1.0,,1.0,0.0,38.630328,-80.024197,2010-06-07 12:00:20,2010-09-24 11:02:09
226149885010661,2002,54,85,5651.0,565,1,2002,3.0,0.0,829,1.0,120,3.0,1.0,1.0,,0.0,0.0,39.199786,-81.091589,2010-06-07 12:01:40,2010-09-24 11:02:09
226149592010661,2002,54,87,6961.0,696,1,2002,4.0,0.0,768,1.0,305,3.0,1.0,1.0,,0.0,0.0,38.600372,-81.249297,2010-06-07 12:00:22,2010-09-24 11:02:09
226149866010661,2002,54,91,6911.0,691,1,2002,4.0,0.0,1241,1.0,0,5.0,1.0,2.0,,0.0,0.0,39.318123,-80.049527,2010-06-07 12:01:36,2010-09-24 11:02:09
226149851010661,2002,54,93,4281.0,428,1,2002,3.0,0.0,3099,1.0,0,4.0,1.0,1.0,,0.0,0.0,39.183999,-79.389547,2010-06-07 12:01:32,2010-09-24 11:02:09
226149893010661,2002,54,95,13001.0,1300,1,2002,3.0,0.00067556,1072,1.0,200,1.0,1.0,1.0,,0.0,0.6755555555555556,39.546041,-80.980761,2010-06-07 12:01:42,2010-09-24 11:02:09
226149397010661,2002,54,99,15581.0,1558,1,2002,4.0,0.00025667,1500,1.0,0,2.0,1.0,1.0,,0.0,0.25666666666666665,38.264396,-82.462287,2010-06-07 11:59:35,2010-09-24 11:02:09
226149572010661,2002,54,101,13731.0,1373,1,2002,3.0,0.01089111,1836,1.0,0,4.0,1.0,1.0,,0.0,10.891111111111112,38.463803,-80.405832,2010-06-07 12:00:18,2010-09-24 11:02:09
226149451010661,2002,54,109,15391.0,1539,1,2002,3.0,0.00461083,1440,1.0,248,1.0,1.0,1.0,,0.0,4.610833333333333,37.568966,-81.599729,2010-06-07 11:59:48,2010-09-24 11:02:09
226163371010661,2007,54,5,251.0,25,1,2007,3.0,0.0,666,1.0,0,3.0,1.0,1.0,,0.0,0.0,38.158948,-81.771863,2010-06-07 13:25:52,2010-09-24 11:01:34
226163358010661,2007,54,7,8631.0,863,1,2007,5.0,0.0,1189,1.0,359,3.0,1.0,1.0,,0.0,0.0,38.558165,-80.649701,2010-06-07 13:25:46,2010-09-24 11:01:34
226163385010661,2007,54,11,8451.0,845,1,2007,3.0,0.0,884,1.0,241,1.0,1.0,1.0,,0.0,0.0,38.275174,-82.257407,2010-06-07 13:25:56,2010-09-24 11:01:34
226163389010661,2007,54,11,12261.0,1226,1,2007,3.0,0.00371556,443,1.0,0,4.0,1.0,1.0,,0.0,3.7155555555555555,38.506757,-82.222109,2010-06-07 13:25:58,2010-09-24 11:01:34
226163236010661,2007,54,19,12431.0,1243,1,2007,3.0,0.0,1727,2.0,0,4.0,1.0,1.0,,0.0,0.0,38.035268,-81.260284,2010-06-07 13:25:05,2010-09-24 11:01:34
226163223010661,2007,54,25,8201.0,820,1,2007,4.0,0.0059375,2952,1.0,218,1.0,1.0,1.0,,0.0,5.9375,37.958515,-80.696971,2010-06-07 13:25:01,2010-09-24 11:01:34
226163340010661,2007,54,31,13651.0,1365,1,2007,3.0,0.0,749,1.0,0,5.0,1.0,1.0,,0.0,0.0,39.100581,-78.93153,2010-06-07 13:25:39,2010-09-24 11:01:34
226163636010661,2007,54,31,5341.0,534,1,2007,4.0,0.0,862,1.0,0,5.0,1.0,1.0,,0.0,0.0,39.052849,-78.582191,2010-06-07 13:27:13,2010-09-24 11:01:34
226163178010661,2007,54,41,13521.0,1352,1,2007,4.0,0.00234667,1122,1.0,0,3.0,1.0,1.0,,0.0,2.3466666666666667,39.046049,-80.352708,2010-06-07 13:24:44,2010-09-24 11:01:34
226163670010661,2007,54,41,14241.0,1424,1,2007,3.0,0.00047111,1011,1.0,313,3.0,1.0,1.0,,1.0,0.4711111111111111,39.0407,-80.560051,2010-06-07 13:27:26,2010-09-24 11:01:34
226163232010661,2007,54,45,1741.0,174,1,2007,4.0,0.0,785,1.0,0,4.0,1.0,1.0,,0.0,0.0,37.837203,-81.951028,2010-06-07 13:25:04,2010-09-24 11:01:34
226163218010661,2007,54,55,51.0,5,1,2007,4.0,0.00091429,2671,1.0,0,1.0,1.0,1.0,,0.0,0.9142857142857143,37.562819,-81.165687,2010-06-07 13:24:59,2010-09-24 11:01:34
226163662010661,2007,54,61,8351.0,835,1,2007,3.0,0.01309556,2479,2.0,322,1.0,1.0,1.0,,0.0,13.095555555555556,39.63146,-79.862029,2010-06-07 13:27:23,2010-09-24 11:01:34
226163674010661,2007,54,61,811.0,81,1,2007,3.0,0.0,989,2.0,333,3.0,1.0,1.0,,0.0,0.0,39.687664,-80.319792,2010-06-07 13:27:27,2010-09-24 11:01:34
226163640010661,2007,54,65,521.0,52,1,2007,3.0,0.00124444,747,1.0,0,1.0,1.0,1.0,,0.0,1.2444444444444445,39.562836,-78.195215,2010-06-07 13:27:15,2010-09-24 11:01:34
226163367010661,2007,54,67,3711.0,371,1,2007,3.0,0.0,1838,1.0,23,3.0,1.0,1.0,,0.0,0.0,38.267532,-80.908565,2010-06-07 13:25:50,2010-09-24 11:01:34
226163344010661,2007,54,75,3361.0,336,1,2007,3.0,0.00148444,4023,2.0,0,1.0,1.0,1.0,,0.0,1.4844444444444445,38.549323,-79.750562,2010-06-07 13:25:40,2010-09-24 11:01:34
226163348010661,2007,54,83,3671.0,367,1,2007,3.0,0.00014778,1847,2.0,0,5.0,1.0,2.0,,1.0,0.14777777777777779,38.922892,-79.807305,2010-06-07 13:25:42,2010-09-24 11:01:34
226163363010661,2007,54,83,13951.0,1395,1,2007,4.0,0.0,2734,1.0,299,3.0,1.0,1.0,,0.0,0.0,38.630328,-80.024197,2010-06-07 13:25:48,2010-09-24 11:01:34
226163682010661,2007,54,85,5651.0,565,1,2007,3.0,0.0,739,1.0,161,3.0,1.0,1.0,,0.0,0.0,39.199786,-81.091589,2010-06-07 13:27:29,2010-09-24 11:01:34
226163375010661,2007,54,87,6961.0,696,1,2007,3.0,0.00034667,530,2.0,244,3.0,2.0,1.0,,0.0,0.3466666666666667,38.600372,-81.249297,2010-06-07 13:25:53,2010-09-24 11:01:34
226163666010661,2007,54,91,6911.0,691,1,2007,3.0,0.00156444,1109,1.0,0,4.0,1.0,1.0,,0.0,1.5644444444444445,39.318123,-80.049527,2010-06-07 13:27:24,2010-09-24 11:01:34
226163651010661,2007,54,93,4282.0,428,2,2007,1.0,0.03215,3200,2.0,0,4.0,1.0,1.0,,0.0,32.15,39.093831,-79.399963,2010-06-07 13:27:18,2010-09-24 11:01:34
226163691010661,2007,54,95,13001.0,1300,1,2007,4.0,0.00021333,1080,1.0,0,1.0,1.0,1.0,,0.0,0.21333333333333335,39.546041,-80.980761,2010-06-07 13:27:32,2010-09-24 11:01:34
226163173010661,2007,54,99,15581.0,1558,1,2007,2.0,0.0,692,1.0,250,3.0,1.0,1.0,,2.0,0.0,38.264396,-82.462287,2010-06-07 13:24:43,2010-09-24 11:01:34
226163352010661,2007,54,101,13731.0,1373,1,2007,3.0,0.00049833,2162,1.0,0,5.0,1.0,2.0,,0.0,0.49833333333333335,38.385363,-80.620878,2010-06-07 13:25:43,2010-09-24 11:01:34
226163227010661,2007,54,109,15391.0,1539,1,2007,3.0,0.0,1395,2.0,159,3.0,1.0,1.0,,0.0,0.0,37.568966,-81.599729,2010-06-07 13:25:02,2010-09-24 11:01:34
234061457010661,2009,54,75,3362.0,336,2,2009,2.0,0.0,3751,2.0,182,1.0,1.0,1.0,,0.0,0.0,38.533365,-79.76714,2010-09-20 12:34:28,2010-10-06 08:23:40
234061463010661,2009,54,83,3671.0,367,1,2009,4.0,0.0,2614,1.0,190,1.0,1.0,1.0,,0.0,0.0,39.012799,-79.701723,2010-09-20 12:34:30,2010-10-06 08:23:40
234061475010661,2009,54,7,8631.0,863,1,2009,3.0,0.0,1283,2.0,0,1.0,1.0,1.0,,0.0,0.0,38.595512,-80.583454,2010-09-20 12:34:33,2010-10-06 08:23:40
234061480010661,2009,54,83,13951.0,1395,1,2009,3.0,0.00156444,3601,1.0,0,4.0,1.0,2.0,,0.0,1.5644444444444445,38.592289,-80.099311,2010-09-20 12:34:34,2010-10-06 08:23:40
234061487010661,2009,54,67,3711.0,371,1,2009,6.0,0.0,1959,2.0,23,3.0,1.0,1.0,,0.0,0.0,38.267532,-80.908565,2010-09-20 12:34:37,2010-10-06 08:23:40
234061493010661,2009,54,5,251.0,25,1,2009,4.0,0.0,806,1.0,0,3.0,1.0,1.0,,0.0,0.0,38.158948,-81.771863,2010-09-20 12:34:38,2010-10-06 08:23:40
234061499010661,2009,54,87,6961.0,696,1,2009,4.0,0.0,650,2.0,244,4.0,2.0,1.0,,0.0,0.0,38.600372,-81.249297,2010-09-20 12:34:40,2010-10-06 08:23:40
234061832010661,2009,54,31,5341.0,534,1,2009,4.0,0.0,964,1.0,0,5.0,1.0,1.0,,0.0,0.0,39.052849,-78.582191,2010-09-20 12:36:17,2010-10-06 08:23:40
234061836010661,2009,54,3,521.0,52,1,2009,3.0,0.00034667,1606,2.0,0,4.0,1.0,1.0,,0.0,0.3466666666666667,39.427105,-78.148011,2010-09-20 12:36:18,2010-10-06 08:23:40
234061846010661,2009,54,93,4281.0,428,1,2009,3.0,0.0,3095,1.0,242,3.0,1.0,2.0,,0.0,0.0,39.183999,-79.389547,2010-09-20 12:36:21,2010-10-06 08:23:40
234061851010661,2009,54,93,4282.0,428,2,2009,3.0,0.0,3188,1.0,0,1.0,1.0,1.0,,0.0,0.0,39.093831,-79.399963,2010-09-20 12:36:22,2010-10-06 08:23:40
234061869010661,2009,54,77,8351.0,835,1,2009,4.0,0.00011083,2277,1.0,143,1.0,1.0,1.0,,0.0,0.11083333333333334,39.67715,-79.728551,2010-09-20 12:36:27,2010-10-06 08:23:40
234061874010661,2009,54,91,6911.0,691,1,2009,3.0,0.0,1254,2.0,0,5.0,2.0,2.0,,0.0,0.0,39.318123,-80.049527,2010-09-20 12:36:28,2010-10-06 08:23:40
234061884010661,2009,54,61,811.0,81,1,2009,3.0,0.0,1082,2.0,333,3.0,1.0,1.0,,0.0,0.0,39.687664,-80.319792,2010-09-20 12:36:31,2010-10-06 08:23:40
234061898010661,2009,54,85,5651.0,565,1,2009,4.0,0.0,806,1.0,115,3.0,1.0,1.0,,0.0,0.0,39.199786,-81.091589,2010-09-20 12:36:35,2010-10-06 08:23:40
234061910010661,2009,54,95,13001.0,1300,1,2009,4.0,0.0,1224,1.0,240,1.0,1.0,1.0,,0.0,0.0,39.546041,-80.980761,2010-09-20 12:36:39,2010-10-06 08:23:40
234061916010661,2009,54,95,13002.0,1300,2,2009,2.0,0.0,1212,2.0,70,1.0,1.0,1.0,,0.0,0.0,39.479862,-80.789161,2010-09-20 12:36:40,2010-10-06 08:23:40
234061515010661,2009,54,11,8452.0,845,2,2009,2.0,0.0,633,1.0,0,4.0,1.0,1.0,,0.0,0.0,38.330955,-82.266435,2010-09-20 12:34:45,2010-10-06 08:23:40
234061521010661,2009,54,99,8451.0,845,1,2009,2.0,0.0,697,1.0,0,4.0,1.0,1.0,,0.0,0.0,38.293989,-82.350861,2010-09-20 12:34:46,2010-10-06 08:23:40
226160556010661,2006,54,19,12431.0,1243,1,2006,4.0,0.0,1727,2.0,0,4.0,1.0,1.0,,0.0,0.0,38.035268,-81.260284,2010-06-07 13:11:08,2010-09-24 11:01:18
226161002010661,2006,54,41,14241.0,1424,1,2006,5.0,0.0,1011,1.0,313,1.0,1.0,1.0,,0.0,0.0,39.0407,-80.560051,2010-06-07 13:13:42,2010-09-24 11:01:18
226160969010661,2006,54,65,521.0,52,1,2006,3.0,0.0,758,1.0,340,1.0,1.0,1.0,,0.0,0.0,39.562836,-78.195215,2010-06-07 13:13:28,2010-09-24 11:01:18
226160666010661,2006,54,75,3361.0,336,1,2006,3.0,0.0,4023,1.0,0,1.0,1.0,1.0,,0.0,0.0,38.549323,-79.750562,2010-06-07 13:11:43,2010-09-24 11:01:37
