CN,PLT_CN,INVYR,STATECD,COUNTYCD,PLOT,SUBP,TRANSECT,SEGMNT,MEASYEAR,CONDID,SLOPE_BEGNDIST,SLOPE_ENDDIST,SLOPE,HORIZ_LENGTH,HORIZ_BEGNDIST,HORIZ_ENDDIST,CREATED_DATE,MODIFIED_DATE,SEGMNT_STATUS_CD,SEGMNT_NONSAMPLE_REASN_CD,TRANSECT_LENGTH
225064046010661,145007315010661,2009,54,83,1402,1,30,1,2009,1,0.0,24.0,0,24.0,0.0,24.0,2010-08-17 07:49:42,2026-06-25 13:31:35,,,
225064047010661,145007315010661,2009,54,83,1402,1,150,1,2009,1,0.0,25.056735621385,30,24.0,0.0,24.0,2010-08-17 07:49:42,2026-06-25 13:31:35,,,
225064048010661,145007315010661,2009,54,83,1402,1,270,1,2009,1,0.0,24.11970149069,10,24.0,0.0,24.0,2010-08-17 07:49:42,2026-06-25 13:31:35,,,
225064049010661,145007315010661,2009,54,83,1402,2,30,1,2009,1,0.0,24.029981273401,5,24.0,0.0,24.0,2010-08-17 07:49:42,2026-06-25 13:31:35,,,
225064050010661,145007315010661,2009,54,83,1402,2,150,1,2009,1,0.0,24.11970149069,10,24.0,0.0,24.0,2010-08-17 07:49:42,2026-06-25 13:31:35,,,
225064051010661,145007315010661,2009,54,83,1402,2,270,1,2009,1,0.0,24.11970149069,10,24.0,0.0,24.0,2010-08-17 07:49:42,2026-06-25 13:31:35,,,
225064052010661,145007315010661,2009,54,83,1402,3,30,1,2009,1,0.0,24.029981273401,5,24.0,0.0,24.0,2010-08-17 07:49:42,2026-06-25 13:31:35,,,
225064053010661,145007315010661,2009,54,83,1402,3,150,1,2009,1,0.0,24.268498099388,15,24.0,0.0,24.0,2010-08-17 07:49:42,2026-06-25 13:31:35,,,
225064054010661,145007315010661,2009,54,83,1402,3,270,1,2009,1,0.0,24.268498099388,15,24.0,0.0,24.0,2010-08-17 07:49:42,2026-06-25 13:31:35,,,
225064055010661,145007315010661,2009,54,83,1402,4,30,1,2009,1,0.0,24.029981273401,5,24.0,0.0,24.0,2010-08-17 07:49:42,2026-06-25 13:31:35,,,
225064056010661,145007315010661,2009,54,83,1402,4,150,1,2009,1,0.0,24.268498099388,15,24.0,0.0,24.0,2010-08-17 07:49:42,2026-06-25 13:31:35,,,
225064057010661,145007315010661,2009,54,83,1402,4,270,1,2009,1,0.0,24.0,0,24.0,0.0,24.0,2010-08-17 07:49:42,2026-06-25 13:31:35,,,
233285565010661,145007475010661,2009,54,97,2114,1,30,1,2009,1,0.0,25.056735621385,30,24.0,0.0,24.0,2010-08-18 07:10:04,2026-06-25 13:31:35,,,
233285566010661,145007475010661,2009,54,97,2114,1,150,1,2009,1,0.0,24.11970149069,10,24.0,0.0,24.0,2010-08-18 07:10:04,2026-06-25 13:31:35,,,
233285567010661,145007475010661,2009,54,97,2114,1,270,1,2009,1,0.0,24.475293665245,20,24.0,0.0,24.0,2010-08-18 07:10:04,2026-06-25 13:31:35,,,
233285568010661,145007475010661,2009,54,97,2114,2,30,1,2009,1,0.0,26.832815729997,50,24.0,0.0,24.0,2010-08-18 07:10:04,2026-06-25 13:31:35,,,
233285569010661,145007475010661,2009,54,97,2114,2,150,1,2009,1,0.0,24.11970149069,10,24.0,0.0,24.0,2010-08-18 07:10:04,2026-06-25 13:31:35,,,
233285570010661,145007475010661,2009,54,97,2114,2,270,1,2009,1,0.0,11.0,20,10.7863874326,0.0,10.7863874326,2010-08-18 07:10:04,2026-06-25 13:31:35,,,
233285571010661,145007475010661,2009,54,97,2114,2,270,2,2009,2,11.0,24.279516280805,10,13.2136125674,10.7863874326,24.0,2010-08-18 07:10:04,2026-06-25 13:31:35,,,
233285572010661,145007475010661,2009,54,97,2114,3,30,1,2009,2,0.0,24.11970149069,10,24.0,0.0,24.0,2010-08-18 07:10:04,2026-06-25 13:31:35,,,
233285573010661,145007475010661,2009,54,97,2114,3,150,1,2009,2,0.0,24.11970149069,10,24.0,0.0,24.0,2010-08-18 07:10:04,2026-06-25 13:31:35,,,
233285574010661,145007475010661,2009,54,97,2114,3,270,1,2009,2,0.0,16.1,0,16.1,0.0,16.1,2010-08-18 07:10:04,2026-06-25 13:31:35,,,
233285575010661,145007475010661,2009,54,97,2114,3,270,2,2009,1,16.1,24.039401740686,10,7.9,16.1,24.0,2010-08-18 07:10:04,2026-06-25 13:31:35,,,
233285576010661,145007475010661,2009,54,97,2114,4,30,1,2009,1,0.0,25.056735621385,30,24.0,0.0,24.0,2010-08-18 07:10:04,2026-06-25 13:31:35,,,
233285577010661,145007475010661,2009,54,97,2114,4,150,1,2009,1,0.0,24.0,0,24.0,0.0,24.0,2010-08-18 07:10:04,2026-06-25 13:31:35,,,
233285578010661,145007475010661,2009,54,97,2114,4,270,1,2009,1,0.0,24.11970149069,10,24.0,0.0,24.0,2010-08-18 07:10:04,2026-06-25 13:31:35,,,
225090453010661,145008011010661,2009,54,99,1933,1,30,1,2009,1,0.0,24.029981273401,5,24.0,0.0,24.0,2010-08-17 07:49:42,2026-06-25 13:31:35,,,
225090454010661,145008011010661,2009,54,99,1933,1,150,1,2009,1,0.0,24.738633753706,25,24.0,0.0,24.0,2010-08-17 07:49:42,2026-06-25 13:31:35,,,
225090455010661,145008011010661,2009,54,99,1933,1,270,1,2009,1,0.0,24.738633753706,25,24.0,0.0,24.0,2010-08-17 07:49:42,2026-06-25 13:31:35,,,
225090456010661,145008011010661,2009,54,99,1933,2,30,1,2009,1,0.0,24.0,0,24.0,0.0,24.0,2010-08-17 07:49:42,2026-06-25 13:31:35,,,
225090457010661,145008011010661,2009,54,99,1933,2,150,1,2009,1,0.0,25.427544120501,35,24.0,0.0,24.0,2010-08-17 07:49:42,2026-06-25 13:31:35,,,
225090458010661,145008011010661,2009,54,99,1933,2,270,1,2009,1,0.0,24.475293665245,20,24.0,0.0,24.0,2010-08-17 07:49:42,2026-06-25 13:31:35,,,
225090459010661,145008011010661,2009,54,99,1933,3,30,1,2009,1,0.0,24.11970149069,10,24.0,0.0,24.0,2010-08-17 07:49:42,2026-06-25 13:31:35,,,
225090460010661,145008011010661,2009,54,99,1933,3,150,1,2009,1,0.0,25.848791074246,40,24.0,0.0,24.0,2010-08-17 07:49:42,2026-06-25 13:31:35,,,
225090461010661,145008011010661,2009,54,99,1933,3,270,1,2009,1,0.0,25.056735621385,30,24.0,0.0,24.0,2010-08-17 07:49:42,2026-06-25 13:31:35,,,
225090462010661,145008011010661,2009,54,99,1933,4,30,1,2009,1,0.0,24.268498099388,15,24.0,0.0,24.0,2010-08-17 07:49:42,2026-06-25 13:31:35,,,
225090463010661,145008011010661,2009,54,99,1933,4,150,1,2009,1,0.0,24.738633753706,25,24.0,0.0,24.0,2010-08-17 07:49:42,2026-06-25 13:31:35,,,
225090464010661,145008011010661,2009,54,99,1933,4,270,1,2009,1,0.0,24.475293665245,20,24.0,0.0,24.0,2010-08-17 07:49:42,2026-06-25 13:31:35,,,
225068049010661,145008105010661,2009,54,101,2463,1,30,1,2009,1,0.0,24.475293665245,20,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:35,,,
225068050010661,145008105010661,2009,54,101,2463,1,150,1,2009,1,0.0,24.475293665245,20,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:35,,,
225068051010661,145008105010661,2009,54,101,2463,1,270,1,2009,1,0.0,24.11970149069,10,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:35,,,
225068052010661,145008105010661,2009,54,101,2463,2,30,1,2009,1,0.0,25.056735621385,30,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:35,,,
225068053010661,145008105010661,2009,54,101,2463,2,150,1,2009,1,0.0,25.056735621385,30,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:35,,,
225068054010661,145008105010661,2009,54,101,2463,2,270,1,2009,1,0.0,24.11970149069,10,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:35,,,
225068055010661,145008105010661,2009,54,101,2463,3,30,1,2009,1,0.0,24.475293665245,20,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:35,,,
225068056010661,145008105010661,2009,54,101,2463,3,150,1,2009,1,0.0,24.475293665245,20,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:35,,,
225068057010661,145008105010661,2009,54,101,2463,3,270,1,2009,1,0.0,24.11970149069,10,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:35,,,
225068058010661,145008105010661,2009,54,101,2463,4,30,1,2009,1,0.0,25.056735621385,30,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:35,,,
225068059010661,145008105010661,2009,54,101,2463,4,150,1,2009,1,0.0,24.475293665245,20,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:35,,,
225068060010661,145008105010661,2009,54,101,2463,4,270,1,2009,1,0.0,24.11970149069,10,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:35,,,
225090622010661,145007763010661,2009,54,103,380,1,30,1,2009,1,0.0,29.295733477761,70,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:35,,,
225090623010661,145007763010661,2009,54,103,380,1,150,1,2009,1,0.0,25.056735621385,30,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:35,,,
225090624010661,145007763010661,2009,54,103,380,1,270,1,2009,1,0.0,24.475293665245,20,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:35,,,
225090625010661,145007763010661,2009,54,103,380,2,30,1,2009,1,0.0,31.498571396176,85,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:35,,,
225090626010661,145007763010661,2009,54,103,380,2,150,1,2009,1,0.0,24.738633753706,25,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:35,,,
225090627010661,145007763010661,2009,54,103,380,2,270,1,2009,1,0.0,24.11970149069,10,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:35,,,
225090628010661,145007763010661,2009,54,103,380,3,30,1,2009,1,0.0,25.427544120501,35,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:35,,,
225090629010661,145007763010661,2009,54,103,380,3,150,1,2009,1,0.0,24.029981273401,5,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:35,,,
225090630010661,145007763010661,2009,54,103,380,3,270,1,2009,1,0.0,24.268498099388,15,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:35,,,
225090631010661,145007763010661,2009,54,103,380,4,30,1,2009,1,0.0,24.11970149069,10,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:35,,,
225090632010661,145007763010661,2009,54,103,380,4,150,1,2009,1,0.0,24.0,0,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:35,,,
225090633010661,145007763010661,2009,54,103,380,4,270,1,2009,1,0.0,24.0,0,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:35,,,
225091284010661,174547884010661,2009,54,103,3601,1,30,1,2009,1,0.0,26.318054639354,45,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:35,,,
225091285010661,174547884010661,2009,54,103,3601,1,150,1,2009,1,0.0,25.427544120501,35,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:35,,,
225091286010661,174547884010661,2009,54,103,3601,1,270,1,2009,1,0.0,24.11970149069,10,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:35,,,
225091287010661,174547884010661,2009,54,103,3601,2,30,1,2009,1,0.0,24.268498099388,15,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:35,,,
225091288010661,174547884010661,2009,54,103,3601,2,150,1,2009,1,0.0,25.427544120501,35,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:35,,,
225091289010661,174547884010661,2009,54,103,3601,2,270,1,2009,1,0.0,24.0,0,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:35,,,
225091290010661,174547884010661,2009,54,103,3601,3,30,1,2009,1,0.0,25.427544120501,35,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:35,,,
225091291010661,174547884010661,2009,54,103,3601,3,150,1,2009,1,0.0,25.056735621385,30,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:35,,,
225091292010661,174547884010661,2009,54,103,3601,3,270,1,2009,1,0.0,24.0,0,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:35,,,
225091293010661,174547884010661,2009,54,103,3601,4,30,1,2009,1,0.0,24.738633753706,25,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:35,,,
225091294010661,174547884010661,2009,54,103,3601,4,150,1,2009,1,0.0,24.475293665245,20,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:35,,,
225091295010661,174547884010661,2009,54,103,3601,4,270,1,2009,1,0.0,24.0,0,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:35,,,
225091558010661,145007857010661,2009,54,105,1773,1,30,1,2009,1,0.0,27.988569095257,60,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:35,,,
225091559010661,145007857010661,2009,54,105,1773,1,150,1,2009,1,0.0,10.3,40,9.563309916118,0.0,9.563309916118,2010-08-17 07:49:43,2026-06-25 13:31:35,,,
225091560010661,145007857010661,2009,54,105,1773,1,150,2,2009,2,10.3,26.440710198828,50,14.436690083882,9.563309916118,24.0,2010-08-17 07:49:43,2026-06-25 13:31:35,,,
225091561010661,145007857010661,2009,54,105,1773,1,270,1,2009,1,0.0,24.475293665245,20,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:35,,,
225091562010661,145007857010661,2009,54,105,1773,2,30,1,2009,1,0.0,25.056735621385,30,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:35,,,
225091563010661,145007857010661,2009,54,105,1773,2,150,1,2009,1,0.0,24.475293665245,20,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:35,,,
225091564010661,145007857010661,2009,54,105,1773,2,270,1,2009,1,0.0,24.475293665245,20,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:35,,,
225091565010661,145007857010661,2009,54,105,1773,3,30,1,2009,2,0.0,24.0,0,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:35,,,
225091566010661,145007857010661,2009,54,105,1773,3,150,1,2009,2,0.0,24.0,0,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:35,,,
225091567010661,145007857010661,2009,54,105,1773,3,270,1,2009,2,0.0,24.0,0,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:35,,,
225091568010661,145007857010661,2009,54,105,1773,4,30,1,2009,2,0.0,24.0,0,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:35,,,
225091569010661,145007857010661,2009,54,105,1773,4,150,1,2009,2,0.0,24.0,0,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:35,,,
225091570010661,145007857010661,2009,54,105,1773,4,270,1,2009,2,0.0,24.0,0,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:35,,,
225091876010661,145007939010661,2009,54,107,1633,1,30,1,2009,1,0.0,24.11970149069,10,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:34,,,
225091877010661,145007939010661,2009,54,107,1633,1,150,1,2009,1,0.0,25.056735621385,30,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:34,,,
225091878010661,145007939010661,2009,54,107,1633,1,270,1,2009,1,0.0,24.475293665245,20,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:34,,,
225091879010661,145007939010661,2009,54,107,1633,2,30,1,2009,1,0.0,24.11970149069,10,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:34,,,
225091880010661,145007939010661,2009,54,107,1633,2,150,1,2009,1,0.0,25.848791074246,40,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:34,,,
225091881010661,145007939010661,2009,54,107,1633,2,270,1,2009,1,0.0,24.475293665245,20,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:34,,,
225091882010661,145007939010661,2009,54,107,1633,3,30,1,2009,1,0.0,24.0,0,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:34,,,
225091883010661,145007939010661,2009,54,107,1633,3,150,1,2009,1,0.0,24.11970149069,10,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:34,,,
225091884010661,145007939010661,2009,54,107,1633,3,270,1,2009,1,0.0,24.11970149069,10,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:34,,,
225091885010661,145007939010661,2009,54,107,1633,4,30,1,2009,1,0.0,24.475293665245,20,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:34,,,
225091886010661,145007939010661,2009,54,107,1633,4,150,1,2009,1,0.0,24.11970149069,10,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:34,,,
225091887010661,145007939010661,2009,54,107,1633,4,270,1,2009,1,0.0,24.11970149069,10,24.0,0.0,24.0,2010-08-17 07:49:43,2026-06-25 13:31:34,,,
249348977010661,169112647010661,2010,54,1,2429,1,30,1,2010,1,0.0,24.738633753706,25,24.0,0.0,24.0,2011-06-06 07:00:35,2026-06-25 13:31:35,,,
249348978010661,169112647010661,2010,54,1,2429,1,150,1,2010,1,0.0,27.988569095257,60,24.0,0.0,24.0,2011-06-06 07:00:35,2026-06-25 13:31:35,,,
249348979010661,169112647010661,2010,54,1,2429,1,270,1,2010,1,0.0,25.056735621385,30,24.0,0.0,24.0,2011-06-06 07:00:35,2026-06-25 13:31:35,,,
249348980010661,169112647010661,2010,54,1,2429,2,30,1,2010,1,0.0,24.738633753706,25,24.0,0.0,24.0,2011-06-06 07:00:35,2026-06-25 13:31:35,,,
249348981010661,169112647010661,2010,54,1,2429,2,150,1,2010,1,0.0,27.988569095257,60,24.0,0.0,24.0,2011-06-06 07:00:35,2026-06-25 13:31:35,,,
249348982010661,169112647010661,2010,54,1,2429,2,270,1,2010,1,0.0,24.268498099388,15,24.0,0.0,24.0,2011-06-06 07:00:35,2026-06-25 13:31:35,,,
249348983010661,169112647010661,2010,54,1,2429,3,30,1,2010,1,0.0,24.475293665245,20,24.0,0.0,24.0,2011-06-06 07:00:35,2026-06-25 13:31:35,,,
249348984010661,169112647010661,2010,54,1,2429,3,150,1,2010,1,0.0,25.056735621385,30,24.0,0.0,24.0,2011-06-06 07:00:35,2026-06-25 13:31:35,,,
249348985010661,169112647010661,2010,54,1,2429,3,270,1,2010,1,0.0,25.056735621385,30,24.0,0.0,24.0,2011-06-06 07:00:35,2026-06-25 13:31:35,,,
249348986010661,169112647010661,2010,54,1,2429,4,30,1,2010,1,0.0,24.738633753706,25,24.0,0.0,24.0,2011-06-06 07:00:35,2026-06-25 13:31:35,,,
249348987010661,169112647010661,2010,54,1,2429,4,150,1,2010,1,0.0,29.295733477761,70,24.0,0.0,24.0,2011-06-06 07:00:35,2026-06-25 13:31:35,,,
249348988010661,169112647010661,2010,54,1,2429,4,270,1,2010,1,0.0,24.11970149069,10,24.0,0.0,24.0,2011-06-06 07:00:35,2026-06-25 13:31:35,,,
249349129010661,169113105010661,2010,54,5,2402,1,30,1,2010,1,0.0,25.848791074246,40,24.0,0.0,24.0,2011-06-06 07:00:35,2026-06-25 13:31:34,,,
249349130010661,169113105010661,2010,54,5,2402,1,150,1,2010,1,0.0,24.738633753706,25,24.0,0.0,24.0,2011-06-06 07:00:35,2026-06-25 13:31:34,,,
249349131010661,169113105010661,2010,54,5,2402,1,270,1,2010,1,0.0,27.390509305232,55,24.0,0.0,24.0,2011-06-06 07:00:35,2026-06-25 13:31:34,,,
249349132010661,169113105010661,2010,54,5,2402,2,30,1,2010,1,0.0,25.056735621385,30,24.0,0.0,24.0,2011-06-06 07:00:35,2026-06-25 13:31:34,,,
249349133010661,169113105010661,2010,54,5,2402,2,150,1,2010,1,0.0,24.0,0,24.0,0.0,24.0,2011-06-06 07:00:35,2026-06-25 13:31:34,,,
249349134010661,169113105010661,2010,54,5,2402,2,270,1,2010,1,0.0,24.268498099388,15,24.0,0.0,24.0,2011-06-06 07:00:35,2026-06-25 13:31:34,,,
249349135010661,169113105010661,2010,54,5,2402,3,30,1,2010,1,0.0,24.475293665245,20,24.0,0.0,24.0,2011-06-06 07:00:35,2026-06-25 13:31:34,,,
249349136010661,169113105010661,2010,54,5,2402,3,150,1,2010,1,0.0,24.475293665245,20,24.0,0.0,24.0,2011-06-06 07:00:35,2026-06-25 13:31:34,,,
249349137010661,169113105010661,2010,54,5,2402,3,270,1,2010,1,0.0,26.832815729997,50,24.0,0.0,24.0,2011-06-06 07:00:35,2026-06-25 13:31:34,,,
249349138010661,169113105010661,2010,54,5,2402,4,30,1,2010,1,0.0,26.318054639354,45,24.0,0.0,24.0,2011-06-06 07:00:35,2026-06-25 13:31:34,,,
249349139010661,169113105010661,2010,54,5,2402,4,150,1,2010,1,0.0,24.11970149069,10,24.0,0.0,24.0,2011-06-06 07:00:35,2026-06-25 13:31:34,,,
249349140010661,169113105010661,2010,54,5,2402,4,270,1,2010,1,0.0,24.029981273401,5,24.0,0.0,24.0,2011-06-06 07:00:35,2026-06-25 13:31:34,,,
42801859020004,169112971010661,2010,54,13,454,1,30,1,2010,1,0.0,24.0,0,24.0,0.0,24.0,2012-06-06 07:13:18,2026-06-25 13:31:35,,,
42801860020004,169112971010661,2010,54,13,454,1,150,1,2010,1,0.0,24.0,0,24.0,0.0,24.0,2012-06-06 07:13:18,2026-06-25 13:31:35,,,
42801861020004,169112971010661,2010,54,13,454,1,270,1,2010,1,0.0,24.0,0,24.0,0.0,24.0,2012-06-06 07:13:18,2026-06-25 13:31:35,,,
42801862020004,169112971010661,2010,54,13,454,2,30,1,2010,1,0.0,24.0,0,24.0,0.0,24.0,2012-06-06 07:13:18,2026-06-25 13:31:35,,,
42801863020004,169112971010661,2010,54,13,454,2,150,1,2010,1,0.0,24.0,0,24.0,0.0,24.0,2012-06-06 07:13:18,2026-06-25 13:31:35,,,
42801864020004,169112971010661,2010,54,13,454,2,270,1,2010,1,0.0,24.0,0,24.0,0.0,24.0,2012-06-06 07:13:18,2026-06-25 13:31:35,,,
42801865020004,169112971010661,2010,54,13,454,3,30,1,2010,1,0.0,24.0,0,24.0,0.0,24.0,2012-06-06 07:13:18,2026-06-25 13:31:35,,,
42801866020004,169112971010661,2010,54,13,454,3,150,1,2010,1,0.0,24.0,0,24.0,0.0,24.0,2012-06-06 07:13:18,2026-06-25 13:31:35,,,
42801867020004,169112971010661,2010,54,13,454,3,270,1,2010,1,0.0,24.0,0,24.0,0.0,24.0,2012-06-06 07:13:18,2026-06-25 13:31:35,,,
42801868020004,169112971010661,2010,54,13,454,4,30,1,2010,1,0.0,24.0,0,24.0,0.0,24.0,2012-06-06 07:13:18,2026-06-25 13:31:35,,,
42801869020004,169112971010661,2010,54,13,454,4,150,1,2010,1,0.0,24.0,0,24.0,0.0,24.0,2012-06-06 07:13:18,2026-06-25 13:31:35,,,
42801870020004,169112971010661,2010,54,13,454,4,270,1,2010,1,0.0,24.0,0,24.0,0.0,24.0,2012-06-06 07:13:18,2026-06-25 13:31:35,,,
249349320010661,169113285010661,2010,54,15,1378,1,30,1,2010,1,0.0,24.0,0,24.0,0.0,24.0,2011-06-06 07:00:35,2026-06-25 13:31:35,,,
249349321010661,169113285010661,2010,54,15,1378,1,150,1,2010,1,0.0,24.475293665245,20,24.0,0.0,24.0,2011-06-06 07:00:35,2026-06-25 13:31:35,,,
249349322010661,169113285010661,2010,54,15,1378,1,270,1,2010,1,0.0,25.848791074246,40,24.0,0.0,24.0,2011-06-06 07:00:35,2026-06-25 13:31:35,,,
249349323010661,169113285010661,2010,54,15,1378,2,30,1,2010,1,0.0,24.475293665245,20,24.0,0.0,24.0,2011-06-06 07:00:35,2026-06-25 13:31:35,,,
249349324010661,169113285010661,2010,54,15,1378,2,150,1,2010,1,0.0,27.988569095257,60,24.0,0.0,24.0,2011-06-06 07:00:35,2026-06-25 13:31:35,,,
249349325010661,169113285010661,2010,54,15,1378,2,270,1,2010,1,0.0,24.475293665245,20,24.0,0.0,24.0,2011-06-06 07:00:35,2026-06-25 13:31:35,,,
249349326010661,169113285010661,2010,54,15,1378,3,30,1,2010,1,0.0,24.268498099388,15,24.0,0.0,24.0,2011-06-06 07:00:35,2026-06-25 13:31:35,,,
249349327010661,169113285010661,2010,54,15,1378,3,150,1,2010,1,0.0,25.056735621385,30,24.0,0.0,24.0,2011-06-06 07:00:35,2026-06-25 13:31:35,,,
249349328010661,169113285010661,2010,54,15,1378,3,270,1,2010,1,0.0,24.0,0,24.0,0.0,24.0,2011-06-06 07:00:35,2026-06-25 13:31:35,,,
249349329010661,169113285010661,2010,54,15,1378,4,30,1,2010,1,0.0,24.11970149069,10,24.0,0.0,24.0,2011-06-06 07:00:35,2026-06-25 13:31:35,,,
249349330010661,169113285010661,2010,54,15,1378,4,150,1,2010,1,0.0,25.427544120501,35,24.0,0.0,24.0,2011-06-06 07:00:35,2026-06-25 13:31:35,,,
249349331010661,169113285010661,2010,54,15,1378,4,270,1,2010,1,0.0,24.268498099388,15,24.0,0.0,24.0,2011-06-06 07:00:35,2026-06-25 13:31:35,,,
249349460010661,169112775010661,2010,54,19,913,1,30,1,2010,1,0.0,25.848791074246,40,24.0,0.0,24.0,2011-06-06 07:00:35,2026-06-25 13:31:35,,,
249349461010661,169112775010661,2010,54,19,913,1,150,1,2010,1,0.0,26.832815729997,50,24.0,0.0,24.0,2011-06-06 07:00:35,2026-06-25 13:31:35,,,
249349462010661,169112775010661,2010,54,19,913,1,270,1,2010,1,0.0,24.475293665245,20,24.0,0.0,24.0,2011-06-06 07:00:35,2026-06-25 13:31:35,,,
249349463010661,169112775010661,2010,54,19,913,2,30,1,2010,1,0.0,24.268498099388,15,24.0,0.0,24.0,2011-06-06 07:00:35,2026-06-25 13:31:35,,,
249349464010661,169112775010661,2010,54,19,913,2,150,1,2010,1,0.0,26.318054639354,45,24.0,0.0,24.0,2011-06-06 07:00:35,2026-06-25 13:31:35,,,
249349465010661,169112775010661,2010,54,19,913,2,270,1,2010,1,0.0,25.427544120501,35,24.0,0.0,24.0,2011-06-06 07:00:35,2026-06-25 13:31:35,,,
249349466010661,169112775010661,2010,54,19,913,3,30,1,2010,1,0.0,1.6,0,1.6,0.0,1.6,2011-06-06 07:00:35,2026-06-25 13:31:35,,,
249349467010661,169112775010661,2010,54,19,913,3,30,2,2010,2,1.6,19.9,0,18.3,1.6,19.9,2011-06-06 07:00:35,2026-06-25 13:31:35,,,
249349468010661,169112775010661,2010,54,19,913,3,30,3,2010,1,19.9,24.0,0,4.1,19.9,24.0,2011-06-06 07:00:35,2026-06-25 13:31:35,,,
249349469010661,169112775010661,2010,54,19,913,3,150,1,2010,1,0.0,29.295733477761,70,24.0,0.0,24.0,2011-06-06 07:00:35,2026-06-25 13:31:35,,,
249349470010661,169112775010661,2010,54,19,913,3,270,1,2010,1,0.0,4.2,0,4.2,0.0,4.2,2011-06-06 07:00:35,2026-06-25 13:31:35,,,
249349471010661,169112775010661,2010,54,19,913,3,270,2,2010,2,4.2,24.0,0,19.8,4.2,24.0,2011-06-06 07:00:35,2026-06-25 13:31:35,,,
249349472010661,169112775010661,2010,54,19,913,4,30,1,2010,1,0.0,24.029981273401,5,24.0,0.0,24.0,2011-06-06 07:00:35,2026-06-25 13:31:35,,,
