CN,PLT_CN,VVT_CN,INVYR,STATECD,COUNTYCD,PLOT,SUBP,VEG_SUBP_STATUS_CD,VEG_SUBP_NONSAMPLE_REASN_CD,SUBP_ACCESSIBLE_FOREST_PCT,DETAILED_NONFOREST_LAND_USE,TOTAL_CANOPY_COVER_LAYER_1,TOTAL_CANOPY_COVER_LAYER_2,TOTAL_CANOPY_COVER_LAYER_3,TOTAL_CANOPY_COVER_LAYER_4,CRYPTO_CRUST_COVER_PCT,LICHEN_COVER_PCT,LITTER_DUFF_COVER_PCT,MINERAL_SOIL_COVER_PCT,MOSS_COVER_PCT,ROAD_TRAIL_COVER_PCT,ROCK_COVER_PCT,STANDING_WATER_COVER_PCT,STREAM_LAKE_COVER_PCT,TRASH_JUNK_COVER_PCT,WOOD_COVER_PCT,VEG_SUBP_STATUS_CD_PRE2004,VEG_SUBP_NONSMP_RSN_CD_PRE2004,CREATED_DATE,MODIFIED_DATE
218445174010661,171000614010661,218445178010661,2008,54,83,214,1,1,,100,,50,7,72,98,0,1,82,0,4,0,1,0,0,0,12,1,,2009-10-30 10:22:52,
218445175010661,171000614010661,218445178010661,2008,54,83,214,2,1,,100,,55,1,70,99,0,1,72,0,8,0,1,0,0,0,18,1,,2009-10-30 10:22:52,
236068330010661,145007991010661,236068332010661,2009,54,11,797,3,1,,100,,70,50,65,90,0,1,75,8,10,0,3,0,0,0,3,1,,2010-11-05 10:21:15,
236068331010661,145007991010661,236068332010661,2009,54,11,797,4,1,,4,10,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,2,,2010-11-05 10:21:15,
236068893010661,145008011010661,236068897010661,2009,54,99,1933,1,1,,100,,80,70,20,90,0,1,90,1,1,0,0,0,0,0,7,1,,2010-11-05 10:21:24,
236068894010661,145008011010661,236068897010661,2009,54,99,1933,2,1,,100,,75,70,30,90,0,1,94,1,1,0,0,0,0,0,3,1,,2010-11-05 10:21:24,
236068895010661,145008011010661,236068897010661,2009,54,99,1933,3,1,,100,,70,65,45,100,0,1,91,0,2,0,4,0,0,0,2,1,,2010-11-05 10:21:24,
236068896010661,145008011010661,236068897010661,2009,54,99,1933,4,1,,100,,90,80,50,80,0,1,94,1,1,0,0,0,0,0,3,1,,2010-11-05 10:21:24,
218417401010661,122560278010661,218417404010661,2007,54,49,1524,2,1,,43,32,38,41,19,10,0,0,43,0,0,0,0,0,0,0,0,2,,2009-10-30 10:22:41,
218417402010661,122560278010661,218417404010661,2007,54,49,1524,3,1,,100,,90,80,60,4,0,0,99,0,0,0,0,0,0,0,1,1,,2009-10-30 10:22:41,
218417403010661,122560278010661,218417404010661,2007,54,49,1524,4,1,,23,32,20,17,20,4,0,0,22,1,0,0,0,0,0,0,0,2,,2009-10-30 10:22:41,
218415656010661,122560344010661,218415660010661,2007,54,67,2125,1,1,,100,,65,20,20,70,0,1,82,1,4,0,3,0,0,0,9,1,,2009-10-30 10:22:42,
218415657010661,122560344010661,218415660010661,2007,54,67,2125,2,1,,100,,14,25,32,97,0,1,82,0,6,0,11,0,0,0,0,1,,2009-10-30 10:22:42,
218415658010661,122560344010661,218415660010661,2007,54,67,2125,3,1,,100,,58,50,21,80,0,1,87,1,4,0,0,0,0,0,7,1,,2009-10-30 10:22:42,
218415659010661,122560344010661,218415660010661,2007,54,67,2125,4,1,,100,,28,73,75,90,0,1,88,1,1,0,1,0,0,0,8,1,,2009-10-30 10:22:42,
218415458010661,122560400010661,218415462010661,2007,54,17,1836,1,1,,100,,90,5,10,95,0,1,82,4,4,0,5,0,0,0,4,1,,2009-10-30 10:22:38,
218415459010661,122560400010661,218415462010661,2007,54,17,1836,2,1,,100,,60,4,5,92,1,1,82,8,1,0,1,0,0,0,6,1,,2009-10-30 10:22:38,
218415460010661,122560400010661,218415462010661,2007,54,17,1836,3,1,,100,,85,23,3,90,0,1,95,0,0,0,1,0,0,0,3,1,,2009-10-30 10:22:38,
218415461010661,122560400010661,218415462010661,2007,54,17,1836,4,1,,100,,70,25,7,92,0,1,91,2,1,0,1,0,0,0,4,1,,2009-10-30 10:22:38,
218415588010661,122560424010661,218415592010661,2007,54,21,1777,1,1,,100,,75,13,26,71,0,1,80,11,3,0,1,0,1,0,3,1,,2009-10-30 10:22:39,
218415589010661,122560424010661,218415592010661,2007,54,21,1777,2,1,,100,,90,22,22,80,0,1,93,1,1,0,0,0,0,0,4,1,,2009-10-30 10:22:39,
218415590010661,122560424010661,218415592010661,2007,54,21,1777,3,1,,43,32,39,10,13,42,0,1,37,1,1,0,1,0,0,0,2,2,,2009-10-30 10:22:39,
218415591010661,122560424010661,218415592010661,2007,54,21,1777,4,1,,100,,83,10,18,80,0,1,93,1,1,0,0,0,0,0,4,1,,2009-10-30 10:22:39,
218415209010661,122560452010661,218415213010661,2007,54,15,1739,1,1,,100,,14,78,56,90,0,1,92,2,1,0,1,0,0,0,3,1,,2009-10-30 10:22:38,
218415210010661,122560452010661,218415213010661,2007,54,15,1739,2,1,,100,,16,45,33,90,0,1,94,0,1,0,0,0,0,0,4,1,,2009-10-30 10:22:38,
218415211010661,122560452010661,218415213010661,2007,54,15,1739,3,1,,100,,12,50,50,95,0,1,87,4,3,0,1,0,0,0,4,1,,2009-10-30 10:22:38,
218415212010661,122560452010661,218415213010661,2007,54,15,1739,4,1,,100,,6,16,32,95,0,1,89,5,1,0,1,0,0,0,3,1,,2009-10-30 10:22:38,
218415337010661,122560472010661,218415343010661,2007,54,19,361,1,1,,100,,60,25,20,97,0,1,74,7,5,0,6,0,0,0,7,1,,2009-10-30 10:22:39,
218415338010661,122560472010661,218415343010661,2007,54,19,361,2,1,,100,,54,20,35,90,0,0,86,1,3,0,1,0,0,0,9,1,,2009-10-30 10:22:39,
218415339010661,122560472010661,218415343010661,2007,54,19,361,3,1,,100,,45,20,38,90,0,1,85,0,1,0,10,0,0,0,3,1,,2009-10-30 10:22:39,
218415340010661,122560472010661,218415343010661,2007,54,19,361,4,1,,100,,85,50,8,90,0,1,87,5,1,0,2,0,0,0,4,1,,2009-10-30 10:22:39,
218416432010661,122560500010661,218416436010661,2007,54,109,379,1,1,,100,,70,26,65,70,0,1,90,1,4,0,1,0,0,0,3,1,,2009-10-30 10:22:46,
218416433010661,122560500010661,218416436010661,2007,54,109,379,2,1,,100,,20,6,25,94,0,1,74,13,4,0,5,0,0,0,3,1,,2009-10-30 10:22:46,
218416434010661,122560500010661,218416436010661,2007,54,109,379,3,1,,100,,24,25,38,63,0,1,86,1,8,0,3,0,0,0,1,1,,2009-10-30 10:22:46,
218416435010661,122560500010661,218416436010661,2007,54,109,379,4,1,,100,,65,11,12,85,0,1,86,4,1,0,5,0,0,0,3,1,,2009-10-30 10:22:46,
218416146010661,122560562010661,218416150010661,2007,54,13,1984,1,1,,100,,85,55,39,57,1,1,85,4,5,0,1,0,0,0,3,1,,2009-10-30 10:22:37,
218416147010661,122560562010661,218416150010661,2007,54,13,1984,2,1,,100,,68,40,45,90,0,1,83,4,5,0,3,0,0,0,4,1,,2009-10-30 10:22:37,
218416148010661,122560562010661,218416150010661,2007,54,13,1984,3,1,,100,,65,30,65,85,0,1,88,2,1,0,1,0,0,0,7,1,,2009-10-30 10:22:37,
218416149010661,122560562010661,218416150010661,2007,54,13,1984,4,1,,100,,85,43,70,85,0,1,90,2,2,0,1,0,0,0,4,1,,2009-10-30 10:22:37,
218416639010661,122560652010661,218416643010661,2007,54,85,240,1,1,,100,,25,30,25,99,0,1,92,1,1,0,1,0,0,1,3,1,,2009-10-30 10:22:43,
218416640010661,122560652010661,218416643010661,2007,54,85,240,2,1,,100,,15,2,10,100,0,0,93,2,1,0,1,0,0,0,3,1,,2009-10-30 10:22:43,
218416641010661,122560652010661,218416643010661,2007,54,85,240,3,1,,100,,15,13,40,95,0,1,84,4,2,0,5,0,1,1,2,1,,2009-10-30 10:22:43,
218416642010661,122560652010661,218416643010661,2007,54,85,240,4,1,,100,,60,2,12,99,0,0,97,1,1,0,0,0,0,0,1,1,,2009-10-30 10:22:43,
218416300010661,122560682010661,218416304010661,2007,54,87,275,1,1,,100,,90,35,70,80,0,1,92,2,1,0,1,0,0,0,3,1,,2009-10-30 10:22:44,
218416301010661,122560682010661,218416304010661,2007,54,87,275,2,1,,100,,90,15,40,80,0,1,92,1,1,0,2,0,0,0,3,1,,2009-10-30 10:22:44,
218416302010661,122560682010661,218416304010661,2007,54,87,275,3,1,,100,,85,8,30,70,0,1,78,1,2,12,2,0,3,0,1,1,,2009-10-30 10:22:44,
218416303010661,122560682010661,218416304010661,2007,54,87,275,4,1,,100,,70,15,79,90,0,1,94,1,1,0,1,0,0,0,2,1,,2009-10-30 10:22:44,
218415155010661,122560712010661,218415159010661,2007,54,39,2504,1,2,,,,,,,,,,,,,,,,,,,2,,2009-10-30 10:22:40,
218415156010661,122560712010661,218415159010661,2007,54,39,2504,2,2,,,,,,,,,,,,,,,,,,,2,,2009-10-30 10:22:40,
218415157010661,122560712010661,218415159010661,2007,54,39,2504,3,1,,92,32,12,43,57,90,0,1,59,5,1,0,18,0,5,1,2,1,,2009-10-30 10:22:40,
218415158010661,122560712010661,218415159010661,2007,54,39,2504,4,2,,,,,,,,,,,,,,,,,,,2,,2009-10-30 10:22:40,
218417066010661,122560808010661,218417070010661,2007,54,79,879,1,1,,100,,60,5,50,95,0,1,95,1,1,0,1,0,0,0,1,1,,2009-10-30 10:22:43,
218417067010661,122560808010661,218417070010661,2007,54,79,879,2,1,,100,,60,5,50,95,0,1,92,1,2,0,1,0,0,0,3,1,,2009-10-30 10:22:43,
218417068010661,122560808010661,218417070010661,2007,54,79,879,3,1,,100,,40,45,60,97,0,1,91,1,2,0,1,0,0,0,4,1,,2009-10-30 10:22:43,
218417069010661,122560808010661,218417070010661,2007,54,79,879,4,1,,100,,80,20,65,75,0,1,93,2,2,0,1,0,0,0,1,1,,2009-10-30 10:22:43,
218416524010661,122560862010661,218416528010661,2007,54,53,1601,1,1,,100,,40,15,75,60,0,0,96,1,1,0,0,0,0,0,2,1,,2009-10-30 10:22:42,
218416525010661,122560862010661,218416528010661,2007,54,53,1601,2,1,,100,,40,8,15,95,0,1,93,1,1,0,0,0,0,0,4,1,,2009-10-30 10:22:42,
218416526010661,122560862010661,218416528010661,2007,54,53,1601,3,1,,100,,70,20,60,55,0,1,94,1,1,0,0,0,0,0,3,1,,2009-10-30 10:22:42,
218416527010661,122560862010661,218416528010661,2007,54,53,1601,4,1,,100,,85,33,80,90,0,1,95,1,1,0,0,0,0,0,2,1,,2009-10-30 10:22:42,
218415116010661,122560886010661,218415120010661,2007,54,11,1711,1,1,,100,,65,50,90,80,0,0,93,2,1,0,1,0,0,1,2,1,,2009-10-30 10:22:37,
218415117010661,122560886010661,218415120010661,2007,54,11,1711,2,1,,100,,85,42,75,90,0,0,95,1,1,0,1,0,0,0,2,1,,2009-10-30 10:22:37,
218415118010661,122560886010661,218415120010661,2007,54,11,1711,3,1,,3,32,3,1,0,0,0,0,2,0,0,0,0,0,0,1,0,2,,2009-10-30 10:22:37,
218415119010661,122560886010661,218415120010661,2007,54,11,1711,4,1,,100,,80,100,40,3,0,0,97,0,0,0,1,0,0,1,1,1,,2009-10-30 10:22:37,
218415009010661,122560978010661,218415013010661,2007,54,109,250,1,1,,100,,80,70,90,55,0,1,84,1,6,0,2,0,0,0,6,1,,2009-10-30 10:22:46,
218415010010661,122560978010661,218415013010661,2007,54,109,250,2,1,,100,,90,65,60,30,0,1,88,7,1,0,1,0,0,0,2,1,,2009-10-30 10:22:46,
218415011010661,122560978010661,218415013010661,2007,54,109,250,3,1,,100,,90,55,70,87,0,1,85,1,7,0,1,0,0,0,5,1,,2009-10-30 10:22:46,
218415012010661,122560978010661,218415013010661,2007,54,109,250,4,1,,100,,65,20,80,90,0,1,77,11,2,0,4,0,0,0,5,1,,2009-10-30 10:22:46,
218417400010661,122560278010661,218417404010661,2007,54,49,1524,1,1,,79,32,79,55,65,0,0,0,77,1,0,0,0,0,0,0,1,1,,2009-10-30 10:22:41,
218416859010661,122561056010661,218416862010661,2007,54,45,284,2,1,,100,,75,22,20,88,0,1,86,7,1,0,1,0,0,0,4,1,,2009-10-30 10:22:40,
218416860010661,122561056010661,218416862010661,2007,54,45,284,3,1,,100,,70,20,11,92,0,1,85,8,2,0,1,0,0,0,3,1,,2009-10-30 10:22:40,
218416861010661,122561056010661,218416862010661,2007,54,45,284,4,1,,100,,58,19,16,92,0,1,78,12,2,0,2,0,0,0,5,1,,2009-10-30 10:22:40,
218416948010661,122561064010661,218416952010661,2007,54,51,785,1,1,,100,,60,9,27,90,0,1,92,1,1,0,1,0,0,0,4,1,,2009-10-30 10:22:41,
218416949010661,122561064010661,218416952010661,2007,54,51,785,2,1,,100,,100,1,19,85,0,0,99,0,0,0,0,0,0,0,1,1,,2009-10-30 10:22:41,
218416950010661,122561064010661,218416952010661,2007,54,51,785,3,1,,100,,97,77,6,90,0,1,93,0,1,0,1,0,0,0,4,1,,2009-10-30 10:22:41,
218416951010661,122561064010661,218416952010661,2007,54,51,785,4,1,,23,11,23,3,6,4,0,1,21,0,0,0,0,0,0,0,1,2,,2009-10-30 10:22:41,
218445378010661,171000245010661,218445431010661,2008,54,1,2226,1,1,,100,,90,8,70,92,0,1,89,3,2,0,1,0,1,0,3,1,,2009-10-30 10:22:47,
218445379010661,171000245010661,218445431010661,2008,54,1,2226,2,1,,100,,55,70,71,98,0,1,87,0,7,0,1,0,0,0,4,1,,2009-10-30 10:22:47,
218445380010661,171000245010661,218445431010661,2008,54,1,2226,3,1,,100,,85,12,34,99,0,0,74,0,25,0,1,0,0,0,0,1,,2009-10-30 10:22:47,
218445381010661,171000245010661,218445431010661,2008,54,1,2226,4,1,,100,,85,50,40,50,0,0,94,0,0,0,1,0,0,0,5,1,,2009-10-30 10:22:47,
218445824010661,171000270010661,218445828010661,2008,54,7,1131,1,1,,100,,55,1,7,95,0,1,97,0,1,0,0,0,0,0,1,1,,2009-10-30 10:22:47,
218445825010661,171000270010661,218445828010661,2008,54,7,1131,2,1,,100,,66,3,0,95,0,1,77,0,1,0,0,0,20,0,1,1,,2009-10-30 10:22:47,
218445826010661,171000270010661,218445828010661,2008,54,7,1131,3,1,,100,,50,3,5,95,0,1,91,1,4,0,1,0,0,0,2,1,,2009-10-30 10:22:47,
218445827010661,171000270010661,218445828010661,2008,54,7,1131,4,1,,100,,80,25,13,75,0,3,64,1,1,0,1,0,0,0,30,1,,2009-10-30 10:22:47,
218445571010661,171000314010661,218445620010661,2008,54,25,286,1,1,,100,,40,3,20,98,0,1,92,0,2,0,2,0,0,0,3,1,,2009-10-30 10:22:48,
218445572010661,171000314010661,218445620010661,2008,54,25,286,2,1,,100,,85,50,60,75,0,1,91,1,2,0,0,0,4,0,1,1,,2009-10-30 10:22:48,
218445573010661,171000314010661,218445620010661,2008,54,25,286,3,1,,100,,85,5,20,98,0,1,94,0,2,0,1,0,0,0,2,1,,2009-10-30 10:22:48,
218445574010661,171000314010661,218445620010661,2008,54,25,286,4,1,,100,,35,10,33,98,0,3,79,1,12,0,2,0,0,0,3,1,,2009-10-30 10:22:48,
218444938010661,171000326010661,218444942010661,2008,54,27,188,1,1,,100,,40,8,60,25,0,1,95,0,1,0,1,0,0,0,2,1,,2009-10-30 10:22:49,
218444939010661,171000326010661,218444942010661,2008,54,27,188,2,1,,100,,7,4,55,95,0,1,94,1,1,0,1,0,0,0,2,1,,2009-10-30 10:22:49,
218444940010661,171000326010661,218444942010661,2008,54,27,188,3,1,,100,,8,10,40,97,0,1,85,1,1,0,5,0,0,0,7,1,,2009-10-30 10:22:49,
218444941010661,171000326010661,218444942010661,2008,54,27,188,4,1,,100,,90,40,62,80,0,0,95,1,0,0,1,0,0,0,3,1,,2009-10-30 10:22:49,
218445084010661,171000334010661,218445088010661,2008,54,27,1658,1,1,,100,,47,2,33,85,0,1,93,1,1,0,1,0,0,0,3,1,,2009-10-30 10:22:49,
218445085010661,171000334010661,218445088010661,2008,54,27,1658,2,1,,100,,40,15,31,80,0,1,93,0,1,0,0,0,0,0,5,1,,2009-10-30 10:22:49,
218445086010661,171000334010661,218445088010661,2008,54,27,1658,3,1,,100,,30,5,40,85,0,1,77,1,1,0,0,0,0,0,20,1,,2009-10-30 10:22:49,
218445087010661,171000334010661,218445088010661,2008,54,27,1658,4,1,,100,,35,35,60,87,0,1,88,0,1,0,0,0,0,0,10,1,,2009-10-30 10:22:49,
218444989010661,171000341010661,218444993010661,2008,54,31,608,1,1,,100,,70,30,60,70,0,1,92,1,1,0,1,0,0,0,4,1,,2009-10-30 10:22:50,
218444990010661,171000341010661,218444993010661,2008,54,31,608,2,1,,100,,60,20,30,45,0,1,85,0,5,0,1,0,0,0,8,1,,2009-10-30 10:22:50,
218444991010661,171000341010661,218444993010661,2008,54,31,608,3,1,,100,,20,10,84,90,0,1,80,0,6,0,3,0,0,0,10,1,,2009-10-30 10:22:50,
218444992010661,171000341010661,218444993010661,2008,54,31,608,4,1,,100,,50,3,26,94,0,1,93,0,1,0,1,0,0,0,4,1,,2009-10-30 10:22:50,
218446766010661,171000359010661,218446770010661,2008,54,35,893,1,1,,100,,45,60,60,50,0,0,90,2,3,0,1,0,0,0,4,1,,2009-10-30 10:22:50,
218446767010661,171000359010661,218446770010661,2008,54,35,893,2,1,,100,,40,35,85,75,0,0,94,2,2,0,0,0,0,0,2,1,,2009-10-30 10:22:50,
218446768010661,171000359010661,218446770010661,2008,54,35,893,3,1,,100,,50,35,95,10,0,0,79,4,15,0,1,0,0,0,1,1,,2009-10-30 10:22:50,
218446769010661,171000359010661,218446770010661,2008,54,35,893,4,1,,100,,70,50,40,20,0,1,87,2,1,5,1,0,0,0,3,1,,2009-10-30 10:22:50,
218445176010661,171000614010661,218445178010661,2008,54,83,214,3,1,,100,,75,35,25,87,0,1,94,0,2,0,1,0,0,0,2,1,,2009-10-30 10:22:52,
218445177010661,171000614010661,218445178010661,2008,54,83,214,4,1,,100,,75,8,45,90,0,1,91,1,2,0,1,0,0,0,4,1,,2009-10-30 10:22:52,
218445141010661,171000619010661,218445145010661,2008,54,93,218,1,1,,100,,75,65,60,99,0,0,57,0,40,0,1,0,0,0,2,1,,2009-10-30 10:22:53,
218445142010661,171000619010661,218445145010661,2008,54,93,218,2,1,,100,,85,73,64,90,0,0,26,0,70,0,1,0,0,0,3,1,,2009-10-30 10:22:53,
218445143010661,171000619010661,218445145010661,2008,54,93,218,3,1,,100,,95,2,62,85,0,1,5,0,90,0,1,0,0,0,3,1,,2009-10-30 10:22:53,
218445144010661,171000619010661,218445145010661,2008,54,93,218,4,1,,100,,95,45,80,99,0,1,76,0,15,0,5,0,1,0,2,1,,2009-10-30 10:22:53,
218445464010661,171000624010661,218445468010661,2008,54,101,1753,1,1,,100,,23,8,70,96,0,1,66,1,25,0,1,0,0,0,6,1,,2009-10-30 10:22:53,
218445465010661,171000624010661,218445468010661,2008,54,101,1753,2,1,,100,,85,25,69,97,0,1,89,1,5,0,1,0,0,0,3,1,,2009-10-30 10:22:53,
218445466010661,171000624010661,218445468010661,2008,54,101,1753,3,1,,100,,60,35,45,92,0,1,81,0,13,0,0,0,0,0,5,1,,2009-10-30 10:22:53,
218445467010661,171000624010661,218445468010661,2008,54,101,1753,4,1,,100,,65,20,35,96,0,1,85,0,10,0,1,0,0,0,3,1,,2009-10-30 10:22:53,
218445914010661,171001051010661,218445918010661,2008,54,15,1484,1,1,,100,,55,35,34,85,0,1,88,1,2,0,1,0,0,0,7,1,,2009-10-30 10:22:48,
218445915010661,171001051010661,218445918010661,2008,54,15,1484,2,1,,100,,2,2,21,95,0,1,94,2,1,0,1,0,0,0,1,1,,2009-10-30 10:22:48,
218445916010661,171001051010661,218445918010661,2008,54,15,1484,3,3,3,,,,,,,,,,,,,,,,,,3,3,2009-10-30 10:22:48,
218445917010661,171001051010661,218445918010661,2008,54,15,1484,4,1,,100,,35,5,40,95,0,1,94,0,1,0,0,0,0,0,4,1,,2009-10-30 10:22:48,
218446412010661,171001056010661,218446490010661,2008,54,29,2007,1,1,,100,,87,40,80,95,0,1,94,1,2,0,1,0,0,0,1,1,,2009-10-30 10:22:49,
218446413010661,171001056010661,218446490010661,2008,54,29,2007,2,1,,100,,86,20,67,95,0,1,90,3,1,0,1,0,0,0,4,1,,2009-10-30 10:22:49,
218446414010661,171001056010661,218446490010661,2008,54,29,2007,3,1,,100,,85,10,90,99,0,1,82,10,1,0,1,0,0,0,5,1,,2009-10-30 10:22:49,
218446415010661,171001056010661,218446490010661,2008,54,29,2007,4,1,,100,,90,60,84,45,0,0,76,17,1,1,2,0,0,0,3,1,,2009-10-30 10:22:49,
236066174010661,145007489010661,236066177010661,2009,54,25,2197,2,1,,100,,65,22,50,95,0,1,80,15,1,0,1,0,0,0,2,1,,2010-11-05 10:21:16,
236066175010661,145007489010661,236066177010661,2009,54,25,2197,3,1,,100,,55,38,29,85,0,1,94,1,1,0,1,0,0,0,2,1,,2010-11-05 10:21:16,
236066176010661,145007489010661,236066177010661,2009,54,25,2197,4,1,,100,,35,50,75,90,0,1,95,1,1,0,0,0,0,0,2,1,,2010-11-05 10:21:16,
236067430010661,145007503010661,236067434010661,2009,54,55,2278,1,1,,100,,85,65,20,90,0,1,79,1,15,0,1,0,0,0,3,1,,2010-11-05 10:21:20,
236067431010661,145007503010661,236067434010661,2009,54,55,2278,2,1,,100,,65,60,50,85,1,1,89,1,1,0,1,0,0,0,6,1,,2010-11-05 10:21:20,
236067432010661,145007503010661,236067434010661,2009,54,55,2278,3,1,,100,,70,70,35,85,0,1,83,8,3,0,1,0,0,0,4,1,,2010-11-05 10:21:20,
236067433010661,145007503010661,236067434010661,2009,54,55,2278,4,1,,100,,70,30,6,85,0,1,69,6,20,0,2,0,0,0,2,1,,2010-11-05 10:21:20,
236063909010661,145007553010661,236063913010661,2009,54,7,1744,1,1,,100,32,80,45,60,70,0,1,89,3,3,0,1,0,0,0,3,1,,2010-11-05 10:21:13,
236063910010661,145007553010661,236063913010661,2009,54,7,1744,2,1,,100,,80,27,50,70,0,1,89,5,2,0,1,0,0,0,2,1,,2010-11-05 10:21:13,
236063911010661,145007553010661,236063913010661,2009,54,7,1744,3,1,,100,,55,35,50,90,0,1,83,6,2,0,5,0,0,0,3,1,,2010-11-05 10:21:13,
236063912010661,145007553010661,236063913010661,2009,54,7,1744,4,1,,100,,80,60,70,75,0,1,56,7,2,30,1,0,0,0,3,1,,2010-11-05 10:21:13,
236067219010661,145007619010661,236067223010661,2009,54,55,961,1,1,,100,,60,65,35,90,0,1,81,3,3,0,4,0,4,0,4,1,,2010-11-05 10:21:19,
236067220010661,145007619010661,236067223010661,2009,54,55,961,2,1,,100,,60,75,70,33,0,1,81,2,1,4,1,0,0,0,10,1,,2010-11-05 10:21:19,
236067221010661,145007619010661,236067223010661,2009,54,55,961,3,1,,100,,85,85,40,35,0,1,76,3,5,0,3,0,10,0,2,1,,2010-11-05 10:21:19,
236067222010661,145007619010661,236067223010661,2009,54,55,961,4,1,,100,,85,75,75,90,0,1,92,2,2,0,1,0,0,0,2,1,,2010-11-05 10:21:19,
236068515010661,145007655010661,236068519010661,2009,54,17,1054,1,1,,100,,35,70,45,90,0,1,93,1,1,0,1,0,0,0,3,1,,2010-11-05 10:21:15,
236068516010661,145007655010661,236068519010661,2009,54,17,1054,2,1,,100,,65,9,25,90,0,1,93,3,1,0,1,0,0,0,1,1,,2010-11-05 10:21:15,
236068517010661,145007655010661,236068519010661,2009,54,17,1054,3,1,,100,,16,6,12,92,0,1,95,1,1,0,0,0,0,0,2,1,,2010-11-05 10:21:15,
236068518010661,145007655010661,236068519010661,2009,54,17,1054,4,1,,100,,95,60,13,95,0,1,92,1,1,0,1,0,0,0,4,1,,2010-11-05 10:21:15,
236064103010661,145007681010661,236064107010661,2009,54,7,1499,1,1,,100,,95,90,8,0,0,0,99,0,0,0,0,0,0,0,1,1,,2010-11-05 10:21:14,
236064104010661,145007681010661,236064107010661,2009,54,7,1499,2,1,,100,,80,50,45,75,0,1,94,2,1,0,0,0,0,0,2,1,,2010-11-05 10:21:14,
218444850010661,171000366010661,218444852010661,2008,54,37,222,3,1,,100,,40,1,3,51,0,1,97,0,1,0,0,0,0,0,1,1,,2009-10-30 10:22:50,
218444851010661,171000366010661,218444852010661,2008,54,37,222,4,2,,,,,,,,,,,,,,,,,,,2,,2009-10-30 10:22:50,
218446670010661,171000381010661,218446698010661,2008,54,39,1428,1,2,,,,,,,,,,,,,,,,,,,2,,2009-10-30 10:22:51,
218446671010661,171000381010661,218446698010661,2008,54,39,1428,2,2,,,,,,,,,,,,,,,,,,,2,,2009-10-30 10:22:51,
218446672010661,171000381010661,218446698010661,2008,54,39,1428,3,2,,,,,,,,,,,,,,,,,,,2,,2009-10-30 10:22:51,
218446673010661,171000381010661,218446698010661,2008,54,39,1428,4,1,,82,40,80,68,70,67,0,0,78,1,0,0,0,0,0,1,2,1,,2009-10-30 10:22:51,
218445719010661,171000473010661,218445723010661,2008,54,67,1365,1,1,,100,,65,10,3,13,0,1,75,2,1,0,8,0,0,0,13,1,,2009-10-30 10:22:51,
218445720010661,171000473010661,218445723010661,2008,54,67,1365,2,1,,100,,80,11,0,0,0,2,77,2,1,0,2,0,0,0,16,1,,2009-10-30 10:22:51,
218445721010661,171000473010661,218445723010661,2008,54,67,1365,3,1,,100,,80,2,3,11,1,1,76,5,1,0,1,0,0,0,15,1,,2009-10-30 10:22:51,
218445722010661,171000473010661,218445723010661,2008,54,67,1365,4,1,,100,,55,13,85,85,0,1,83,1,5,0,1,1,4,0,4,1,,2009-10-30 10:22:51,
218446075010661,171000476010661,218446079010661,2008,54,69,354,1,1,,100,,96,98,95,35,0,0,97,0,2,0,0,0,0,0,1,1,,2009-10-30 10:22:52,
218446076010661,171000476010661,218446079010661,2008,54,69,354,2,1,,100,,85,90,90,85,0,0,96,1,1,0,0,0,0,0,2,1,,2009-10-30 10:22:52,
218446077010661,171000476010661,218446079010661,2008,54,69,354,3,1,,100,,99,95,71,75,0,0,95,1,1,0,0,0,0,0,3,1,,2009-10-30 10:22:52,
218446078010661,171000476010661,218446079010661,2008,54,69,354,4,2,,,,,,,,,,,,,,,,,,,2,,2009-10-30 10:22:52,
218445257010661,171000487010661,218445293010661,2008,54,75,1110,1,1,,100,,35,6,51,98,0,2,88,1,3,0,2,0,0,0,4,1,,2009-10-30 10:22:52,
218445258010661,171000487010661,218445293010661,2008,54,75,1110,2,1,,100,,94,15,50,93,0,1,85,0,3,0,7,0,0,0,4,1,,2009-10-30 10:22:52,
218445259010661,171000487010661,218445293010661,2008,54,75,1110,3,1,,100,,92,20,12,99,0,1,94,1,1,0,1,0,0,0,2,1,,2009-10-30 10:22:52,
218445260010661,171000487010661,218445293010661,2008,54,75,1110,4,1,,100,,86,30,49,94,0,1,91,1,1,0,2,0,0,0,4,1,,2009-10-30 10:22:52,
218446161010661,171000537010661,218446199010661,2008,54,87,744,1,1,,100,,75,65,39,30,0,1,84,1,1,0,2,0,0,0,11,1,,2009-10-30 10:22:52,
218446162010661,171000537010661,218446199010661,2008,54,87,744,2,1,,100,,85,35,70,92,0,1,90,1,1,1,1,0,0,0,5,1,,2009-10-30 10:22:52,
218446163010661,171000537010661,218446199010661,2008,54,87,744,3,1,,100,,35,4,40,95,0,1,93,1,1,0,1,0,0,0,3,1,,2009-10-30 10:22:52,
236064105010661,145007681010661,236064107010661,2009,54,7,1499,3,1,,100,,90,60,32,29,0,1,97,1,0,0,0,0,0,0,1,1,,2010-11-05 10:21:14,
236064106010661,145007681010661,236064107010661,2009,54,7,1499,4,1,,100,,95,80,30,42,0,1,97,1,0,0,0,0,0,0,1,1,,2010-11-05 10:21:14,
